2200
0/1 9406912075/16777216 1100/1 9406912075/16777216
63626182125/134217728 0/1 63626182125/134217728 1100/1
342406519125/536870912 0/1 342406519125/536870912 1100/1
33778371825/134217728 0/1 33778371825/134217728 1100/1
427518648975/536870912 0/1 427518648975/536870912 1100/1
128503440175/268435456 0/1 128503440175/268435456 1100/1
466280824625/536870912 0/1 466280824625/536870912 1100/1
0/1 17111663525/33554432 1100/1 17111663525/33554432
109703813175/268435456 0/1 109703813175/268435456 1100/1
0/1 28774639575/33554432 1100/1 28774639575/33554432
536708639775/536870912 0/1 536708639775/536870912 1100/1
27537166525/67108864 0/1 27537166525/67108864 1100/1
0/1 815266925/16777216 1100/1 815266925/16777216
0/1 238625800325/268435456 1100/1 238625800325/268435456
0/1 386329800725/536870912 1100/1 386329800725/536870912
86037234525/134217728 0/1 86037234525/134217728 1100/1
0/1 69518772125/134217728 1100/1 69518772125/134217728
0/1 464718479225/536870912 1100/1 464718479225/536870912
0/1 27069276025/134217728 1100/1 27069276025/134217728
67133318175/268435456 0/1 67133318175/268435456 1100/1
0/1 304397228575/536870912 1100/1 304397228575/536870912
0/1 3542193325/8388608 1100/1 3542193325/8388608
18140334025/33554432 0/1 18140334025/33554432 1100/1
19678796225/536870912 0/1 19678796225/536870912 1100/1
0/1 215223597325/268435456 1100/1 215223597325/268435456
0/1 261967937275/268435456 1100/1 261967937275/268435456
131792167375/268435456 0/1 131792167375/268435456 1100/1
400721655125/536870912 0/1 400721655125/536870912 1100/1
206788433775/536870912 0/1 206788433775/536870912 1100/1
0/1 281828768925/536870912 1100/1 281828768925/536870912
0/1 189572645625/268435456 1100/1 189572645625/268435456
170779267725/268435456 0/1 170779267725/268435456 1100/1
0/1 554414115475/536870912 1100/1 554414115475/536870912
0/1 165660982025/536870912 1100/1 165660982025/536870912
510708740025/536870912 0/1 510708740025/536870912 1100/1
0/1 56415651325/134217728 1100/1 56415651325/134217728
0/1 241514569725/268435456 1100/1 241514569725/268435456
0/1 26841998975/67108864 1100/1 26841998975/67108864
32850339225/67108864 0/1 32850339225/67108864 1100/1
0/1 35080297725/33554432 1100/1 35080297725/33554432
0/1 28217950475/67108864 1100/1 28217950475/67108864
222374170425/536870912 0/1 222374170425/536870912 1100/1
95333428025/536870912 0/1 95333428025/536870912 1100/1
193811352625/268435456 0/1 193811352625/268435456 1100/1
0/1 394327252275/536870912 1100/1 394327252275/536870912
20972716325/33554432 0/1 20972716325/33554432 1100/1
97847671625/268435456 0/1 97847671625/268435456 1100/1
67994340425/536870912 0/1 67994340425/536870912 1100/1
498482104725/536870912 0/1 498482104725/536870912 1100/1
90546928725/268435456 0/1 90546928725/268435456 1100/1
55365085325/67108864 0/1 55365085325/67108864 1100/1
0/1 91917391225/268435456 1100/1 91917391225/268435456
363882533025/536870912 0/1 363882533025/536870912 1100/1
0/1 134547747125/134217728 1100/1 134547747125/134217728
0/1 48545821775/536870912 1100/1 48545821775/536870912
13998832375/67108864 0/1 13998832375/67108864 1100/1
0/1 57573418375/67108864 1100/1 57573418375/67108864
175366089525/268435456 0/1 175366089525/268435456 1100/1
202716905325/536870912 0/1 202716905325/536870912 1100/1
319115677925/536870912 0/1 319115677925/536870912 1100/1
270897347325/536870912 0/1 270897347325/536870912 1100/1
0/1 296952577075/536870912 1100/1 296952577075/536870912
291202032825/268435456 0/1 291202032825/268435456 1100/1
0/1 104735085125/134217728 1100/1 104735085125/134217728
282029418275/536870912 0/1 282029418275/536870912 1100/1
3848423975/8388608 0/1 3848423975/8388608 1100/1
168720761825/536870912 0/1 168720761825/536870912 1100/1
147072216225/134217728 0/1 147072216225/134217728 1100/1
0/1 41101410075/134217728 1100/1 41101410075/134217728
0/1 289643231075/268435456 1100/1 289643231075/268435456
0/1 185763975375/536870912 1100/1 185763975375/536870912
0/1 72054118125/134217728 1100/1 72054118125/134217728
0/1 21758260425/134217728 1100/1 21758260425/134217728
60418800475/67108864 0/1 60418800475/67108864 1100/1
0/1 9960566825/16777216 1100/1 9960566825/16777216
0/1 67547736575/536870912 1100/1 67547736575/536870912
240804581325/536870912 0/1 240804581325/536870912 1100/1
0/1 197357103075/268435456 1100/1 197357103075/268435456
0/1 39101070525/134217728 1100/1 39101070525/134217728
173140376475/268435456 0/1 173140376475/268435456 1100/1
0/1 572206488425/536870912 1100/1 572206488425/536870912
0/1 36473887175/134217728 1100/1 36473887175/134217728
244015051775/536870912 0/1 244015051775/536870912 1100/1
399902710075/536870912 0/1 399902710075/536870912 1100/1
49721324675/67108864 0/1 49721324675/67108864 1100/1
248040419825/536870912 0/1 248040419825/536870912 1100/1
0/1 111501736225/134217728 1100/1 111501736225/134217728
352229876625/536870912 0/1 352229876625/536870912 1100/1
0/1 79734506775/134217728 1100/1 79734506775/134217728
177614586875/268435456 0/1 177614586875/268435456 1100/1
0/1 17878155075/16777216 1100/1 17878155075/16777216
13375679075/33554432 0/1 13375679075/33554432 1100/1
218566023225/268435456 0/1 218566023225/268435456 1100/1
30890101275/33554432 0/1 30890101275/33554432 1100/1
0/1 42349304525/268435456 1100/1 42349304525/268435456
341265092025/536870912 0/1 341265092025/536870912 1100/1
4452041275/16777216 0/1 4452041275/16777216 1100/1
0/1 350214560575/536870912 1100/1 350214560575/536870912
0/1 160976586925/536870912 1100/1 160976586925/536870912
0/1 285569850225/268435456 1100/1 285569850225/268435456
365537745925/536870912 0/1 365537745925/536870912 1100/1
0/1 171268676425/268435456 1100/1 171268676425/268435456
103352230025/134217728 0/1 103352230025/134217728 1100/1
59387600525/134217728 0/1 59387600525/134217728 1100/1
37269117875/67108864 0/1 37269117875/67108864 1100/1
0/1 314286203825/536870912 1100/1 314286203825/536870912
0/1 108594666675/268435456 1100/1 108594666675/268435456
635555525/33554432 0/1 635555525/33554432 1100/1
260577181425/268435456 0/1 260577181425/268435456 1100/1
50968916625/268435456 0/1 50968916625/268435456 1100/1
0/1 142057501575/536870912 1100/1 142057501575/536870912
167973301375/536870912 0/1 167973301375/536870912 1100/1
440745890475/536870912 0/1 440745890475/536870912 1100/1
0/1 477495802025/536870912 1100/1 477495802025/536870912
0/1 104826753625/536870912 1100/1 104826753625/536870912
0/1 69744790225/536870912 1100/1 69744790225/536870912
361717729175/536870912 0/1 361717729175/536870912 1100/1
133248554725/268435456 0/1 133248554725/268435456 1100/1
260125324525/536870912 0/1 260125324525/536870912 1100/1
0/1 377889830175/536870912 1100/1 377889830175/536870912
0/1 56399231075/67108864 1100/1 56399231075/67108864
178680832825/536870912 0/1 178680832825/536870912 1100/1
470753721075/536870912 0/1 470753721075/536870912 1100/1
146330248625/134217728 0/1 146330248625/134217728 1100/1
74245171275/536870912 0/1 74245171275/536870912 1100/1
162961056225/536870912 0/1 162961056225/536870912 1100/1
320889305825/536870912 0/1 320889305825/536870912 1100/1
56338688175/134217728 0/1 56338688175/134217728 1100/1
133991634425/536870912 0/1 133991634425/536870912 1100/1
0/1 85539378375/134217728 1100/1 85539378375/134217728
0/1 201725907625/268435456 1100/1 201725907625/268435456
0/1 65376074225/536870912 1100/1 65376074225/536870912
0/1 559781378475/536870912 1100/1 559781378475/536870912
119532231225/536870912 0/1 119532231225/536870912 1100/1
0/1 1393439575/67108864 1100/1 1393439575/67108864
0/1 439554026175/536870912 1100/1 439554026175/536870912
207357817975/268435456 0/1 207357817975/268435456 1100/1
52226257325/134217728 0/1 52226257325/134217728 1100/1
0/1 306135274225/536870912 1100/1 306135274225/536870912
68805284075/67108864 0/1 68805284075/67108864 1100/1
0/1 489136565775/536870912 1100/1 489136565775/536870912
0/1 231428880375/536870912 1100/1 231428880375/536870912
0/1 50208679125/536870912 1100/1 50208679125/536870912
0/1 77318261075/268435456 1100/1 77318261075/268435456
0/1 260070856925/536870912 1100/1 260070856925/536870912
0/1 69743491125/268435456 1100/1 69743491125/268435456
292597791475/268435456 0/1 292597791475/268435456 1100/1
0/1 31568289225/536870912 1100/1 31568289225/536870912
60209833475/67108864 0/1 60209833475/67108864 1100/1
0/1 44807974475/268435456 1100/1 44807974475/268435456
130145433825/536870912 0/1 130145433825/536870912 1100/1
115720849475/134217728 0/1 115720849475/134217728 1100/1
35119486325/536870912 0/1 35119486325/536870912 1100/1
0/1 26233991025/268435456 1100/1 26233991025/268435456
0/1 317275331725/536870912 1100/1 317275331725/536870912
237958612375/268435456 0/1 237958612375/268435456 1100/1
0/1 502610829875/536870912 1100/1 502610829875/536870912
0/1 105833763475/536870912 1100/1 105833763475/536870912
0/1 98587807175/268435456 1100/1 98587807175/268435456
328095075/33554432 0/1 328095075/33554432 1100/1
0/1 24093904725/268435456 1100/1 24093904725/268435456
100475395625/536870912 0/1 100475395625/536870912 1100/1
40497569475/536870912 0/1 40497569475/536870912 1100/1
30167034425/134217728 0/1 30167034425/134217728 1100/1
0/1 553604056775/536870912 1100/1 553604056775/536870912
0/1 431301664475/536870912 1100/1 431301664475/536870912
0/1 363487729275/536870912 1100/1 363487729275/536870912
0/1 431839270225/536870912 1100/1 431839270225/536870912
0/1 211849196625/536870912 1100/1 211849196625/536870912
0/1 413159562475/536870912 1100/1 413159562475/536870912
42319530825/536870912 0/1 42319530825/536870912 1100/1
20309537875/268435456 0/1 20309537875/268435456 1100/1
0/1 25964835325/67108864 1100/1 25964835325/67108864
0/1 84861333975/134217728 1100/1 84861333975/134217728
137809323575/268435456 0/1 137809323575/268435456 1100/1
134730100725/536870912 0/1 134730100725/536870912 1100/1
0/1 423321806325/536870912 1100/1 423321806325/536870912
0/1 61637984925/536870912 1100/1 61637984925/536870912
290272809475/536870912 0/1 290272809475/536870912 1100/1
116491522125/134217728 0/1 116491522125/134217728 1100/1
30751490275/134217728 0/1 30751490275/134217728 1100/1
23767699725/134217728 0/1 23767699725/134217728 1100/1
154968991375/536870912 0/1 154968991375/536870912 1100/1
126251126375/536870912 0/1 126251126375/536870912 1100/1
147887062125/536870912 0/1 147887062125/536870912 1100/1
160432799725/536870912 0/1 160432799725/536870912 1100/1
0/1 62616054875/536870912 1100/1 62616054875/536870912
0/1 521801089425/536870912 1100/1 521801089425/536870912
387088726475/536870912 0/1 387088726475/536870912 1100/1
0/1 502554117725/536870912 1100/1 502554117725/536870912
138736095025/134217728 0/1 138736095025/134217728 1100/1
0/1 136036533325/134217728 1100/1 136036533325/134217728
99759922625/536870912 0/1 99759922625/536870912 1100/1
0/1 18567092225/134217728 1100/1 18567092225/134217728
120696280925/536870912 0/1 120696280925/536870912 1100/1
329602019725/536870912 0/1 329602019725/536870912 1100/1
214070606475/536870912 0/1 214070606475/536870912 1100/1
0/1 395129351375/536870912 1100/1 395129351375/536870912
84737739625/268435456 0/1 84737739625/268435456 1100/1
0/1 217172037225/268435456 1100/1 217172037225/268435456
5011730625/268435456 0/1 5011730625/268435456 1100/1
484955402525/536870912 0/1 484955402525/536870912 1100/1
0/1 186464656125/536870912 1100/1 186464656125/536870912
508323586375/536870912 0/1 508323586375/536870912 1100/1
0/1 381289613925/536870912 1100/1 381289613925/536870912
15107128575/67108864 0/1 15107128575/67108864 1100/1
92904554325/134217728 0/1 92904554325/134217728 1100/1
129429389375/268435456 0/1 129429389375/268435456 1100/1
271895730975/268435456 0/1 271895730975/268435456 1100/1
0/1 32713499775/268435456 1100/1 32713499775/268435456
32934303325/536870912 0/1 32934303325/536870912 1100/1
77576536675/536870912 0/1 77576536675/536870912 1100/1
0/1 460782526325/536870912 1100/1 460782526325/536870912
0/1 12054285375/134217728 1100/1 12054285375/134217728
398622333725/536870912 0/1 398622333725/536870912 1100/1
391502367025/536870912 0/1 391502367025/536870912 1100/1
0/1 205233659125/268435456 1100/1 205233659125/268435456
0/1 509216533375/536870912 1100/1 509216533375/536870912
474248193925/536870912 0/1 474248193925/536870912 1100/1
74780069925/268435456 0/1 74780069925/268435456 1100/1
169712170375/536870912 0/1 169712170375/536870912 1100/1
0/1 449875777175/536870912 1100/1 449875777175/536870912
0/1 427656039525/536870912 1100/1 427656039525/536870912
64972307125/67108864 0/1 64972307125/67108864 1100/1
0/1 271582721025/536870912 1100/1 271582721025/536870912
80518901925/536870912 0/1 80518901925/536870912 1100/1
349435064275/536870912 0/1 349435064275/536870912 1100/1
0/1 529431523225/536870912 1100/1 529431523225/536870912
0/1 219081676275/268435456 1100/1 219081676275/268435456
20954519575/536870912 0/1 20954519575/536870912 1100/1
0/1 245546959625/536870912 1100/1 245546959625/536870912
0/1 177948134925/536870912 1100/1 177948134925/536870912
0/1 20252101925/67108864 1100/1 20252101925/67108864
567783788825/536870912 0/1 567783788825/536870912 1100/1
0/1 282009066625/268435456 1100/1 282009066625/268435456
86774908275/536870912 0/1 86774908275/536870912 1100/1
0/1 385755193175/536870912 1100/1 385755193175/536870912
0/1 370891718175/536870912 1100/1 370891718175/536870912
0/1 188312184775/536870912 1100/1 188312184775/536870912
0/1 243476181025/536870912 1100/1 243476181025/536870912
402091618775/536870912 0/1 402091618775/536870912 1100/1
37977437575/536870912 0/1 37977437575/536870912 1100/1
286638968275/536870912 0/1 286638968275/536870912 1100/1
0/1 248998988975/536870912 1100/1 248998988975/536870912
10738066075/536870912 0/1 10738066075/536870912 1100/1
502912532375/536870912 0/1 502912532375/536870912 1100/1
0/1 587284514575/536870912 1100/1 587284514575/536870912
42592444675/134217728 0/1 42592444675/134217728 1100/1
57421762475/536870912 0/1 57421762475/536870912 1100/1
0/1 2191106775/4194304 1100/1 2191106775/4194304
0/1 516821365775/536870912 1100/1 516821365775/536870912
92740060875/134217728 0/1 92740060875/134217728 1100/1
285354693525/268435456 0/1 285354693525/268435456 1100/1
265982897675/268435456 0/1 265982897675/268435456 1100/1
0/1 149609529575/536870912 1100/1 149609529575/536870912
0/1 211979470175/536870912 1100/1 211979470175/536870912
0/1 48978546375/268435456 1100/1 48978546375/268435456
0/1 538892265725/536870912 1100/1 538892265725/536870912
0/1 570508599925/536870912 1100/1 570508599925/536870912
0/1 10654213075/16777216 1100/1 10654213075/16777216
0/1 214121972625/268435456 1100/1 214121972625/268435456
0/1 12129294375/33554432 1100/1 12129294375/33554432
52987387475/268435456 0/1 52987387475/268435456 1100/1
132553102275/134217728 0/1 132553102275/134217728 1100/1
290935107375/268435456 0/1 290935107375/268435456 1100/1
0/1 171299828425/536870912 1100/1 171299828425/536870912
455747306575/536870912 0/1 455747306575/536870912 1100/1
175840356175/268435456 0/1 175840356175/268435456 1100/1
243447021125/268435456 0/1 243447021125/268435456 1100/1
480934872825/536870912 0/1 480934872825/536870912 1100/1
475324189725/536870912 0/1 475324189725/536870912 1100/1
65505715275/268435456 0/1 65505715275/268435456 1100/1
227709452025/268435456 0/1 227709452025/268435456 1100/1
82443497125/134217728 0/1 82443497125/134217728 1100/1
500489245025/536870912 0/1 500489245025/536870912 1100/1
58725270725/67108864 0/1 58725270725/67108864 1100/1
15353910825/16777216 0/1 15353910825/16777216 1100/1
0/1 136336713425/268435456 1100/1 136336713425/268435456
0/1 293443606775/268435456 1100/1 293443606775/268435456
488719933625/536870912 0/1 488719933625/536870912 1100/1
0/1 559085988175/536870912 1100/1 559085988175/536870912
0/1 252865877275/268435456 1100/1 252865877275/268435456
38406069625/536870912 0/1 38406069625/536870912 1100/1
0/1 144994976775/134217728 1100/1 144994976775/134217728
0/1 11799775075/536870912 1100/1 11799775075/536870912
0/1 234528667725/268435456 1100/1 234528667725/268435456
284285387925/268435456 0/1 284285387925/268435456 1100/1
0/1 388875419075/536870912 1100/1 388875419075/536870912
580509078325/536870912 0/1 580509078325/536870912 1100/1
380823213375/536870912 0/1 380823213375/536870912 1100/1
0/1 147026323675/268435456 1100/1 147026323675/268435456
0/1 400518266225/536870912 1100/1 400518266225/536870912
0/1 78852662075/268435456 1100/1 78852662075/268435456
0/1 260799731225/536870912 1100/1 260799731225/536870912
367324586475/536870912 0/1 367324586475/536870912 1100/1
250158732725/536870912 0/1 250158732725/536870912 1100/1
0/1 114075056975/268435456 1100/1 114075056975/268435456
502633436525/536870912 0/1 502633436525/536870912 1100/1
52174656325/134217728 0/1 52174656325/134217728 1100/1
4573072075/268435456 0/1 4573072075/268435456 1100/1
0/1 57042639775/268435456 1100/1 57042639775/268435456
0/1 21487914525/134217728 1100/1 21487914525/134217728
0/1 13903977175/134217728 1100/1 13903977175/134217728
0/1 290032658025/268435456 1100/1 290032658025/268435456
0/1 548878836275/536870912 1100/1 548878836275/536870912
0/1 409504686525/536870912 1100/1 409504686525/536870912
109853625475/134217728 0/1 109853625475/134217728 1100/1
0/1 283546275375/536870912 1100/1 283546275375/536870912
36528809625/33554432 0/1 36528809625/33554432 1100/1
0/1 66611700925/268435456 1100/1 66611700925/268435456
0/1 8329424675/134217728 1100/1 8329424675/134217728
203963245475/536870912 0/1 203963245475/536870912 1100/1
22194320775/536870912 0/1 22194320775/536870912 1100/1
5490223475/33554432 0/1 5490223475/33554432 1100/1
0/1 17190036875/268435456 1100/1 17190036875/268435456
0/1 585925048775/536870912 1100/1 585925048775/536870912
213233082425/268435456 0/1 213233082425/268435456 1100/1
0/1 40220835875/536870912 1100/1 40220835875/536870912
0/1 537045501575/536870912 1100/1 537045501575/536870912
0/1 31183646175/67108864 1100/1 31183646175/67108864
0/1 512430939075/536870912 1100/1 512430939075/536870912
0/1 97694491125/268435456 1100/1 97694491125/268435456
0/1 322050802975/536870912 1100/1 322050802975/536870912
0/1 477599624425/536870912 1100/1 477599624425/536870912
0/1 13393593675/134217728 1100/1 13393593675/134217728
0/1 126340205475/536870912 1100/1 126340205475/536870912
10633487975/33554432 0/1 10633487975/33554432 1100/1
0/1 134993763025/134217728 1100/1 134993763025/134217728
456606440675/536870912 0/1 456606440675/536870912 1100/1
0/1 118511955375/268435456 1100/1 118511955375/268435456
189659446075/536870912 0/1 189659446075/536870912 1100/1
479843120075/536870912 0/1 479843120075/536870912 1100/1
199168948275/536870912 0/1 199168948275/536870912 1100/1
437489584675/536870912 0/1 437489584675/536870912 1100/1
341094032675/536870912 0/1 341094032675/536870912 1100/1
181953143625/268435456 0/1 181953143625/268435456 1100/1
0/1 238275021325/268435456 1100/1 238275021325/268435456
390274484875/536870912 0/1 390274484875/536870912 1100/1
0/1 344386053825/536870912 1100/1 344386053825/536870912
0/1 269753865425/536870912 1100/1 269753865425/536870912
200945853625/536870912 0/1 200945853625/536870912 1100/1
0/1 249207959825/536870912 1100/1 249207959825/536870912
0/1 479681449225/536870912 1100/1 479681449225/536870912
68645452425/67108864 0/1 68645452425/67108864 1100/1
0/1 222693718225/536870912 1100/1 222693718225/536870912
0/1 210982578125/268435456 1100/1 210982578125/268435456
0/1 2289646425/536870912 1100/1 2289646425/536870912
191117987775/268435456 0/1 191117987775/268435456 1100/1
59892199125/268435456 0/1 59892199125/268435456 1100/1
8324928975/16777216 0/1 8324928975/16777216 1100/1
265033000925/536870912 0/1 265033000925/536870912 1100/1
260816864275/268435456 0/1 260816864275/268435456 1100/1
0/1 362046068175/536870912 1100/1 362046068175/536870912
0/1 224415561425/268435456 1100/1 224415561425/268435456
10941120575/33554432 0/1 10941120575/33554432 1100/1
0/1 120219548075/536870912 1100/1 120219548075/536870912
0/1 45582445425/268435456 1100/1 45582445425/268435456
23773798675/134217728 0/1 23773798675/134217728 1100/1
0/1 123617502525/268435456 1100/1 123617502525/268435456
0/1 114213238425/536870912 1100/1 114213238425/536870912
299791223325/536870912 0/1 299791223325/536870912 1100/1
0/1 11287887325/134217728 1100/1 11287887325/134217728
370986280225/536870912 0/1 370986280225/536870912 1100/1
0/1 53010341175/268435456 1100/1 53010341175/268435456
32471918875/67108864 0/1 32471918875/67108864 1100/1
0/1 2261150925/2097152 1100/1 2261150925/2097152
0/1 20051625/67108864 1100/1 20051625/67108864
438245901225/536870912 0/1 438245901225/536870912 1100/1
0/1 15777656125/536870912 1100/1 15777656125/536870912
0/1 159386936775/268435456 1100/1 159386936775/268435456
457680575/67108864 0/1 457680575/67108864 1100/1
0/1 27142140575/268435456 1100/1 27142140575/268435456
42015065125/134217728 0/1 42015065125/134217728 1100/1
431078393625/536870912 0/1 431078393625/536870912 1100/1
0/1 483028288325/536870912 1100/1 483028288325/536870912
308352419925/536870912 0/1 308352419925/536870912 1100/1
0/1 211397050975/536870912 1100/1 211397050975/536870912
41895711825/536870912 0/1 41895711825/536870912 1100/1
0/1 116014099575/268435456 1100/1 116014099575/268435456
101306310875/134217728 0/1 101306310875/134217728 1100/1
117242581775/134217728 0/1 117242581775/134217728 1100/1
218384368675/268435456 0/1 218384368675/268435456 1100/1
0/1 559506679875/536870912 1100/1 559506679875/536870912
6993795325/67108864 0/1 6993795325/67108864 1100/1
0/1 991481975/134217728 1100/1 991481975/134217728
249978401475/268435456 0/1 249978401475/268435456 1100/1
0/1 47172693425/536870912 1100/1 47172693425/536870912
0/1 228535779725/268435456 1100/1 228535779725/268435456
104997749175/536870912 0/1 104997749175/536870912 1100/1
9380087475/16777216 0/1 9380087475/16777216 1100/1
0/1 527147291825/536870912 1100/1 527147291825/536870912
0/1 133049638975/268435456 1100/1 133049638975/268435456
0/1 166850259125/536870912 1100/1 166850259125/536870912
0/1 38252265425/67108864 1100/1 38252265425/67108864
274059064675/536870912 0/1 274059064675/536870912 1100/1
51055824325/67108864 0/1 51055824325/67108864 1100/1
0/1 418969618375/536870912 1100/1 418969618375/536870912
0/1 205262660075/268435456 1100/1 205262660075/268435456
0/1 56915712425/134217728 1100/1 56915712425/134217728
44019835475/536870912 0/1 44019835475/536870912 1100/1
0/1 253229496025/268435456 1100/1 253229496025/268435456
0/1 461601025325/536870912 1100/1 461601025325/536870912
345901064025/536870912 0/1 345901064025/536870912 1100/1
97490093525/268435456 0/1 97490093525/268435456 1100/1
0/1 109105805325/268435456 1100/1 109105805325/268435456
0/1 28373356275/33554432 1100/1 28373356275/33554432
0/1 213600795925/536870912 1100/1 213600795925/536870912
0/1 179839769725/536870912 1100/1 179839769725/536870912
0/1 48131068975/134217728 1100/1 48131068975/134217728
0/1 278638078125/268435456 1100/1 278638078125/268435456
0/1 134757724475/536870912 1100/1 134757724475/536870912
82367741775/536870912 0/1 82367741775/536870912 1100/1
0/1 98868874775/268435456 1100/1 98868874775/268435456
39505806725/67108864 0/1 39505806725/67108864 1100/1
0/1 37196887475/134217728 1100/1 37196887475/134217728
0/1 134328359275/268435456 1100/1 134328359275/268435456
18216489225/67108864 0/1 18216489225/67108864 1100/1
67425501275/67108864 0/1 67425501275/67108864 1100/1
5447698025/67108864 0/1 5447698025/67108864 1100/1
0/1 85213115625/268435456 1100/1 85213115625/268435456
0/1 32232079825/67108864 1100/1 32232079825/67108864
0/1 128832863225/268435456 1100/1 128832863225/268435456
0/1 174212272025/268435456 1100/1 174212272025/268435456
446199986375/536870912 0/1 446199986375/536870912 1100/1
14134930975/268435456 0/1 14134930975/268435456 1100/1
18302530125/536870912 0/1 18302530125/536870912 1100/1
378950705375/536870912 0/1 378950705375/536870912 1100/1
0/1 375355287175/536870912 1100/1 375355287175/536870912
0/1 585702513825/536870912 1100/1 585702513825/536870912
0/1 553117267175/536870912 1100/1 553117267175/536870912
0/1 544560682875/536870912 1100/1 544560682875/536870912
0/1 2833685525/134217728 1100/1 2833685525/134217728
0/1 91949664675/536870912 1100/1 91949664675/536870912
190023730325/268435456 0/1 190023730325/268435456 1100/1
59407962075/536870912 0/1 59407962075/536870912 1100/1
242233611675/268435456 0/1 242233611675/268435456 1100/1
28410711725/33554432 0/1 28410711725/33554432 1100/1
139831367775/268435456 0/1 139831367775/268435456 1100/1
20497738525/268435456 0/1 20497738525/268435456 1100/1
73758167175/536870912 0/1 73758167175/536870912 1100/1
0/1 295240919875/536870912 1100/1 295240919875/536870912
0/1 297139982975/536870912 1100/1 297139982975/536870912
63346232675/536870912 0/1 63346232675/536870912 1100/1
0/1 280393627525/536870912 1100/1 280393627525/536870912
557313509775/536870912 0/1 557313509775/536870912 1100/1
0/1 26340776275/268435456 1100/1 26340776275/268435456
0/1 134030025525/134217728 1100/1 134030025525/134217728
0/1 143272845925/268435456 1100/1 143272845925/268435456
0/1 56992833425/134217728 1100/1 56992833425/134217728
0/1 132140861875/536870912 1100/1 132140861875/536870912
6156840525/16777216 0/1 6156840525/16777216 1100/1
40021246375/536870912 0/1 40021246375/536870912 1100/1
170958448375/536870912 0/1 170958448375/536870912 1100/1
128894413175/134217728 0/1 128894413175/134217728 1100/1
494329462275/536870912 0/1 494329462275/536870912 1100/1
388656350225/536870912 0/1 388656350225/536870912 1100/1
34194124525/33554432 0/1 34194124525/33554432 1100/1
114417009575/134217728 0/1 114417009575/134217728 1100/1
115562369725/134217728 0/1 115562369725/134217728 1100/1
199719390475/536870912 0/1 199719390475/536870912 1100/1
35567627425/33554432 0/1 35567627425/33554432 1100/1
0/1 13802572025/33554432 1100/1 13802572025/33554432
17325785125/268435456 0/1 17325785125/268435456 1100/1
0/1 29507274225/67108864 1100/1 29507274225/67108864
3097172925/8388608 0/1 3097172925/8388608 1100/1
0/1 77577281925/268435456 1100/1 77577281925/268435456
349547734525/536870912 0/1 349547734525/536870912 1100/1
10042079025/16777216 0/1 10042079025/16777216 1100/1
35522323375/67108864 0/1 35522323375/67108864 1100/1
295232095675/536870912 0/1 295232095675/536870912 1100/1
15765124925/16777216 0/1 15765124925/16777216 1100/1
0/1 78818990525/268435456 1100/1 78818990525/268435456
0/1 36651118625/536870912 1100/1 36651118625/536870912
530617609775/536870912 0/1 530617609775/536870912 1100/1
0/1 32157101075/536870912 1100/1 32157101075/536870912
0/1 19197312475/134217728 1100/1 19197312475/134217728
540900799725/536870912 0/1 540900799725/536870912 1100/1
268697957825/536870912 0/1 268697957825/536870912 1100/1
0/1 427650232625/536870912 1100/1 427650232625/536870912
0/1 408296697325/536870912 1100/1 408296697325/536870912
0/1 56064270075/67108864 1100/1 56064270075/67108864
0/1 88339626925/268435456 1100/1 88339626925/268435456
0/1 61896993675/67108864 1100/1 61896993675/67108864
0/1 35241613275/536870912 1100/1 35241613275/536870912
79834181075/268435456 0/1 79834181075/268435456 1100/1
272755382075/536870912 0/1 272755382075/536870912 1100/1
100629745975/536870912 0/1 100629745975/536870912 1100/1
187766351575/268435456 0/1 187766351575/268435456 1100/1
146725678825/536870912 0/1 146725678825/536870912 1100/1
427256048175/536870912 0/1 427256048175/536870912 1100/1
79633478375/134217728 0/1 79633478375/134217728 1100/1
0/1 529110853425/536870912 1100/1 529110853425/536870912
0/1 175372807225/536870912 1100/1 175372807225/536870912
4817591075/134217728 0/1 4817591075/134217728 1100/1
0/1 588567656325/536870912 1100/1 588567656325/536870912
0/1 222809575725/268435456 1100/1 222809575725/268435456
556273255175/536870912 0/1 556273255175/536870912 1100/1
168000237075/268435456 0/1 168000237075/268435456 1100/1
69415476075/268435456 0/1 69415476075/268435456 1100/1
140594316225/536870912 0/1 140594316225/536870912 1100/1
0/1 90676108875/268435456 1100/1 90676108875/268435456
0/1 98296766425/536870912 1100/1 98296766425/536870912
37621403875/134217728 0/1 37621403875/134217728 1100/1
0/1 33854333975/33554432 1100/1 33854333975/33554432
145493905975/268435456 0/1 145493905975/268435456 1100/1
37142183925/536870912 0/1 37142183925/536870912 1100/1
41799383725/134217728 0/1 41799383725/134217728 1100/1
161630111775/268435456 0/1 161630111775/268435456 1100/1
0/1 293462732475/268435456 1100/1 293462732475/268435456
0/1 43107329925/268435456 1100/1 43107329925/268435456
0/1 197315876175/536870912 1100/1 197315876175/536870912
0/1 139288431425/268435456 1100/1 139288431425/268435456
102665330075/268435456 0/1 102665330075/268435456 1100/1
0/1 590512920525/536870912 1100/1 590512920525/536870912
25433787225/536870912 0/1 25433787225/536870912 1100/1
0/1 468247943625/536870912 1100/1 468247943625/536870912
78331501325/134217728 0/1 78331501325/134217728 1100/1
0/1 9287279925/268435456 1100/1 9287279925/268435456
