3200
26921559375/2097152 600577188125/2097152 -66228039375/1048576 100323426875/1048576
10543475625/65536 -104670056875/2097152 455724141875/2097152 -139807136875/2097152
397209578125/2097152 -56863828125/524288 151437183125/524288 228325283125/1048576
-139987786875/2097152 -26956909375/1048576 177172768125/1048576 10743291875/65536
-346725314375/2097152 320513625625/1048576 -17087129375/131072 -113892381875/1048576
-119689724375/524288 126903244375/1048576 -35468613125/1048576 490492860625/2097152
113905365625/524288 -566679138125/2097152 203563596875/2097152 -321286518125/1048576
-147105050625/2097152 -109224660625/524288 14721509375/262144 -132810765625/524288
252476713125/1048576 463789261875/2097152 -327001808125/2097152 -433278160625/2097152
-209979085625/2097152 182728851875/2097152 -581649990625/2097152 -191153090625/2097152
-123161989375/2097152 307756579375/2097152 35464191875/262144 -262619479375/1048576
-292852706875/2097152 266821143125/2097152 29247306875/524288 334477233125/2097152
-255094679375/2097152 24895314375/2097152 207658818125/2097152 -34408230625/524288
-3127165625/65536 -112251219375/1048576 263316146875/2097152 35968771875/2097152
-79262824375/1048576 -60252431875/262144 -246790830625/1048576 494966088125/2097152
329780240625/1048576 -21866025625/1048576 518459996875/2097152 87221349375/524288
325200321875/2097152 -545251500625/2097152 -10234934375/65536 -562619369375/2097152
-11755050625/65536 462711326875/2097152 -277642945625/1048576 -20214460625/524288
665850788125/2097152 117695131875/1048576 -128657046875/524288 -154571458125/2097152
151953026875/2097152 626651500625/2097152 -573590674375/2097152 -3555926875/65536
523421689375/2097152 582178378125/2097152 -15295069375/65536 -113037744375/524288
40348311875/1048576 -19760830625/65536 -75134316875/262144 -569026645625/2097152
-52785824375/262144 621541325625/2097152 -299707690625/2097152 79000768125/1048576
-288441299375/1048576 -33748730625/2097152 -79867688125/2097152 224126466875/1048576
403361255625/2097152 -60630049375/1048576 -194943836875/1048576 -56318153125/524288
339598658125/2097152 259162496875/1048576 97081378125/524288 115748609375/2097152
57628698125/1048576 -82576340625/524288 131058055625/2097152 -631877148125/2097152
332283320625/2097152 -319374084375/2097152 -169632036875/2097152 -303771540625/1048576
138055375625/524288 -59087946875/262144 -488060133125/2097152 90773540625/1048576
23695584375/262144 145545174375/524288 225718034375/1048576 556813071875/2097152
-41277916875/2097152 -459135374375/2097152 280541714375/1048576 -63507449375/1048576
-36051469375/524288 263640156875/2097152 -157439468125/1048576 -140103839375/1048576
-90355729375/524288 -571890935625/2097152 -164826059375/524288 158753480625/1048576
-49840463125/262144 136322908125/2097152 425497489375/2097152 377229691875/2097152
114579685625/524288 5023928125/65536 2787853125/2097152 299000435625/1048576
330425393125/1048576 422991446875/2097152 71905378125/262144 11151375625/1048576
78552266875/2097152 7807548125/262144 458967838125/2097152 167206728125/524288
-302985985625/1048576 -608809096875/2097152 -266699604375/2097152 -46984881875/1048576
119295560625/2097152 -8423876875/524288 6363963125/131072 -66810453125/2097152
216057848125/2097152 -668986084375/2097152 192928048125/2097152 473952899375/2097152
-408894313125/2097152 -212823784375/1048576 62076961875/1048576 242423321875/1048576
-307193001875/1048576 285282088125/2097152 -34787083125/524288 -12226534375/2097152
644609950625/2097152 -262575463125/1048576 -214909244375/2097152 -649533235625/2097152
-170560806875/2097152 -121062948125/524288 -432133810625/2097152 -8779965625/1048576
246586675625/2097152 429989654375/2097152 -408182773125/2097152 -212658070625/2097152
-54403244375/262144 -429006558125/2097152 -95050248125/1048576 -13688068125/65536
-61457469375/262144 204203415625/1048576 387457100625/2097152 670167873125/2097152
-151397566875/1048576 311560254375/2097152 39696094375/524288 16214838125/262144
538543860625/2097152 200155053125/2097152 282352008125/2097152 212523619375/1048576
-99430039375/1048576 -304229610625/1048576 74987634375/262144 -172020965625/2097152
-14929693125/131072 739166875/32768 17824423125/2097152 -264034506875/1048576
497166320625/2097152 267332506875/2097152 -303592553125/1048576 -269385598125/1048576
-24008809375/262144 -262747031875/1048576 608965805625/2097152 70808145625/1048576
-1265474375/262144 -7496168125/2097152 361328915625/2097152 -18248779375/2097152
-15300259375/131072 -50212629375/2097152 -84096366875/1048576 -18109583125/131072
-366484516875/2097152 14736913125/262144 -272059555625/2097152 -15461230625/524288
581803253125/2097152 130034005625/524288 239895743125/1048576 -493772593125/2097152
612951855625/2097152 17332366875/524288 438443909375/2097152 -61225323125/1048576
-59919164375/2097152 -2562303125/65536 -92408418125/1048576 12258744375/262144
-314439471875/1048576 5074398125/262144 93794376875/2097152 -115530580625/524288
215966386875/2097152 14187778125/1048576 326783843125/1048576 217396050625/2097152
-348166756875/2097152 20214361875/1048576 -368554899375/2097152 24662568125/524288
431566266875/2097152 22895461875/262144 580628814375/2097152 -343600859375/2097152
24566238125/2097152 -134975929375/524288 83248865625/262144 -390928088125/2097152
-11997993125/2097152 468390558125/2097152 -251193060625/1048576 250254899375/2097152
281733653125/1048576 -2890244375/524288 64413121875/262144 374019719375/2097152
-306378511875/1048576 -194266273125/1048576 6481040625/2097152 -276962761875/2097152
-12710718125/1048576 -80427005625/262144 4434261875/1048576 -117368153125/2097152
23235270625/524288 -92246174375/524288 -206257213125/2097152 158578275625/524288
-154058759375/2097152 647143125/32768 -110009798125/2097152 -612130104375/2097152
213473961875/2097152 136822941875/524288 -113396660625/2097152 325960533125/2097152
-60779964375/2097152 -342810018125/2097152 -530985334375/2097152 -641290538125/2097152
-20665355625/131072 -608320720625/2097152 -48545006875/1048576 -147377314375/524288
273899833125/2097152 559666594375/2097152 53890411875/2097152 68653768125/1048576
-283357654375/1048576 602994956875/2097152 -25802428125/262144 -137353594375/524288
-332345018125/2097152 8975394375/65536 -35738140625/131072 490662798125/2097152
-190599981875/1048576 -61399076875/262144 29506506875/262144 67535851875/2097152
5117420625/1048576 -143939366875/2097152 170289716875/2097152 227203861875/2097152
401282046875/2097152 103433486875/2097152 64148968125/262144 18579783125/131072
637893880625/2097152 -119008080625/1048576 -1675925625/8192 275311994375/2097152
-14101531875/524288 607573485625/2097152 -330241525625/1048576 111470036875/524288
171169373125/1048576 614968553125/2097152 142909484375/524288 -86059436875/1048576
571034724375/2097152 48454160625/1048576 -295451510625/2097152 -670226018125/2097152
79980124375/262144 -41867386875/524288 487593683125/2097152 -40509500625/131072
-546479369375/2097152 475304795625/2097152 -65214855625/1048576 640252364375/2097152
-236950488125/1048576 284791131875/1048576 12221825625/524288 157996405625/2097152
-415200285625/2097152 -606295591875/2097152 71170869375/2097152 -409532684375/2097152
193238610625/2097152 -170043013125/2097152 -238639439375/1048576 523833434375/2097152
-92318501875/1048576 164283478125/2097152 -11348413125/131072 -89335184375/524288
-64395364375/2097152 30360138125/262144 -29460036875/131072 -383441540625/2097152
407779035625/2097152 -128454931875/524288 -979696875/524288 -103752623125/524288
120384051875/524288 135277305625/1048576 194652364375/1048576 260680933125/1048576
245398438125/2097152 131289845625/524288 142864521875/1048576 -82132990625/262144
27626249375/262144 -222829249375/1048576 555523739375/2097152 223173833125/2097152
-383844375/1048576 445020018125/2097152 -584391653125/2097152 -374998276875/2097152
-397148889375/2097152 75151476875/2097152 35638419375/1048576 595094695625/2097152
171591253125/2097152 23875399375/262144 222004643125/2097152 -40446840625/262144
-123072905625/1048576 -391085164375/2097152 -286468384375/1048576 -150210340625/1048576
-99647241875/1048576 -200987289375/2097152 -40021779375/2097152 -14657298125/262144
330622719375/1048576 302291681875/1048576 -141828926875/2097152 -127507244375/524288
44385186875/262144 -88964196875/524288 206808976875/2097152 57422176875/262144
-636550635625/2097152 -5810936875/65536 -25537493125/1048576 527330369375/2097152
-305343628125/2097152 89574384375/524288 -51110351875/524288 144685806875/524288
32546351875/524288 51379828125/1048576 408980865625/2097152 259608024375/1048576
-346368885625/2097152 -18755854375/1048576 -72008346875/2097152 65031911875/524288
-586431158125/2097152 6562844375/2097152 -612017325625/2097152 -78697343125/1048576
340829183125/2097152 280072345625/2097152 -72065856875/262144 302765454375/2097152
76360376875/262144 -35798634375/524288 -596274553125/2097152 51407311875/262144
-542609341875/2097152 -282035989375/2097152 99487846875/524288 -50709499375/524288
153187499375/524288 263650820625/2097152 116264484375/2097152 -540299751875/2097152
-27863016875/524288 490864596875/2097152 420638628125/2097152 -80447428125/2097152
-532128078125/2097152 206593933125/1048576 161330530625/1048576 397907569375/2097152
-47210093125/2097152 328719429375/1048576 467731880625/2097152 287800620625/2097152
22287913125/2097152 113082363125/1048576 195980101875/1048576 42781325625/262144
-111354788125/2097152 -295042460625/2097152 574397351875/2097152 422205576875/2097152
326536105625/2097152 132253660625/524288 237111009375/2097152 92622213125/524288
-60848343125/1048576 158719416875/1048576 70177200625/524288 137978654375/1048576
349619470625/2097152 -98360136875/1048576 669574001875/2097152 4180350625/32768
381481886875/2097152 284316718125/2097152 84414621875/2097152 533587834375/2097152
91329060625/524288 -167242484375/524288 -19401861875/1048576 -582434173125/2097152
499715688125/2097152 39776063125/2097152 58339785625/262144 121379085625/2097152
160955659375/2097152 389358869375/2097152 -129920180625/1048576 583554875625/2097152
-19502375625/1048576 590077461875/2097152 -620937911875/2097152 91288726875/2097152
-664478986875/2097152 -302408418125/1048576 -250142704375/1048576 224016559375/1048576
21844196875/262144 -164811321875/1048576 -8402816875/32768 9573185625/1048576
93079201875/1048576 -85708718125/1048576 665058556875/2097152 -131878214375/524288
-245538745625/2097152 13448214375/131072 -533064844375/2097152 -207770629375/1048576
35914950625/1048576 1392878125/524288 -167762486875/2097152 81334328125/1048576
568296235625/2097152 290029071875/1048576 535260709375/2097152 257008690625/2097152
257275526875/2097152 -170048766875/2097152 359640560625/2097152 -204987770625/1048576
-104701311875/2097152 145515653125/524288 174601753125/1048576 116696634375/1048576
-241113304375/1048576 -382568973125/2097152 -176884429375/1048576 -303600985625/1048576
298323678125/1048576 -462712936875/2097152 49256779375/262144 -126353705625/524288
122360756875/1048576 161885690625/1048576 297592900625/1048576 70812986875/2097152
5348576875/65536 -517181129375/2097152 96494406875/2097152 164111685625/1048576
89805785625/2097152 25594101875/262144 -71080843125/262144 132172641875/2097152
104878205625/2097152 -518580228125/2097152 -510085855625/2097152 -69607224375/1048576
98499661875/524288 -159965128125/524288 249290633125/2097152 108119386875/2097152
-592231576875/2097152 -252401531875/1048576 -38537739375/262144 55988606875/262144
-351865064375/2097152 -38580281875/524288 -197593595625/2097152 -21168284375/1048576
110545560625/524288 218526025625/1048576 434435499375/2097152 -536801383125/2097152
364292749375/2097152 110538973125/1048576 140467933125/524288 -489774151875/2097152
-77800804375/262144 617563103125/2097152 85405113125/524288 145406148125/2097152
60710788125/524288 13529519375/524288 221757871875/1048576 -25821276875/131072
-106498218125/1048576 -9332666875/131072 70559655625/1048576 213131958125/2097152
8154249375/2097152 76102113125/2097152 -106085198125/524288 -93089220625/1048576
-164564059375/1048576 180889531875/1048576 -488124024375/2097152 383817215625/2097152
571813038125/2097152 -151034759375/1048576 -3267536875/524288 316573300625/2097152
-42179398125/524288 -3656683125/524288 71965176875/524288 456592589375/2097152
-44767308125/1048576 -273729554375/2097152 86437908125/1048576 -64764626875/524288
-649873579375/2097152 368498155625/2097152 -214731013125/1048576 -54204813125/2097152
-271848398125/1048576 35958334375/524288 -263891085625/1048576 -130098961875/1048576
139232609375/1048576 -19515813125/131072 213330124375/2097152 524259286875/2097152
17961069375/262144 522211338125/2097152 146872731875/524288 -636358208125/2097152
65768108125/1048576 -234971424375/1048576 -496011255625/2097152 57770356875/524288
-499936359375/2097152 -535901849375/2097152 104979060625/524288 442269145625/2097152
-50325229375/262144 -464582131875/2097152 52127520625/524288 -555312926875/2097152
-146223745625/1048576 -272219096875/2097152 118908216875/1048576 -269726010625/2097152
190928983125/2097152 313891420625/2097152 -166190321875/2097152 -137879876875/2097152
489816495625/2097152 13087609375/1048576 -150987416875/1048576 -223323826875/2097152
-56363935625/524288 117821235625/1048576 280298118125/2097152 -37279975625/2097152
-551284009375/2097152 -165924520625/524288 83272290625/2097152 -134012203125/524288
420999424375/2097152 -2205901875/1048576 519196875/2097152 -173329456875/2097152
-131961274375/1048576 -43707481875/1048576 68308035625/524288 194458348125/1048576
-660816876875/2097152 73778384375/524288 11743601875/262144 49361098125/524288
643407130625/2097152 -115430920625/2097152 269485400625/1048576 620528915625/2097152
-286877746875/1048576 -438355668125/2097152 61811795625/262144 -52190434375/524288
-118499780625/1048576 97809191875/2097152 -111976653125/524288 217526090625/1048576
-197597140625/2097152 11949680625/524288 -190388251875/2097152 74514860625/1048576
49597200625/524288 -640070808125/2097152 -65437166875/524288 569624341875/2097152
315344815625/2097152 1340465625/16384 452525281875/2097152 -313758341875/2097152
-215050843125/1048576 -114797888125/524288 540360855625/2097152 6617554375/262144
-10022470625/65536 -567941354375/2097152 -424310349375/2097152 266270824375/1048576
9380245625/65536 445527970625/2097152 75714301875/262144 -78814138125/524288
-368208785625/2097152 83190325625/2097152 192510814375/1048576 36083581875/524288
-67573641875/262144 -186802729375/2097152 530924778125/2097152 322997948125/1048576
-488144071875/2097152 -173869204375/2097152 353961875/262144 -27730285625/524288
-24252353125/131072 203930773125/1048576 69206208125/524288 -473437926875/2097152
-520284030625/2097152 -213374878125/2097152 -30532100625/262144 13734140625/2097152
-581233295625/2097152 554287468125/2097152 -415735376875/2097152 -335386538125/1048576
314969194375/2097152 176641528125/2097152 -640929486875/2097152 210794669375/2097152
-542229473125/2097152 -130756294375/2097152 -19353035625/524288 -436158031875/2097152
10883426875/65536 -207936961875/1048576 311991280625/1048576 136340530625/2097152
584245128125/2097152 293319474375/2097152 132371683125/1048576 498349919375/2097152
-238155034375/2097152 -280558675625/1048576 185802650625/2097152 159287418125/524288
-294221040625/2097152 186657714375/1048576 -47426921875/1048576 -137951781875/524288
456738246875/2097152 -604829718125/2097152 309000625/1048576 -215704069375/1048576
362686744375/2097152 148431216875/2097152 221564454375/1048576 9932773125/2097152
5477476875/65536 -73631369375/262144 480003005625/2097152 116836248125/524288
52456909375/524288 273909003125/1048576 614871918125/2097152 136474599375/524288
-135762201875/524288 -444376620625/2097152 -105712485625/524288 315502238125/1048576
419232230625/2097152 621761523125/2097152 188864401875/2097152 136749865625/524288
-145965651875/2097152 -290650616875/2097152 -49959861875/2097152 224519856875/1048576
99207544375/524288 120714050625/2097152 94206354375/524288 -189678185625/1048576
-381001614375/2097152 -257992320625/2097152 657088020625/2097152 420068779375/2097152
283994974375/2097152 -55406129375/1048576 -14352179375/1048576 -277054574375/1048576
65219725625/524288 -409784861875/2097152 -63408840625/2097152 215731830625/1048576
-666391215625/2097152 -191456073125/2097152 459064318125/2097152 17020759375/2097152
210552675625/2097152 -20060451875/262144 166344839375/1048576 -277013963125/2097152
377705204375/2097152 -379959221875/2097152 615109124375/2097152 150603601875/2097152
-573456243125/2097152 68127001875/2097152 32507229375/1048576 362459464375/2097152
557968786875/2097152 505784161875/2097152 -11909256875/1048576 511917883125/2097152
180256093125/2097152 100934316875/524288 -203043474375/1048576 246545574375/2097152
-300400951875/2097152 -4108430625/32768 260874375/65536 -9537676875/524288
-178702005625/1048576 192069975625/1048576 28411805625/1048576 44611664375/1048576
-17559766875/65536 31999759375/131072 -463644045625/2097152 3637124375/131072
199522879375/2097152 212633540625/1048576 422165554375/2097152 -271667064375/2097152
407270758125/2097152 -522646218125/2097152 -224257756875/2097152 228832141875/1048576
185337506875/1048576 125355564375/1048576 -176275925625/2097152 46595046875/262144
108654095625/2097152 300508576875/1048576 -585055291875/2097152 -601318408125/2097152
208143480625/2097152 -157135540625/524288 -590448768125/2097152 266108833125/2097152
2786353125/262144 38027800625/524288 225565156875/2097152 384419466875/2097152
-222440818125/1048576 60428308125/2097152 422337953125/2097152 -162511848125/524288
-227751805625/2097152 -501227351875/2097152 -103047308125/1048576 -670484129375/2097152
78028036875/1048576 -141930534375/1048576 41040353125/131072 589358739375/2097152
-283882824375/2097152 -89240526875/2097152 480846064375/2097152 124993251875/2097152
51467724375/262144 105811728125/2097152 -498136928125/2097152 -375437111875/2097152
511168435625/2097152 -29544670625/262144 403971950625/2097152 -12463866875/65536
234514895625/2097152 -170902626875/2097152 158859256875/524288 -370226721875/2097152
-355355734375/2097152 -335094855625/2097152 100338930625/524288 211838826875/2097152
-381751236875/2097152 -468343968125/2097152 -83577611875/524288 -2204109375/65536
474082804375/2097152 -519116139375/2097152 -62658656875/262144 -37295310625/131072
125710331875/1048576 186291255625/1048576 -76358166875/1048576 78119285625/262144
-216780991875/2097152 -264114870625/2097152 -1012748125/2097152 -383691899375/2097152
-7751375625/2097152 -55234099375/2097152 56213718125/262144 211909111875/2097152
-375956265625/2097152 -37072484375/131072 -57563736875/1048576 110324225625/2097152
-52510600625/2097152 -260222186875/2097152 -48023156875/524288 -423150883125/2097152
-272778618125/1048576 650298068125/2097152 269940546875/2097152 -611374241875/2097152
-623629233125/2097152 -276801388125/1048576 10214136875/2097152 12594171875/1048576
-561269189375/2097152 -185400365625/2097152 242628084375/2097152 -1302240625/4096
103424155625/524288 346698109375/2097152 593302385625/2097152 5715394375/1048576
251852326875/2097152 -202982968125/1048576 330307754375/2097152 -356807680625/2097152
-31245626875/1048576 -187693953125/2097152 9811809375/65536 -120873618125/1048576
153015501875/524288 -33082409375/1048576 53190884375/262144 -669878688125/2097152
139695954375/2097152 71554143125/1048576 -235665773125/1048576 174301553125/2097152
373861203125/2097152 164848020625/524288 173944144375/2097152 -117973731875/2097152
193309793125/2097152 20213740625/65536 -518768343125/2097152 39851440625/262144
-444715625/1048576 206221875/2048 438770159375/2097152 56961744375/524288
-64241475625/2097152 133480245625/2097152 -660230504375/2097152 656706795625/2097152
-136752305625/524288 271012844375/2097152 181410021875/1048576 -38456221875/262144
-605805678125/2097152 -273664779375/2097152 293392799375/2097152 -237811518125/2097152
88996008125/1048576 -181253178125/1048576 647270291875/2097152 258663298125/1048576
-35418174375/2097152 128603388125/524288 -421748865625/2097152 6236963125/131072
-75272236875/1048576 -468434700625/2097152 184868279375/1048576 287233456875/1048576
39221043125/524288 169950856875/1048576 -138952621875/524288 -95933904375/524288
196194483125/1048576 -116321991875/524288 7686366875/32768 655587119375/2097152
-421560140625/2097152 282307789375/2097152 -74230126875/524288 -558470153125/2097152
-47744941875/1048576 -137511531875/524288 42992175625/262144 -187774433125/2097152
310562619375/2097152 -444674628125/2097152 594008125/262144 97463128125/1048576
-512970884375/2097152 -11577883125/524288 86594445625/2097152 36458461875/262144
70655526875/2097152 -119463339375/1048576 209605109375/1048576 -350580395625/2097152
-571186086875/2097152 174844926875/1048576 256124183125/1048576 -28189846875/131072
114730941875/2097152 -187199824375/1048576 -462291986875/2097152 -127062639375/1048576
-169191288125/2097152 124480469375/2097152 435409836875/2097152 283320386875/2097152
-237467886875/1048576 -74820625/1024 513823583125/2097152 278126470625/2097152
-328560830625/1048576 496177480625/2097152 -406624423125/2097152 178468549375/1048576
-152514334375/1048576 99130031875/1048576 -226968138125/2097152 32081210625/2097152
548246793125/2097152 -83667648125/2097152 -193268666875/1048576 -266283131875/1048576
-18239709375/65536 184376929375/2097152 -47538235625/262144 563519451875/2097152
83831095625/1048576 -99866239375/524288 40446379375/524288 -3026593125/32768
-329773163125/2097152 294818685625/1048576 -506037995625/2097152 -27395730625/262144
51241234375/2097152 -21264004375/131072 -2400340625/65536 -383174603125/2097152
518425648125/2097152 -199695596875/2097152 652531753125/2097152 598891049375/2097152
196786778125/2097152 -52657665625/262144 207468716875/1048576 42346828125/262144
-658628354375/2097152 -172306684375/1048576 240603961875/2097152 -214203960625/2097152
66361640625/2097152 -158140070625/2097152 73936306875/2097152 31391721875/524288
31458676875/524288 -451776698125/2097152 512216259375/2097152 39018009375/1048576
-159704126875/524288 340527103125/2097152 67815291875/1048576 52832371875/1048576
185298725625/2097152 503703284375/2097152 304004445625/1048576 73047715625/524288
100065491875/2097152 83797543125/524288 302341225625/2097152 -518426891875/2097152
-377247596875/2097152 25374691875/131072 35819145625/2097152 29461911875/524288
291278958125/2097152 -4443570625/2097152 -110904363125/1048576 164561243125/524288
-573715319375/2097152 35919219375/2097152 544085926875/2097152 -23377965625/131072
83066808125/2097152 -20116899375/2097152 108938994375/1048576 328823741875/1048576
570971663125/2097152 244822986875/2097152 -13029215625/65536 110170893125/1048576
-207702968125/1048576 -263143824375/1048576 952300625/4096 -40262944375/262144
-73871394375/2097152 -454668008125/2097152 -18910909375/65536 -545204230625/2097152
656661029375/2097152 -214951204375/2097152 -665744539375/2097152 261644576875/1048576
120946861875/2097152 -291581581875/2097152 298495808125/2097152 -49123439375/524288
-307358598125/1048576 -212366346875/1048576 491821899375/2097152 -49541515625/262144
-221002640625/1048576 588834144375/2097152 76796571875/262144 -3431118125/262144
-10639235625/524288 269411655625/2097152 -259108716875/2097152 -41036805625/262144
12404741875/131072 -10242469375/32768 75289279375/1048576 17499840625/262144
301395461875/1048576 -243988638125/2097152 -13715073125/524288 -327850818125/2097152
4055776875/1048576 5720703125/2097152 311261984375/2097152 113366340625/2097152
32516674375/1048576 -283244913125/1048576 -46928548125/1048576 656540325625/2097152
-425383803125/2097152 -157682848125/524288 357426675625/2097152 -441966966875/2097152
117414699375/2097152 394945796875/2097152 -18662934375/524288 -197475333125/2097152
457853000625/2097152 473232449375/2097152 -321426159375/2097152 7321875/64
-9297313125/262144 563608769375/2097152 63552099375/524288 -317716920625/2097152
-592721428125/2097152 24358548125/1048576 -288089550625/1048576 -213837881875/2097152
73110079375/262144 44208203125/262144 -196106640625/1048576 -35854100625/262144
503660880625/2097152 74934671875/262144 -73562918125/524288 40627348125/131072
-216503156875/1048576 -26602920625/1048576 -22626104375/1048576 466542026875/2097152
-184007779375/2097152 -30551138125/2097152 95578896875/1048576 368735466875/2097152
-608907181875/2097152 -190238224375/2097152 54367986875/2097152 -584861031875/2097152
-103180180625/524288 32271153125/1048576 100294241875/2097152 4572795625/1048576
434278468125/2097152 284970664375/2097152 -62157335625/524288 -5399613125/2097152
155604673125/1048576 200652788125/1048576 584091425625/2097152 10163989375/262144
8073638125/1048576 -42637868125/524288 610251960625/2097152 442684496875/2097152
267896646875/2097152 9077758125/524288 323457863125/1048576 72907340625/262144
106364095625/524288 -128634821875/2097152 -150698501875/2097152 -612327881875/2097152
-178286631875/1048576 -162607535625/2097152 -154920328125/1048576 105813234375/1048576
-16976588125/65536 40795805625/262144 107625666875/1048576 -166947153125/1048576
-333217116875/1048576 -28885149375/2097152 -532818058125/2097152 401228946875/2097152
-514085383125/2097152 -237273093125/2097152 17486095625/1048576 -101003029375/2097152
179638580625/2097152 142048249375/524288 196958915625/1048576 299243755625/2097152
16671153125/65536 317851529375/2097152 205768239375/2097152 91380819375/1048576
-425230785625/2097152 670757124375/2097152 -53905904375/2097152 -14928059375/65536
-14318306875/65536 278951025625/1048576 318489073125/1048576 -294924191875/2097152
667402573125/2097152 899549375/16384 -405968935625/2097152 456902113125/2097152
44210385625/524288 -149206225625/1048576 212103164375/2097152 324399584375/2097152
196165421875/2097152 33452163125/262144 -250802988125/2097152 610852363125/2097152
-27841598125/524288 405557025625/2097152 83099983125/524288 119039988125/1048576
75498173125/262144 -17956288125/65536 1775864375/524288 131222560625/524288
36397215625/524288 494401384375/2097152 -57324969375/524288 448123280625/2097152
297779480625/1048576 -500778235625/2097152 -467583148125/2097152 8841000625/1048576
329431753125/2097152 440463811875/2097152 11549404375/2097152 -480117459375/2097152
-70954420625/2097152 189538055625/1048576 487888956875/2097152 -448171591875/2097152
8682701875/262144 256323496875/1048576 -17009628125/1048576 -44929866875/2097152
202766293125/2097152 19806003125/524288 555843379375/2097152 202544785625/2097152
646150468125/2097152 -544994146875/2097152 396385625625/2097152 -186385975625/1048576
229277791875/1048576 -259495240625/2097152 -195758719375/1048576 -62888488125/524288
567922360625/2097152 -154274281875/1048576 -33128896875/2097152 -225935559375/1048576
382070234375/2097152 -448164593125/2097152 -507767703125/2097152 28412069375/1048576
-338853234375/2097152 430093764375/2097152 486462173125/2097152 107784644375/2097152
-81153771875/1048576 62534658125/2097152 556608469375/2097152 372527766875/2097152
89884196875/1048576 70409376875/524288 505957784375/2097152 -55058875625/262144
55413834375/262144 155683820625/1048576 -249269936875/1048576 -476628085625/2097152
-5589375/16384 165267980625/2097152 218177829375/2097152 57296635625/524288
-505762206875/2097152 -481661810625/2097152 455433496875/2097152 66593023125/2097152
-9116419375/524288 131214360625/2097152 28477445625/262144 -53769336875/262144
-80214788125/1048576 -313343134375/1048576 -9335400625/2097152 252332613125/2097152
384118601875/2097152 5755863125/2097152 535807948125/2097152 417647821875/2097152
424962111875/2097152 519700676875/2097152 -64567040625/1048576 -228788061875/1048576
237131786875/1048576 107634664375/524288 -152216788125/2097152 52176134375/262144
302139541875/2097152 -118920021875/2097152 486692475625/2097152 47130379375/524288
644295273125/2097152 -195235939375/2097152 332340559375/1048576 -103411669375/2097152
-140836828125/2097152 162764089375/1048576 -162244739375/2097152 72194906875/2097152
-206865108125/1048576 34294845625/524288 -410549255625/2097152 -229959129375/2097152
65538359375/1048576 -367071886875/2097152 73589231875/1048576 -193213335625/2097152
-669547699375/2097152 131032265625/1048576 103181305625/2097152 443672836875/2097152
534968294375/2097152 617102338125/2097152 108636918125/1048576 119200964375/2097152
606715443125/2097152 13710864375/131072 613106164375/2097152 8694993125/65536
327656823125/2097152 306319245625/1048576 57339708125/1048576 -73166768125/262144
-2189415625/32768 17754061875/2097152 -40290064375/131072 341843410625/2097152
-31663731875/1048576 -452285229375/2097152 -49362783125/1048576 -104275644375/2097152
317644100625/2097152 -443097866875/2097152 -54570973125/262144 76188660625/1048576
-235994971875/1048576 38545306875/131072 169116748125/2097152 -333186569375/1048576
-506194310625/2097152 -594572239375/2097152 -281741128125/1048576 80117670625/262144
281185073125/1048576 609789948125/2097152 -5274020625/131072 -291382224375/1048576
-200358340625/2097152 -111979278125/524288 -144825269375/524288 -158902629375/1048576
34758549375/262144 4174950625/262144 125863461875/1048576 -151146024375/1048576
-114118673125/524288 -269236014375/1048576 82526380625/262144 -581163643125/2097152
221055096875/1048576 -472058138125/2097152 118605231875/524288 109787144375/1048576
-127491629375/524288 -443407888125/2097152 -327756388125/2097152 -126722231875/524288
668258200625/2097152 -604078783125/2097152 73673771875/2097152 -203799509375/2097152
2732743125/32768 -488652833125/2097152 161135241875/524288 328842440625/1048576
-96918840625/2097152 -102093244375/524288 -127762871875/2097152 324658434375/2097152
-11633420625/2097152 663058989375/2097152 377803185625/2097152 -96327970625/2097152
74051658125/1048576 -99877804375/524288 399231586875/2097152 -124322314375/524288
-388986886875/2097152 -630970068125/2097152 -142442923125/1048576 -36253378125/524288
-128861515625/524288 660599399375/2097152 -51854274375/262144 191082680625/2097152
242128406875/2097152 -62207216875/2097152 -297878903125/1048576 -330515169375/1048576
-103441348125/2097152 642748783125/2097152 521084458125/2097152 77959328125/262144
-478794081875/2097152 -162906746875/2097152 469708574375/2097152 319449709375/2097152
-6457354375/262144 -140195634375/1048576 -48966116875/1048576 35421570625/524288
-29569263125/1048576 -613263229375/2097152 265445941875/1048576 -238128039375/2097152
-149910790625/1048576 500611723125/2097152 331881394375/1048576 634120464375/2097152
547959816875/2097152 -12336460625/65536 -592830540625/2097152 249800496875/1048576
-86371460625/524288 25381355625/524288 -620134493125/2097152 -45603770625/2097152
97106716875/1048576 41558809375/262144 201339448125/2097152 40382816875/1048576
57099535625/262144 -61395018125/262144 321568838125/2097152 101846950625/2097152
-324721399375/1048576 -602040614375/2097152 592059973125/2097152 -242087850625/2097152
517877451875/2097152 136712485625/1048576 309684403125/1048576 88543409375/1048576
-384393655625/2097152 16186436875/2097152 157587886875/1048576 -201792615625/2097152
-460864134375/2097152 39032539375/1048576 -291749553125/1048576 -156274049375/524288
-445524764375/2097152 636555945625/2097152 4459281875/16384 -262521531875/2097152
-104687480625/524288 -235996910625/1048576 -209209123125/1048576 558277541875/2097152
-109320503125/2097152 -130322520625/1048576 -598944864375/2097152 226699378125/1048576
