2800
-999544748125/8388608 2439808415625/16777216 -882299639375/8388608 1194381768125/8388608
54985975625/524288 319904755625/8388608 1846573019375/16777216 -2054293198125/16777216
-544057198125/8388608 1853810800625/8388608 3841395166875/16777216 -356765189375/16777216
87599806875/1048576 -25938163125/2097152 3548914438125/16777216 -1505740919375/8388608
850015525625/16777216 1943485753125/8388608 915858680625/8388608 -4195351715625/16777216
-2639648694375/16777216 649305794375/4194304 452118839375/2097152 -613010680625/4194304
-3490427793125/16777216 494774818125/8388608 843396360625/8388608 -1201297050625/16777216
-32129890625/262144 -15000321875/524288 -973273126875/4194304 -4593274188125/16777216
-10850223125/1048576 1446825874375/8388608 894748238125/4194304 -818962388125/4194304
4357423153125/16777216 -232946721875/8388608 -1372107489375/8388608 -470536495625/4194304
-51253645625/16777216 -3575726494375/16777216 -145531675625/1048576 -1574798833125/16777216
-662434320625/8388608 2628562514375/16777216 557031899375/8388608 -1834993138125/8388608
2204511684375/8388608 378211386875/4194304 -2690767410625/16777216 -547819059375/2097152
-2292767640625/8388608 404832675625/8388608 -1700866181875/16777216 1661409474375/8388608
1620415916875/8388608 -2128551735625/16777216 141943939375/16777216 -678549668125/16777216
355959865625/2097152 1709872171875/8388608 -1721259553125/16777216 -2911766606875/16777216
-4532006390625/16777216 -3010974299375/16777216 -2277083440625/8388608 -2046318579375/8388608
373548074375/4194304 489645095625/4194304 -720732368125/16777216 -3240546780625/16777216
163976649375/2097152 512963434375/8388608 3511281650625/16777216 -63368449375/1048576
-3102800789375/16777216 -1134015080625/16777216 -1607775474375/16777216 -521975199375/16777216
2293197825625/16777216 1528527844375/16777216 2699502728125/16777216 418965955625/4194304
3309975318125/16777216 2424566676875/16777216 -658491798125/4194304 2636011406875/16777216
-4106293069375/16777216 16599506875/1048576 1905671884375/16777216 -468581553125/8388608
1814166615625/8388608 -1899903088125/8388608 -497849979375/2097152 3002060998125/16777216
2991468020625/16777216 -3095037553125/16777216 -2321874830625/16777216 2092033260625/16777216
1115554251875/8388608 124280358125/524288 1877678919375/8388608 1193993959375/8388608
281742759375/1048576 3118390174375/16777216 4284609083125/16777216 -629530059375/16777216
-789839553125/16777216 -312639298125/2097152 -912631960625/8388608 170567963125/4194304
3809058089375/16777216 1248452349375/8388608 -55911813125/524288 3612240988125/16777216
-4535926941875/16777216 -1972882384375/8388608 -1035707588125/16777216 1973025656875/16777216
-1650572293125/16777216 -1644386944375/16777216 729756908125/8388608 -647460305625/8388608
285880494375/4194304 -37950206875/262144 -2240730410625/16777216 -1040776909375/8388608
-3821956061875/16777216 -1156298810625/16777216 -266808679375/2097152 -704842464375/16777216
-1086209604375/4194304 -675979031875/8388608 1288862185625/16777216 132847159375/8388608
1583783236875/8388608 1756802683125/8388608 -2857894808125/16777216 72458701875/16777216
688643239375/4194304 2293948951875/8388608 3582237535625/16777216 171789051875/8388608
-982323138125/4194304 -4115589541875/16777216 644188680625/8388608 1165072409375/8388608
-2774469901875/16777216 3867567703125/16777216 669233630625/16777216 368064904375/16777216
-491588636875/4194304 188828469375/4194304 -567865510625/16777216 -527798770625/8388608
-2627406928125/16777216 -1911493399375/16777216 -3431525488125/16777216 -2710670615625/16777216
1278544325625/16777216 -2185200714375/8388608 -3579718235625/16777216 835602648125/8388608
-18269715625/1048576 986248773125/4194304 -881791001875/4194304 2286882828125/8388608
-543087741875/16777216 22797910625/262144 372976060625/4194304 310027090625/8388608
2730727995625/16777216 4653781444375/16777216 1664920385625/8388608 -18332855625/2097152
3735747623125/16777216 839697945625/4194304 -46240910625/262144 484773156875/16777216
-1578959458125/8388608 22405665625/1048576 -3697529539375/16777216 -1632115506875/16777216
-57117615625/1048576 -2312187486875/16777216 280120841875/2097152 569837034375/4194304
1582185863125/8388608 123830625625/524288 -834595365625/16777216 687421030625/8388608
-4020235235625/16777216 2622927881875/16777216 3146705069375/16777216 -1457468210625/8388608
-83740531875/2097152 4407319301875/16777216 -48988883125/8388608 -624449380625/16777216
-1173592870625/16777216 -4299420698125/16777216 3607983981875/16777216 -1238061391875/16777216
-1582198874375/16777216 -3976299665625/16777216 -4131126593125/16777216 614612376875/4194304
-2507174096875/16777216 -700580776875/16777216 -429403148125/4194304 -749195960625/8388608
1086975071875/8388608 -1777792611875/8388608 70424256875/4194304 -503883830625/4194304
-2242853073125/16777216 2051747613125/16777216 543289630625/8388608 4238106936875/16777216
-140811706875/16777216 -1991445036875/8388608 -223989136875/8388608 -366460268125/8388608
2227221539375/8388608 9006484375/32768 4001010549375/16777216 -3401624865625/16777216
617335919375/8388608 -162155109375/16777216 2813449646875/16777216 -389997164375/16777216
4166501189375/16777216 -2969184413125/16777216 -1953418499375/16777216 449884614375/4194304
371035021875/2097152 1948929784375/16777216 -535836266875/8388608 -1701231634375/8388608
3474260216875/16777216 3438827783125/16777216 -1038989214375/8388608 -843593891875/8388608
3066748295625/16777216 -2794298810625/16777216 -495855679375/8388608 -1207746413125/8388608
155402848125/4194304 1601420279375/16777216 -4679157004375/16777216 4533958515625/16777216
2953656995625/16777216 -26214925625/524288 -3803819613125/16777216 189244260625/1048576
1371071681875/16777216 -1622227805625/16777216 2143503228125/16777216 -1107174166875/8388608
469343966875/4194304 188014273125/2097152 -574404648125/2097152 1136473191875/16777216
-1288417011875/16777216 4046171241875/16777216 285688799375/4194304 -43051080625/8388608
-705640481875/8388608 -41706494375/1048576 2013028373125/8388608 705070996875/8388608
-127303719375/524288 295820730625/4194304 -2242469464375/8388608 -209960463125/1048576
1141894350625/4194304 237388291875/16777216 4324811483125/16777216 -817788776875/4194304
4185421130625/16777216 283238589375/2097152 -601866881875/8388608 3073074143125/16777216
4552960706875/16777216 1561890220625/8388608 1948096241875/8388608 1636613715625/16777216
-925617608125/8388608 1234673724375/16777216 -2358425400625/16777216 593434209375/16777216
1269082556875/8388608 -1685299529375/8388608 -1090747153125/8388608 -489907289375/4194304
4491572229375/16777216 -60217836875/8388608 361597744375/16777216 -4009277689375/16777216
-123770469375/1048576 -1480015280625/8388608 -864570590625/4194304 -1991440749375/16777216
-369421355625/8388608 -1403378169375/8388608 1310601070625/16777216 1059977034375/8388608
2842148063125/16777216 229000104375/16777216 -207345298125/8388608 -1444910901875/8388608
-1140862384375/8388608 1228954278125/16777216 -619773091875/8388608 -36580534375/16777216
-955475215625/4194304 3738672048125/16777216 2178475945625/16777216 -2012163549375/16777216
-4064560285625/16777216 2445612071875/16777216 -2148723950625/16777216 -2020120694375/16777216
-2263830821875/8388608 -4621027131875/16777216 -2840099644375/16777216 994304005625/4194304
3638651209375/16777216 -160273911875/16777216 543780558125/4194304 -81628036875/16777216
-214939703125/2097152 3740333935625/16777216 1178397513125/16777216 -1253176701875/8388608
4100743416875/16777216 -66430581875/524288 -2714546848125/16777216 947116655625/16777216
-3285867475625/16777216 -3434957203125/16777216 -570836590625/16777216 1500269876875/16777216
4152066716875/16777216 -4669968961875/16777216 -749801600625/4194304 -576594423125/2097152
721618419375/16777216 969122634375/8388608 4137233760625/16777216 -84595441875/4194304
1222651154375/16777216 2253457513125/8388608 1016859375/1048576 110412623125/1048576
-782316093125/16777216 -795759663125/16777216 273146531875/8388608 -1981210923125/8388608
-2783570356875/16777216 -622193088125/16777216 2154815613125/16777216 -2291321003125/16777216
-1818445820625/8388608 1155740858125/4194304 -3497781713125/16777216 62829265625/1048576
43237700625/8388608 -4650409859375/16777216 1218545260625/8388608 3226465405625/16777216
-290334559375/4194304 86315551875/1048576 -1208973241875/16777216 -2154083360625/16777216
1201385670625/8388608 168347099375/8388608 -2049031560625/16777216 -2854449163125/16777216
2103614795625/16777216 2020605330625/16777216 567524006875/4194304 -156622869375/8388608
552982075625/8388608 -799783105625/16777216 -2148116989375/16777216 -41716373125/1048576
-2893376836875/16777216 -840087591875/4194304 -2180267411875/8388608 -795127335625/8388608
2935224280625/16777216 -3713417868125/16777216 -741799506875/8388608 -894622483125/4194304
-1078497013125/8388608 55796881875/524288 -3127565126875/16777216 1606379578125/16777216
-3381384234375/16777216 -147139829375/4194304 178203064375/4194304 -21365719375/16777216
1401886101875/16777216 -3172733895625/16777216 1567202214375/8388608 1880040719375/16777216
242346706875/2097152 -558896576875/16777216 747691581875/8388608 -3091431240625/16777216
948537174375/4194304 -867887251875/16777216 1312484735625/16777216 -1827324918125/8388608
1289500025625/16777216 711399828125/8388608 1323887674375/8388608 904896890625/8388608
-363093014375/4194304 127856789375/4194304 -2793056126875/16777216 1088275033125/8388608
3317300861875/16777216 20883051875/524288 -4210960936875/16777216 -4072445890625/16777216
-437476851875/16777216 2864941568125/16777216 20495610625/4194304 -49224520625/262144
1063809333125/4194304 3987922885625/16777216 653675028125/16777216 4489913675625/16777216
-255592509375/8388608 1163631870625/8388608 3778665043125/16777216 -1972865811875/8388608
-1087466113125/8388608 -774199925625/16777216 4607012545625/16777216 -3802543311875/16777216
-783250829375/8388608 2342264089375/8388608 577995963125/16777216 -1198511278125/16777216
1493143631875/16777216 4020377090625/16777216 -1777770448125/8388608 -1783908065625/8388608
-273009935625/2097152 -943485370625/16777216 780539291875/16777216 1465989161875/8388608
-2039404364375/16777216 2926972733125/16777216 1624550983125/8388608 2986819093125/16777216
3566668153125/16777216 -1270429733125/16777216 -4069757295625/16777216 2135858029375/8388608
1744114649375/16777216 -1218028345625/8388608 -1106775604375/16777216 -549810358125/4194304
107809069375/1048576 138699185625/1048576 -570357458125/2097152 222935006875/1048576
1054117063125/4194304 -296977060625/8388608 -301781746875/2097152 -1092438703125/16777216
-3115871941875/16777216 -1238596471875/16777216 2182276656875/16777216 1651718823125/16777216
1551755025625/8388608 -359926975625/16777216 -2259489211875/16777216 -460531124375/4194304
873013054375/4194304 306012004375/8388608 -98553065625/16777216 -3177684400625/16777216
2313726611875/16777216 -424688201875/16777216 1910288148125/8388608 -568441759375/2097152
-4153387293125/16777216 2814953780625/16777216 2069251638125/16777216 -844169956875/16777216
1135523160625/16777216 -41109858125/8388608 879095275625/4194304 2915909031875/16777216
-1997788708125/16777216 386974809375/4194304 -2431373669375/16777216 -4644650863125/16777216
-4508591390625/16777216 3617279859375/16777216 17594661875/65536 309641968125/2097152
-679261944375/16777216 -3077630486875/16777216 2107905821875/8388608 916261548125/8388608
-4670828614375/16777216 -29408649375/262144 2141373539375/8388608 -3995535114375/16777216
1546830534375/8388608 -329536755625/4194304 274292458125/2097152 -750990979375/16777216
236969166875/4194304 3180831276875/16777216 -1211818820625/8388608 4154989986875/16777216
-58727948125/524288 430709059375/16777216 1581913694375/8388608 1926894466875/8388608
4554605846875/16777216 -1548226553125/8388608 -2866515964375/16777216 3415826063125/16777216
-2348170006875/8388608 -3087596833125/16777216 -345892605625/2097152 -3347589686875/16777216
2287777813125/16777216 390436510625/16777216 -2897874870625/16777216 1216779239375/16777216
2045732574375/16777216 390398745625/8388608 -3220256878125/16777216 3218012328125/16777216
-2951535269375/16777216 1733813720625/16777216 -2292644318125/8388608 -4506368628125/16777216
-991457123125/16777216 -1976644446875/8388608 193413836875/16777216 -4055599323125/16777216
-825315360625/8388608 1528516268125/8388608 2434220595625/16777216 4589538244375/16777216
3446325876875/16777216 2869290475625/16777216 -228806843125/8388608 599801776875/8388608
1451165979375/16777216 895018709375/8388608 -1163864025625/4194304 93189788125/2097152
-4313337441875/16777216 2236720906875/16777216 1079544773125/4194304 -496097301875/4194304
1342042629375/16777216 2400820625/16777216 1346495950625/8388608 943165435625/4194304
4220928849375/16777216 -632852968125/8388608 -570555663125/4194304 2299954076875/16777216
774514216875/4194304 -2094007829375/16777216 132898075625/16777216 1198006831875/16777216
2156470518125/8388608 282935821875/8388608 1354228631875/8388608 1021248291875/8388608
1369861075625/16777216 1685480181875/8388608 -414776210625/16777216 -560501055625/4194304
1918477045625/16777216 3079773195625/16777216 4054863203125/16777216 -2576217800625/16777216
692121136875/16777216 -341458114375/8388608 258859593125/16777216 125843519375/8388608
2152657950625/16777216 -69255248125/8388608 136908699375/524288 -241219715625/1048576
-485464179375/8388608 335100180625/8388608 1818354076875/8388608 -3565858891875/16777216
-1407570084375/8388608 -4622281899375/16777216 1468888623125/8388608 3447533298125/16777216
-2114539555625/16777216 102695009375/1048576 976983608125/8388608 -3260722180625/16777216
3600318386875/16777216 -3609589195625/16777216 2112830873125/8388608 1267026718125/16777216
1159344134375/16777216 272700395625/16777216 -1654960523125/16777216 109756775625/2097152
576959901875/16777216 -337732941875/16777216 242241269375/4194304 -1479753795625/16777216
827106826875/16777216 2851665621875/16777216 4414749976875/16777216 -657300520625/8388608
-86569196875/8388608 -1961268526875/16777216 1872981446875/8388608 -4157130586875/16777216
2909851875/32768 3356856461875/16777216 3808322888125/16777216 2637583309375/16777216
921430663125/16777216 -570777519375/8388608 3504698553125/16777216 -128550454375/524288
1825946985625/8388608 77337430625/8388608 875364328125/4194304 672322214375/4194304
-930788796875/8388608 1820815215625/16777216 -218722958125/8388608 -2063749795625/8388608
75103643125/16777216 -420654723125/16777216 -2582916721875/16777216 3578784628125/16777216
893869361875/4194304 3496545661875/16777216 -717363626875/4194304 538666148125/4194304
-68342334375/4194304 -3230529675625/16777216 -544272623125/16777216 -1324232581875/8388608
1075243036875/16777216 -1603935090625/16777216 -918238050625/8388608 890890721875/4194304
136822756875/2097152 -3668997434375/16777216 3737730224375/16777216 4015167769375/16777216
540815979375/16777216 883480994375/4194304 -165249398125/2097152 -2917755168125/16777216
-1427048048125/16777216 -515205280625/2097152 -4251964810625/16777216 442112995625/2097152
101794993125/16777216 -493734373125/4194304 2562622689375/16777216 -414163623125/8388608
1031268354375/16777216 733882515625/16777216 -688510694375/16777216 -2048245688125/8388608
-1480389850625/8388608 -857358446875/4194304 -3730968863125/16777216 1414802930625/16777216
2083605916875/16777216 -3684145408125/16777216 3648949661875/16777216 -2294495879375/8388608
-1581874791875/8388608 857341664375/8388608 -1155260028125/8388608 4489235996875/16777216
-1423588971875/16777216 -3437848631875/16777216 4674951570625/16777216 2928753305625/16777216
4084741329375/16777216 -849902580625/8388608 -38166078125/16777216 -1041195596875/4194304
-2703004556875/16777216 -153933451875/16777216 227352951875/2097152 2130039935625/8388608
-2901989575625/16777216 853657573125/16777216 -1029258269375/16777216 1313580165625/8388608
5972351875/2097152 580185274375/2097152 344819234375/4194304 -2692561291875/16777216
1345207548125/8388608 -373598798125/2097152 -627567049375/8388608 1309351710625/16777216
-2069192873125/16777216 1820616293125/8388608 601454791875/8388608 -3858460046875/16777216
-353693134375/16777216 -284270039375/1048576 122852113125/524288 -771787489375/4194304
-4404860866875/16777216 31440119375/131072 1269398598125/8388608 3985339789375/16777216
1080015663125/16777216 1414677901875/8388608 225347206875/16777216 183385768125/1048576
-1286939101875/16777216 -1320217994375/8388608 -659100071875/8388608 4546394400625/16777216
-1719219893125/8388608 91584399375/8388608 -4296043250625/16777216 -3043398614375/16777216
1387180598125/8388608 -590536664375/4194304 -17005760625/262144 -1962738299375/8388608
-231784538125/16777216 2692956818125/16777216 3503040191875/16777216 4202554593125/16777216
987344763125/16777216 184140928125/16777216 2219978464375/8388608 845095330625/4194304
5970881875/2097152 -693543676875/8388608 942630180625/16777216 1756392220625/16777216
179154478125/1048576 -1034110923125/16777216 -3453396874375/16777216 2312136658125/8388608
2598781408125/16777216 126843285625/16777216 -480345315625/16777216 215171823125/16777216
-3964127523125/16777216 486507249375/16777216 -3305413908125/16777216 2455735069375/16777216
-63368344375/524288 341036084375/2097152 4137630433125/16777216 1354632566875/8388608
-2333639555625/16777216 211991583125/8388608 279208041875/1048576 -3490962540625/16777216
-2005163125/65536 210137335625/8388608 1021840133125/8388608 -1139466488125/4194304
41721386875/524288 -556580250625/2097152 4614557810625/16777216 2603104993125/16777216
-53563304375/262144 1497520329375/8388608 -4075206883125/16777216 2214783624375/8388608
464180093125/8388608 -1365501326875/16777216 -1133448264375/4194304 63878119375/2097152
86425583125/4194304 -551098813125/2097152 199087039375/1048576 -2155030408125/8388608
-586274381875/16777216 -2521975990625/16777216 -551258815625/4194304 353696896875/16777216
3022270488125/16777216 1344249335625/8388608 3612306630625/16777216 -4196840204375/16777216
251865070625/8388608 518523656875/8388608 -2415804960625/16777216 -103389313125/2097152
-2114312930625/8388608 268586740625/4194304 1249866384375/8388608 -4421584706875/16777216
4584170539375/16777216 1225024154375/8388608 3312103195625/16777216 1741182996875/16777216
936196786875/4194304 2779120386875/16777216 -1857643064375/8388608 1609671249375/16777216
-358054781875/16777216 -566371623125/8388608 -1096526449375/8388608 -69827095625/16777216
3767360786875/16777216 372732653125/2097152 1925889800625/16777216 -553558744375/8388608
-239917680625/8388608 -287679214375/2097152 -3117563474375/16777216 4349368926875/16777216
186854941875/2097152 -4684264116875/16777216 -3325414605625/16777216 1560830683125/16777216
2121651223125/8388608 4666533134375/16777216 1242086453125/8388608 1941295138125/8388608
-123908605625/524288 637587593125/8388608 -1272307369375/16777216 -3493086638125/16777216
-3275385719375/16777216 1025800908125/8388608 -516464834375/4194304 3283634755625/16777216
1953491850625/8388608 -2593700318125/16777216 -4127445284375/16777216 191369889375/1048576
1069381656875/4194304 -3758269589375/16777216 -1074775051875/8388608 -22078616875/524288
3824233109375/16777216 2031537983125/16777216 -291006918125/2097152 223879761875/2097152
1982505328125/16777216 -4215012895625/16777216 2868169145625/16777216 -914553548125/4194304
-431020200625/2097152 2339940981875/8388608 1690992760625/16777216 449086903125/4194304
-4164859803125/16777216 -528312553125/8388608 2076686793125/16777216 517312534375/4194304
-1981637100625/8388608 1174122359375/16777216 327232346875/2097152 -4276171431875/16777216
-3783241809375/16777216 -853092471875/4194304 131648558125/16777216 -3912376908125/16777216
-51913194375/1048576 3632225603125/16777216 828798385625/8388608 1178626745625/8388608
1855894079375/8388608 -202835451875/1048576 1728523208125/16777216 -1716106774375/8388608
657319831875/16777216 4098957340625/16777216 2961692724375/16777216 5059595625/8388608
1176764089375/16777216 -3222977051875/16777216 -3014722458125/16777216 1510102103125/8388608
3046739408125/16777216 -2273287699375/16777216 913517338125/8388608 2295694673125/16777216
792147339375/16777216 -287791966875/1048576 4154498026875/16777216 -3054686823125/16777216
3313218470625/16777216 2526127410625/16777216 -1584478765625/16777216 2281735194375/8388608
-394217718125/4194304 4092575983125/16777216 1320254674375/8388608 -1304163126875/8388608
165358274375/4194304 -1792652054375/16777216 1816451485625/8388608 -1109383944375/8388608
-2405878418125/16777216 726105690625/16777216 -2050528265625/8388608 -1254481720625/8388608
471538186875/4194304 595328566875/16777216 407749593125/16777216 -695543121875/8388608
-3805973408125/16777216 -4076667249375/16777216 2077676356875/8388608 365242863125/2097152
-1445899765625/16777216 28981675625/4194304 175441013125/1048576 1267592886875/8388608
-2331153085625/16777216 208161778125/8388608 -180214601875/1048576 -76331854375/4194304
24555785625/524288 4023872330625/16777216 -1414468575625/16777216 -275190129375/2097152
113638791875/2097152 68696805625/16777216 1236222806875/16777216 2502289628125/16777216
-1573925548125/8388608 -21575211875/2097152 -1850007919375/16777216 779993370625/4194304
-1443406120625/8388608 -2570738550625/16777216 522801890625/8388608 -4516239599375/16777216
3659410085625/16777216 1751690189375/8388608 -180969718125/4194304 2044187411875/8388608
-1494929331875/16777216 -485817959375/4194304 1104812305625/4194304 2083177114375/8388608
430016103125/8388608 -4034064610625/16777216 3787859639375/16777216 -617082230625/4194304
-102098224375/524288 2163602573125/8388608 3910941260625/16777216 -1744951796875/16777216
-828171316875/4194304 -993610830625/8388608 3897114528125/16777216 259420809375/2097152
344828351875/2097152 -3721359499375/16777216 1024575838125/16777216 426288174375/2097152
4067652010625/16777216 505202140625/2097152 4137291423125/16777216 942980346875/4194304
-256811340625/16777216 -2578742551875/16777216 -1386186344375/8388608 -4380326794375/16777216
3848383739375/16777216 1078859700625/8388608 2271410036875/8388608 3055591721875/16777216
3732607956875/16777216 2648987306875/16777216 3175171426875/16777216 332928658125/2097152
-1515345225625/16777216 -157270710625/2097152 288708179375/2097152 1285137179375/16777216
1405069885625/8388608 -56806771875/16777216 562026941875/16777216 -1181642100625/8388608
-1145208124375/4194304 2234847794375/8388608 -4155548376875/16777216 -3218533381875/16777216
-3893166886875/16777216 326335821875/16777216 44507290625/1048576 1750678671875/8388608
4305296865625/16777216 2186806838125/16777216 -1721072311875/16777216 -3837614921875/16777216
874425260625/8388608 135465238125/4194304 2123062598125/16777216 -4149141434375/16777216
160371089375/16777216 -1804874736875/8388608 477428126875/16777216 -15318996875/524288
-4363824093125/16777216 1380820669375/16777216 3343438914375/16777216 291866001875/1048576
-1107011985625/8388608 -582059139375/8388608 -596113870625/8388608 4259018176875/16777216
764690880625/8388608 133452423125/16777216 -240732865625/2097152 1914497869375/16777216
986167301875/8388608 848028295625/16777216 -391092218125/8388608 -1952269379375/8388608
-3153632006875/16777216 -224918841875/1048576 591680280625/8388608 117661473125/2097152
-186772779375/2097152 1832890023125/8388608 -132176340625/2097152 -1781905986875/8388608
4164497439375/16777216 1707504281875/8388608 -2567730738125/16777216 -1396170584375/16777216
-1949290013125/8388608 -782463346875/8388608 -3091342515625/16777216 -1755829254375/16777216
708238610625/4194304 3115068578125/16777216 364927469375/2097152 -559451186875/8388608
-838040354375/8388608 2549457771875/16777216 -1877973348125/8388608 -1372850539375/16777216
-32724155625/524288 -1630094283125/16777216 -725829505625/8388608 -85046128125/4194304
-1375863628125/8388608 -7949851875/1048576 271394396875/16777216 518935825625/4194304
-35313656875/16777216 1382867565625/8388608 3512550890625/16777216 3361177325625/16777216
-1312077116875/8388608 -1094028516875/4194304 1613676465625/8388608 -2322792294375/16777216
-1521222416875/16777216 -802388531875/4194304 1286193059375/8388608 394425784375/4194304
1086875138125/8388608 1738779450625/16777216 -362350655625/4194304 362393469375/4194304
168817788125/8388608 1098223231875/16777216 2631165403125/16777216 -564067555625/4194304
-1916139290625/8388608 843698226875/16777216 -161521206875/4194304 582628668125/8388608
-2293451453125/8388608 1128973811875/4194304 -1687132103125/16777216 -1417312763125/8388608
246731550625/4194304 -2232476045625/16777216 2835752390625/16777216 37563036875/262144
3907957711875/16777216 -4090282144375/16777216 128016450625/16777216 -1324163903125/16777216
1155923278125/8388608 2554144193125/16777216 -3392536791875/16777216 1099840966875/8388608
698855714375/4194304 221702289375/4194304 3316145065625/16777216 -1681439116875/8388608
295371216875/8388608 -565704575625/16777216 -87881845625/8388608 -217256388125/16777216
-2979482139375/16777216 -2274358594375/8388608 -1142110773125/16777216 1871368270625/16777216
-3509737581875/16777216 499092680625/2097152 -224606160625/1048576 4160329761875/16777216
-1331450351875/16777216 4247906385625/16777216 854920206875/4194304 956945416875/8388608
-352791280625/8388608 -934884129375/8388608 422542876875/2097152 188478880625/4194304
-1193411279375/8388608 1550892835625/8388608 -113928084375/2097152 -4436318639375/16777216
1707431499375/8388608 -4386833661875/16777216 -1502710041875/8388608 -897980514375/4194304
195680104375/4194304 515748559375/16777216 -4579247728125/16777216 -1152031505625/16777216
-1149282273125/16777216 352320189375/4194304 -307969851875/16777216 1313548184375/16777216
1777314380625/8388608 2044205253125/8388608 109078291875/8388608 -142177100625/4194304
-547939459375/16777216 145441795625/4194304 4565600913125/16777216 -262900623125/4194304
-140352813125/4194304 -3802446335625/16777216 242046686875/4194304 -912622484375/4194304
-379937280625/4194304 -1532591396875/16777216 -741706048125/8388608 1895493604375/16777216
107440571875/1048576 110477338125/16777216 -4395064130625/16777216 1299627275625/16777216
1535107616875/8388608 1018908200625/16777216 4153062528125/16777216 458924493125/16777216
-644299683125/4194304 -2039905100625/16777216 4416869463125/16777216 -1813795405625/8388608
624346909375/8388608 228297706875/1048576 -4080416598125/16777216 1067118530625/4194304
-599257780625/4194304 835346019375/16777216 -986883751875/8388608 794715569375/8388608
-2359559348125/16777216 878187226875/8388608 -154045950625/2097152 -3601455423125/16777216
-2197849933125/8388608 265871134375/8388608 347081713125/2097152 263385889375/2097152
363090266875/16777216 946160394375/4194304 -1193723129375/16777216 2740237014375/16777216
7366830625/8388608 2253028106875/16777216 -7418105625/32768 -987835156875/8388608
-3669175356875/16777216 1226652958125/16777216 -709749263125/8388608 -2277189621875/8388608
1953475085625/8388608 3804388284375/16777216 58438611875/524288 130662231875/2097152
952072778125/8388608 -2499073338125/16777216 2864129988125/16777216 -460055308125/8388608
5326094375/2097152 4661410219375/16777216 1508270763125/16777216 986578971875/8388608
1290937606875/16777216 566064926875/4194304 3929932111875/16777216 -309047921875/16777216
2191984563125/16777216 -597871570625/8388608 -2338865930625/16777216 -1997924814375/16777216
-4285665409375/16777216 -3368619419375/16777216 2903607844375/16777216 -920159358125/8388608
-2947847406875/16777216 755652830625/8388608 2313303636875/8388608 461362479375/16777216
504349488125/2097152 -1004888521875/4194304 399587838125/8388608 -1219239695625/8388608
-557092536875/8388608 -3516745456875/16777216 -4131922178125/16777216 -851422823125/16777216
-776800793125/16777216 3110364595625/16777216 3135766799375/16777216 -572737405625/16777216
2152399326875/8388608 -49178075625/16777216 1057153164375/4194304 -475680340625/8388608
-713214236875/8388608 -3007854276875/16777216 -123258489375/1048576 -2024876643125/16777216
927444529375/8388608 -1103552550625/8388608 -568343111875/2097152 -241201786875/4194304
-1034891659375/4194304 1635356454375/8388608 -2296344001875/8388608 409190359375/2097152
-811127340625/16777216 -592844678125/8388608 -148550705625/4194304 -2974241475625/16777216
3540446853125/16777216 -460362844375/8388608 361044079375/8388608 -1603958313125/16777216
-4526598636875/16777216 -4420936253125/16777216 -1548396294375/16777216 -948913450625/16777216
27100119375/524288 -3549534060625/16777216 1974970318125/16777216 4389147800625/16777216
601280106875/16777216 -2096382964375/8388608 -665991624375/16777216 -26999249375/524288
988138230625/4194304 -1433680373125/16777216 77531015625/1048576 664875395625/16777216
3117412580625/16777216 1691931329375/16777216 2279200074375/8388608 -950746654375/16777216
-3508417154375/16777216 2274405809375/16777216 -2129988258125/16777216 -141539943125/16777216
-622661134375/8388608 -1254026423125/8388608 2215152121875/8388608 -2506569191875/16777216
-3162652495625/16777216 -668882869375/8388608 62586846875/524288 -234291098125/8388608
229547714375/8388608 -1525568891875/16777216 610181700625/16777216 -3226597381875/16777216
2080533468125/16777216 -1540615776875/16777216 -1351969180625/16777216 1975755271875/8388608
-2027239204375/16777216 1245068129375/8388608 -1679146608125/8388608 4306342193125/16777216
-223773388125/4194304 3401796348125/16777216 -571069209375/2097152 -3608860364375/16777216
1341289446875/16777216 -104330515625/2097152 -2251814088125/8388608 138858575625/16777216
-27957094375/131072 50453965625/262144 -2980486411875/16777216 3341048641875/16777216
1674014409375/16777216 2175795610625/16777216 140907151875/8388608 2497060925625/16777216
2746804309375/16777216 -643015751875/8388608 4207925588125/16777216 2514362904375/16777216
133520576875/1048576 -3447395196875/16777216 3680511069375/16777216 -2171429483125/16777216
-642684826875/4194304 -3883514420625/16777216 -83319875625/2097152 34001401875/2097152
32037333125/1048576 -2381095171875/16777216 -3218981399375/16777216 -1586104638125/16777216
-183378199375/16777216 3376826875625/16777216 3623744280625/16777216 -2030067160625/8388608
-2225767306875/8388608 -3046951858125/16777216 -1584504569375/16777216 -1864619885625/8388608
-1197350126875/8388608 -314900884375/16777216 -4013373441875/16777216 472144465625/16777216
3214355134375/16777216 -465713740625/8388608 -465615346875/4194304 1126093889375/4194304
-220878415625/16777216 -584024949375/16777216 -2309913781875/16777216 19246338125/2097152
125003186875/2097152 -120908886875/8388608 -414270329375/2097152 3708031438125/16777216
1133221455625/16777216 514450479375/2097152 -3548144079375/16777216 -2956775775625/16777216
194806084375/2097152 2692340468125/16777216 -107265020625/4194304 -1844804268125/16777216
-2479122865625/16777216 -3500106281875/16777216 -1346677206875/16777216 -440419161875/16777216
-1523958069375/8388608 -1811476611875/16777216 665369586875/4194304 771479734375/4194304
-4206460304375/16777216 1003265055625/8388608 -1241751958125/16777216 -1409905835625/16777216
