3400
1023809774375/8388608 6446536499375/33554432 -2862963933125/16777216 -39905066875/1048576
11353340126875/33554432 -2096945016875/8388608 -875733335625/4194304 -1772333140625/33554432
-928261954375/8388608 -2561903304375/16777216 -5018277929375/16777216 -10136153238125/33554432
11294907981875/33554432 63380643125/524288 -995006185625/16777216 -8957300860625/33554432
-2974014116875/16777216 3769515219375/16777216 -6324696394375/33554432 -5705584614375/33554432
-5652017231875/33554432 4768639623125/33554432 49593876875/524288 -6192610665625/33554432
-4894292381875/33554432 -2293889719375/16777216 3443454411875/33554432 -6333131305625/33554432
-112412340625/16777216 -7775558461875/33554432 1282744891875/8388608 116069635625/524288
2781812010625/16777216 4463355493125/16777216 -4966624215625/33554432 3978683644375/33554432
1097374448125/8388608 4751387045625/16777216 1928415028125/33554432 5251892885625/16777216
2345065074375/33554432 1221341168125/16777216 -794416364375/8388608 6925611289375/33554432
-858805649375/16777216 -908461629375/8388608 6301079888125/33554432 4070387275625/33554432
-4194923049375/16777216 -1680461506875/16777216 2080288268125/8388608 -5582427710625/33554432
-6254666615625/33554432 -589152286875/8388608 -1283393930625/33554432 1724523360625/8388608
-2314605473125/33554432 -83215754375/1048576 -6978523470625/33554432 837744115625/33554432
1711563240625/8388608 -1690697058125/16777216 528749820625/33554432 -4397536508125/33554432
2565579256875/8388608 9262293313125/33554432 -4141500081875/16777216 1746397536875/33554432
1719611083125/16777216 10703239790625/33554432 738277370625/8388608 -449327286875/8388608
269706349375/16777216 -4394102848125/33554432 237009441875/33554432 -903311479375/16777216
681786349375/8388608 3859146805625/33554432 10425814283125/33554432 2345494855625/8388608
-10068806930625/33554432 -3411795524375/33554432 6631454318125/33554432 -4913772554375/33554432
-1966669001875/33554432 -3645454043125/16777216 4567741336875/33554432 1385440616875/4194304
20928774375/1048576 -401902429375/33554432 5801800428125/33554432 1879637629375/33554432
2827433146875/8388608 -10472015331875/33554432 11396817860625/33554432 5070640436875/16777216
-10851365189375/33554432 -4282666934375/33554432 7695781690625/33554432 5727391980625/33554432
11294047080625/33554432 4406103233125/33554432 4968073550625/33554432 -2304371111875/33554432
325745999375/2097152 3479180379375/33554432 -2005042953125/33554432 -5306856818125/16777216
2072692136875/8388608 -4388929153125/16777216 1866480054375/33554432 68612860625/262144
33653040625/8388608 -537174468125/4194304 4513860389375/33554432 -3190040766875/33554432
10546065653125/33554432 8647941193125/33554432 -3307106740625/33554432 -1992610980625/8388608
8122654155625/33554432 -2045987538125/33554432 4093307100625/16777216 8413868851875/33554432
-6789990134375/33554432 7956682369375/33554432 3475291013125/16777216 -5520753155625/33554432
-10462865783125/33554432 1081163503125/16777216 -8450701838125/33554432 -3003506035625/16777216
-4722893919375/16777216 5033376351875/16777216 3198314688125/33554432 -4200221524375/33554432
7882726015625/33554432 4454309941875/16777216 -936953608125/4194304 -918221095625/8388608
-3366941831875/16777216 1745001305625/8388608 -6863320335625/33554432 -2402059720625/8388608
2712544065625/8388608 8593454408125/33554432 -3251871275625/16777216 -3880137364375/33554432
-3070100284375/33554432 -1288729741875/16777216 -1319674140625/4194304 4513414840625/16777216
1158049041875/33554432 2198503760625/8388608 5434014353125/33554432 1793160605625/8388608
1191107135625/8388608 1882832503125/33554432 -4446121530625/33554432 7275731835625/33554432
9506441235625/33554432 7055611989375/33554432 -11065810286875/33554432 2914528311875/33554432
-2978964580625/33554432 -3898482446875/33554432 1835018260625/33554432 -5633417978125/33554432
-1919881368125/16777216 -198473884375/33554432 6906802829375/33554432 -10970748125/524288
-1566983574375/33554432 -1030631364375/16777216 3278255658125/16777216 -83769848125/524288
259691840625/33554432 33209510625/262144 1689587956875/8388608 2393459866875/16777216
583503696875/2097152 -473044156875/33554432 2284626036875/16777216 -3447275140625/16777216
5562294801875/33554432 -2637656515625/33554432 -1799911156875/8388608 6223827361875/33554432
-10580724806875/33554432 -9039578714375/33554432 3899126874375/16777216 651051156875/16777216
10006089531875/33554432 1223441624375/8388608 -7351590298125/33554432 5034395778125/33554432
4419592159375/33554432 -1719029598125/33554432 1267822568125/4194304 1623794896875/16777216
2326437175625/33554432 5646541276875/33554432 89302561875/33554432 -4495488850625/16777216
1920424688125/8388608 82599291875/8388608 -520266331875/8388608 605377214375/8388608
957328320625/4194304 -1618982090625/8388608 -844604996875/8388608 5567366815625/16777216
-5592217883125/33554432 -833946655625/16777216 4585036881875/33554432 -5050439358125/16777216
4510990831875/16777216 3328462098125/16777216 681015973125/16777216 -9978416188125/33554432
4856751281875/16777216 -9491761140625/33554432 -162126078125/4194304 -3098424154375/33554432
3875005425625/16777216 -574057816875/33554432 9247531193125/33554432 6295399040625/33554432
-10836251041875/33554432 -3931580618125/16777216 -1391386175625/4194304 44977909375/4194304
8616729129375/33554432 8141102491875/33554432 -5664785825625/33554432 -5650195341875/16777216
2554129459375/16777216 234440444375/2097152 4541705326875/16777216 -764057806875/8388608
-10952057868125/33554432 1039844939375/8388608 10224673513125/33554432 8852116866875/33554432
10975276765625/33554432 -10174473320625/33554432 -1831158261875/16777216 -4707232371875/33554432
2738034290625/33554432 -2208943630625/16777216 500758980625/2097152 -4684366904375/16777216
-2403973665625/16777216 9744693324375/33554432 8861986004375/33554432 10305472090625/33554432
4045149840625/33554432 4444861511875/33554432 -307243199375/8388608 8408802809375/33554432
1148187363125/8388608 -662352756875/2097152 -521904749375/8388608 -2132493993125/8388608
8196894303125/33554432 10708257234375/33554432 4511515366875/33554432 -4391140343125/16777216
-3013402670625/16777216 -1000971464375/4194304 -1810714911875/33554432 2508653035625/8388608
5486589891875/33554432 -8160388545625/33554432 -9678381466875/33554432 -1529193998125/8388608
5546160484375/16777216 -77808628125/16777216 6165696818125/33554432 3362216745625/33554432
737253758125/16777216 6685801235625/33554432 6369854748125/33554432 10940268538125/33554432
4682753519375/33554432 -129003511875/4194304 3767954375/16384 2416775664375/33554432
6633413716875/33554432 10468240269375/33554432 53553304375/262144 -1992852231875/16777216
-3832033590625/33554432 7227078643125/33554432 -973622055625/4194304 327628324375/4194304
93529059375/524288 3174643569375/16777216 -958524015625/8388608 -7807269496875/33554432
309042968125/33554432 -1911768521875/16777216 -667625115625/16777216 10597634133125/33554432
-5265678100625/16777216 2309389490625/16777216 9417500848125/33554432 10147110694375/33554432
80618834375/33554432 -2528080869375/16777216 7639961616875/33554432 1732444553125/33554432
-5555953653125/33554432 -370592063125/2097152 7295737201875/33554432 -6076974094375/33554432
-2136863503125/16777216 -5493494930625/16777216 -120868416875/1048576 9346479034375/33554432
7987115514375/33554432 -3295842944375/16777216 5231666136875/33554432 197291428125/16777216
-3739939278125/16777216 9676915429375/33554432 2292794855625/33554432 -10936612390625/33554432
-1306122059375/33554432 -4723310313125/16777216 2533440289375/33554432 5582167971875/16777216
-1892157853125/16777216 2861706570625/16777216 -4625580543125/16777216 -9692202636875/33554432
-4184947534375/16777216 -2549645921875/16777216 1916641826875/16777216 -2665762275625/33554432
-9903787378125/33554432 17201333125/524288 1462950735625/8388608 -8486754163125/33554432
8983648438125/33554432 -3301528126875/16777216 1276545948125/16777216 2711695446875/16777216
11246236344375/33554432 478834866875/33554432 -1355232190625/8388608 3984169650625/33554432
215135945625/33554432 -6312280380625/33554432 -4180029476875/33554432 -577959338125/4194304
-5498613481875/33554432 127918614375/4194304 4470074679375/33554432 -1213958174375/8388608
-5207912950625/33554432 -2869230111875/33554432 -192135838125/1048576 -4783338928125/33554432
-2431793379375/16777216 -2208542664375/33554432 -4066132728125/16777216 -1772828053125/33554432
-1689718368125/8388608 762361610625/8388608 62635639375/4194304 1669510085625/33554432
-9056471486875/33554432 -11226115484375/33554432 3107217850625/16777216 -11040940795625/33554432
8311337814375/33554432 -8068118984375/33554432 880790750625/16777216 -5085055608125/16777216
12952374375/8388608 -1150738744375/16777216 652974983125/16777216 -5449982006875/33554432
-1688351100625/33554432 -1258856746875/4194304 4833460878125/33554432 -8105534241875/33554432
3688556374375/16777216 -176490313125/33554432 -590594906875/4194304 -5223243125625/16777216
-2236884851875/8388608 2955371066875/16777216 10366739070625/33554432 -150964473125/524288
-863172694375/4194304 2291870544375/33554432 4046019581875/33554432 -2996845860625/33554432
-7245051871875/33554432 46883354375/16777216 975941408125/4194304 -9513021510625/33554432
5076499869375/16777216 4956463740625/16777216 1955399829375/16777216 74088125/1048576
-1839625260625/16777216 -2209921768125/8388608 2126702709375/16777216 -1405049351875/8388608
2882466205625/16777216 9968928913125/33554432 229208418125/8388608 -2081084824375/8388608
-2199336271875/33554432 8076705811875/33554432 2537588629375/16777216 1134141219375/16777216
-72441430625/2097152 5407842364375/16777216 3563393321875/33554432 1639120078125/8388608
-251433538125/1048576 7041914876875/33554432 -298405196875/4194304 -6042815484375/33554432
9521105414375/33554432 -754449576875/16777216 -2676517878125/33554432 7758375648125/33554432
-9554860625/524288 -4482604338125/33554432 -2544313468125/16777216 -7794691834375/33554432
123616785625/524288 4403282401875/16777216 7791279891875/33554432 9925579996875/33554432
2128950258125/33554432 -1308592605625/4194304 -3820411498125/16777216 2834252505625/33554432
606028356875/4194304 -3491227195625/33554432 2831986341875/33554432 1264051373125/4194304
-7566056581875/33554432 -1087363084375/16777216 1313312676875/8388608 121441253125/524288
-7401571084375/33554432 -4000392283125/16777216 -9218114520625/33554432 1439143659375/8388608
2766569810625/33554432 1226485176875/33554432 2139785399375/8388608 1447312371875/8388608
2832700703125/16777216 -191181075625/2097152 4357400506875/33554432 2331897979375/33554432
-8368132179375/33554432 202026076875/4194304 11357939136875/33554432 -1262910991875/16777216
-2946105493125/16777216 9389032286875/33554432 7308074696875/33554432 7396373801875/33554432
6363554356875/33554432 370111834375/2097152 876188999375/33554432 -1415652209375/33554432
-1535131800625/33554432 2150187635625/8388608 330255674375/2097152 1416430766875/33554432
1606922481875/8388608 10177248294375/33554432 9981021863125/33554432 -4876118191875/33554432
-6875966975625/33554432 8346050518125/33554432 3314383526875/16777216 -10695229985625/33554432
-737420273125/4194304 1352776306875/16777216 5378688320625/16777216 155651989375/16777216
4009051700625/33554432 399521536875/4194304 -1181466860625/8388608 -4725374559375/33554432
-409003031875/8388608 62940746875/33554432 3210028091875/16777216 451481739375/8388608
6214401435625/33554432 4946424921875/16777216 -102456205625/8388608 658159643125/2097152
938629893125/8388608 -2495050209375/8388608 6188860699375/33554432 709732181875/33554432
-224326719375/16777216 6039893843125/33554432 5204859049375/16777216 200847296875/33554432
5057511018125/16777216 -3532598586875/16777216 -5623428204375/33554432 8211887325625/33554432
-10248946665625/33554432 -6349301833125/33554432 9319624070625/33554432 5416463361875/33554432
5539755394375/16777216 5704624688125/33554432 1104902579375/16777216 -212610829375/16777216
-185419881875/1048576 -3997190226875/16777216 -684798026875/33554432 -921529146875/8388608
3359305091875/16777216 -2821087663125/8388608 6688839326875/33554432 2923756315625/33554432
5441678994375/33554432 2525641071875/33554432 4343317621875/16777216 5380905184375/33554432
-1320231336875/33554432 7150964819375/33554432 -2978422195625/33554432 833434976875/4194304
1042139238125/16777216 -7155823015625/33554432 1669209164375/8388608 6230203700625/33554432
-361761476875/8388608 -4686157684375/16777216 -7432309740625/33554432 -9249963871875/33554432
-9124354186875/33554432 2447895694375/33554432 4612874870625/16777216 6239121751875/33554432
-5839710003125/33554432 -8593740199375/33554432 -784158075625/16777216 3864595284375/16777216
-2518514565625/16777216 -9142020990625/33554432 -2492854893125/33554432 9996665985625/33554432
-4404495606875/16777216 -171869309375/8388608 8040826631875/33554432 -254186964375/1048576
-602055563125/16777216 -767058795625/8388608 -1027815909375/16777216 4676647523125/16777216
87528888125/262144 687790834375/33554432 -3845714234375/16777216 1343927254375/8388608
3078136715625/33554432 -2107551359375/33554432 7754690239375/33554432 179847111875/4194304
4899463654375/33554432 5167771806875/16777216 6839801749375/33554432 332750084375/33554432
9776926556875/33554432 187228405625/2097152 -45854493125/524288 -1508554446875/33554432
904169469375/33554432 3451312406875/33554432 -1329833468125/8388608 -637261776875/2097152
4910597506875/16777216 -6020641258125/33554432 2685578304375/8388608 -9084120775625/33554432
952393369375/4194304 -11049136134375/33554432 2976181553125/33554432 -8363045694375/33554432
26485670625/1048576 -2363788513125/33554432 -3938714859375/33554432 -7328897996875/33554432
-1250872293125/4194304 -4069741573125/16777216 -9121839546875/33554432 -7501836914375/33554432
-11199862894375/33554432 -1891097265625/8388608 -6612508328125/33554432 94855038125/1048576
-8540725593125/33554432 -82113559375/4194304 2103095170625/16777216 1459320130625/8388608
166078280625/2097152 7956583811875/33554432 -4554043161875/16777216 -934565023125/16777216
10599614739375/33554432 -8603666478125/33554432 -2240864658125/16777216 -4601928443125/16777216
-7302035871875/33554432 1362879449375/16777216 -9164529033125/33554432 -5026153073125/33554432
7563952236875/33554432 -6043656516875/33554432 434838314375/4194304 443872454375/16777216
4423855270625/33554432 -2965147426875/33554432 7558214864375/33554432 142667686875/4194304
1664471328125/16777216 1836361579375/33554432 5523074696875/33554432 755913808125/16777216
-2994141373125/33554432 2278582048125/8388608 5138820403125/16777216 6574203014375/33554432
14997856875/1048576 7784514635625/33554432 26233836875/8388608 910869743125/8388608
-461029555625/2097152 -955467819375/33554432 -11171450008125/33554432 5131478783125/16777216
-7608999325625/33554432 -3421755356875/33554432 3817953510625/33554432 2755676338125/8388608
9370166154375/33554432 982441273125/4194304 2717614209375/8388608 -433406871875/8388608
-10264592381875/33554432 97780036875/33554432 -8123438429375/33554432 2349474375/1048576
-1342110251875/8388608 -2140395678125/8388608 6017309066875/33554432 -2391986668125/8388608
-2992029378125/33554432 707804721875/16777216 -5775577779375/33554432 -2693982424375/8388608
-8813086779375/33554432 1059029503125/8388608 2507524023125/33554432 7773838359375/33554432
5618808539375/16777216 694324359375/8388608 1781815549375/33554432 -9260921179375/33554432
-3486583709375/33554432 -8099184848125/33554432 -3008075231875/33554432 722067105625/16777216
-3997262498125/16777216 271804361875/4194304 -2164598216875/33554432 4488711875/16777216
6719902491875/33554432 -3992315009375/33554432 -1325368885625/4194304 -2775420775625/33554432
6997824675625/33554432 313174541875/2097152 4159603658125/33554432 -7352663253125/33554432
-8627504026875/33554432 -9266383385625/33554432 3569030033125/33554432 5585609876875/33554432
-10616571325625/33554432 -830909669375/33554432 8976308125/16777216 9564419225625/33554432
-3477870869375/33554432 5286519611875/16777216 1879053636875/16777216 156375891875/1048576
-1553507249375/8388608 -4635408859375/16777216 -10054583285625/33554432 166569155625/8388608
3884894389375/33554432 -2837154851875/8388608 -5665678431875/33554432 82595743125/524288
-3595560063125/33554432 -2066290808125/33554432 2529847381875/8388608 -293609390625/16777216
824936485625/33554432 4264869464375/33554432 -4123338918125/33554432 -1199466694375/8388608
-4773005138125/33554432 1996863211875/8388608 -4930465236875/33554432 105300709375/33554432
4932464925625/33554432 -4789344985625/33554432 -3187487621875/16777216 -6934027118125/33554432
807224631875/33554432 -980678946875/8388608 1719165746875/16777216 10471454629375/33554432
-10422399450625/33554432 5763020729375/33554432 238687639375/1048576 2501424423125/33554432
-588279358125/33554432 7279927456875/33554432 -7187915275625/33554432 -975318230625/16777216
-5665713175625/33554432 5330862050625/16777216 -1232366008125/33554432 8629723440625/33554432
-4091184586875/33554432 2322315291875/33554432 -1852734375/131072 -4456745829375/16777216
4285839346875/16777216 328536995625/33554432 -4170641875/131072 -4718495381875/33554432
-7953911071875/33554432 2773811173125/8388608 5453466496875/16777216 1821951635625/8388608
2375638851875/33554432 103499495625/2097152 541529549375/33554432 4908372504375/16777216
-2114923218125/8388608 -2376945216875/8388608 1790522141875/16777216 -3071046058125/16777216
4948381069375/16777216 422861580625/2097152 -1078790260625/16777216 4954345498125/16777216
-1700732115625/16777216 2893580274375/16777216 -756323699375/4194304 -918192875625/4194304
7071646325625/33554432 -861933245625/33554432 2839216229375/8388608 -835400495625/16777216
-2760516450625/16777216 -1840556669375/33554432 -11321739336875/33554432 2349085553125/8388608
-1965484271875/33554432 383041875/4096 -2903760830625/16777216 -5460833340625/16777216
-7112061870625/33554432 9180860625/131072 -9425378456875/33554432 -2765069199375/16777216
3694223983125/16777216 1118473275625/33554432 11017498220625/33554432 7801583464375/33554432
3722175574375/33554432 1401653941875/8388608 1021542526875/16777216 531551059375/2097152
-3716485440625/16777216 -4592217490625/33554432 -164249675625/33554432 445208866875/4194304
2742732261875/16777216 128341298125/1048576 1199284114375/4194304 -7130354890625/33554432
1060269270625/16777216 5116692905625/16777216 -2132660571875/33554432 -1994487036875/33554432
1286113314375/16777216 -1115433590625/4194304 1661496179375/16777216 -1061563650625/16777216
1297013523125/8388608 1940484135625/8388608 1057027158125/8388608 488624359375/16777216
-1311946939375/4194304 897417048125/33554432 -418052408125/4194304 7968567303125/33554432
-3733185050625/33554432 987258541875/4194304 10127493693125/33554432 -2012048929375/33554432
1374069614375/16777216 8358831543125/33554432 -1431589815625/8388608 -2369904794375/16777216
-9110033896875/33554432 -11062271673125/33554432 3040575513125/16777216 7244896725625/33554432
5657844258125/33554432 8888832914375/33554432 1187199770625/8388608 -610792160625/4194304
-61942655625/2097152 1928163683125/8388608 10219293013125/33554432 3307592579375/16777216
1400132335625/8388608 4407005444375/16777216 2803969576875/16777216 -4011186241875/33554432
-149118719375/2097152 -4274121098125/33554432 985005340625/33554432 -8255671314375/33554432
-2701677941875/33554432 2708722083125/16777216 1287551790625/8388608 7529969470625/33554432
-1805946008125/16777216 643292718125/8388608 -11314505964375/33554432 1418629589375/8388608
10001179506875/33554432 1133330021875/8388608 -4542520795625/33554432 2103954350625/33554432
-1338465388125/33554432 -5055492076875/33554432 -161291038125/8388608 -2149146321875/33554432
-6663940871875/33554432 10378900381875/33554432 -2128878688125/8388608 818303553125/33554432
1042136263125/4194304 5245716509375/33554432 8811370884375/33554432 2500626825625/8388608
-4595938833125/16777216 2488126640625/8388608 47301830625/1048576 -8419822188125/33554432
-102611904375/4194304 -3061871838125/33554432 11056790214375/33554432 4249237411875/16777216
449815781875/33554432 -9845216066875/33554432 -5364974909375/16777216 -288161315625/1048576
2712479911875/33554432 -5698908480625/16777216 -2847034231875/33554432 -1086077693125/33554432
-867789681875/8388608 994625874375/33554432 -173258273125/8388608 -37753058125/2097152
-8811964290625/33554432 -9153303678125/33554432 474968238125/4194304 1422909360625/33554432
-738138183125/33554432 -4620956904375/16777216 -519858693125/8388608 1781701436875/33554432
1674966681875/8388608 -894079693125/4194304 -3430841134375/33554432 5530946461875/16777216
-5870654720625/33554432 -119329109375/2097152 2993361030625/16777216 5834148601875/33554432
159571679375/8388608 523096258125/2097152 334090831875/8388608 -6200116123125/33554432
-1197680929375/16777216 2536422195625/33554432 4898323145625/16777216 8492071168125/33554432
-8353808701875/33554432 11357207223125/33554432 -336905203125/16777216 1446321399375/8388608
294294044375/8388608 -566684406875/16777216 -620087038125/16777216 -3233417010625/16777216
-2586078409375/16777216 3487960071875/16777216 -1861095495625/33554432 7564245423125/33554432
-7377519378125/33554432 -1285505309375/4194304 8073939168125/33554432 673398145625/33554432
-335362559375/16777216 -2600783515625/16777216 -554270666875/8388608 -877393895625/16777216
1622283129375/33554432 219687653125/8388608 5268370475625/33554432 -10284804021875/33554432
-11057002544375/33554432 145311463125/4194304 1405910168125/16777216 -2199041449375/8388608
4277939914375/16777216 385804375/16384 -130084818125/33554432 1532698633125/33554432
1421076654375/4194304 -715563798125/8388608 937834845625/33554432 2875945876875/33554432
8281949170625/33554432 76264305625/262144 -689161926875/2097152 -1692057036875/33554432
610871656875/16777216 2973403370625/16777216 -5044415386875/33554432 1648147991875/33554432
163770403125/4194304 426699500625/16777216 -567767434375/2097152 2764495959375/33554432
3009239434375/33554432 3784419374375/16777216 -190969255625/2097152 -8460107831875/33554432
647990391875/33554432 212937441875/2097152 130344004375/1048576 11261164830625/33554432
-493700516875/8388608 6976709995625/33554432 2534826341875/16777216 -372362591875/4194304
3917827533125/16777216 -2547380331875/16777216 -3061169993125/33554432 -1725348668125/33554432
-513781448125/16777216 2842561170625/33554432 1678546605625/33554432 669265743125/16777216
1407794363125/4194304 1022272379375/33554432 950894904375/33554432 -10103687615625/33554432
-616560345625/33554432 -44193911875/8388608 1036830456875/8388608 1903533190625/8388608
-4208365480625/16777216 -294106661875/2097152 -5158071734375/16777216 3357228520625/16777216
-545583135625/8388608 2832215714375/8388608 1110901773125/8388608 -757634059375/4194304
-4662929713125/33554432 7583936268125/33554432 6075494201875/33554432 8535740895625/33554432
-4809388431875/16777216 4986396511875/33554432 721925665625/8388608 -1609181399375/33554432
5315884455625/16777216 11247815410625/33554432 1226811109375/4194304 5546667254375/16777216
583188835625/2097152 1985281175625/16777216 1704700043125/8388608 -999505023125/16777216
-370676553125/33554432 -1301838463125/8388608 -5880036446875/33554432 7547348506875/33554432
5896760898125/33554432 -7487742256875/33554432 5552534485625/16777216 9668481431875/33554432
-2161931150625/8388608 -3895800675625/33554432 -54895390625/1048576 -180779561875/1048576
-7533911919375/33554432 3485899374375/33554432 87335194375/524288 -1508554786875/33554432
-468182964375/16777216 4611415059375/16777216 1723875171875/8388608 265977335625/4194304
4882736228125/16777216 -270492833125/1048576 1190222200625/8388608 -4141151539375/16777216
-4178116891875/16777216 -1192254231875/8388608 -2401101388125/8388608 302494483125/16777216
-4427799631875/16777216 5840846623125/33554432 -10184104075625/33554432 -5015823341875/33554432
3799867168125/16777216 -8145896555625/33554432 4530455300625/16777216 -760344071875/33554432
2090024529375/8388608 3774773191875/33554432 2467247261875/16777216 1743860945625/33554432
721491740625/4194304 -384922744375/33554432 -8813011320625/33554432 -679133180625/16777216
2497097646875/16777216 2817477989375/33554432 371444379375/33554432 -7405608201875/33554432
1883765824375/16777216 6269302085625/33554432 -3706964335625/16777216 -1399726843125/4194304
4946881435625/33554432 -1266021120625/4194304 -2769884513125/8388608 4898780615625/33554432
-893536691875/33554432 -10246041195625/33554432 -10080028843125/33554432 171746399375/33554432
-1084180811875/33554432 -6140602863125/33554432 8484731141875/33554432 70931596875/16777216
4521390093125/33554432 -4781112523125/33554432 -1401824855625/16777216 -1345262965625/8388608
-2710765334375/16777216 -90259768125/4194304 -8902120050625/33554432 -5095471805625/16777216
-1783563935625/33554432 -51439290625/8388608 -9467038486875/33554432 -3198088758125/33554432
2550971603125/16777216 -9982122421875/33554432 10838298203125/33554432 1622944960625/8388608
-1349588870625/33554432 2816909636875/8388608 -7880777114375/33554432 1657171273125/16777216
2877197098125/16777216 1022564715625/33554432 4027535609375/16777216 5361966036875/33554432
-951094123125/8388608 1940430054375/16777216 409752094375/8388608 2982911895625/16777216
4510320266875/16777216 -5392843774375/33554432 1668904651875/33554432 -2783439059375/8388608
1937457179375/33554432 1452272716875/16777216 -2441759629375/8388608 -1371007128125/16777216
-5157537318125/16777216 1655354568125/16777216 -1251619591875/33554432 4345354051875/33554432
-7091748655625/33554432 2359051909375/16777216 -517740025625/4194304 904538645625/4194304
-10862177146875/33554432 -4906015178125/16777216 930223881875/4194304 321697980625/1048576
-2392265786875/16777216 9211164113125/33554432 -2130294469375/33554432 -2029409095625/16777216
441699918125/2097152 2329736493125/16777216 9655674736875/33554432 -185902724375/8388608
-2692127554375/33554432 -1634989205625/16777216 1335471603125/8388608 -13206821875/4194304
-532915883125/16777216 -3992764021875/16777216 5814516853125/33554432 3614033049375/16777216
-5165126606875/33554432 -1553760039375/33554432 2548256023125/33554432 5553526244375/33554432
-2239894574375/16777216 -758391154375/33554432 1749186450625/16777216 -3878885016875/33554432
-61581703125/524288 -5047376043125/33554432 -338024206875/16777216 -2463060735625/33554432
-681806536875/16777216 6661576851875/33554432 1312363566875/16777216 -4373495256875/16777216
4222933418125/16777216 -7564878418125/33554432 4180473920625/33554432 -3122067711875/16777216
3734234056875/33554432 -3001638968125/16777216 10191865468125/33554432 -4834044658125/33554432
-1442567608125/16777216 -8314996214375/33554432 722277948125/8388608 -3128671723125/33554432
-7535141083125/33554432 4889565106875/33554432 -431069074375/33554432 -8453173786875/33554432
6287612211875/33554432 7056116421875/33554432 -2336039328125/33554432 1096264985625/4194304
-10336280106875/33554432 2919839239375/16777216 114723129375/2097152 2917128440625/16777216
689917215625/8388608 5607849871875/16777216 -11359887443125/33554432 -4588742733125/16777216
6625561140625/33554432 -643423235625/4194304 6931983526875/33554432 -3831731096875/16777216
-511287080625/33554432 1130168191875/33554432 1885046051875/16777216 192909486875/2097152
-10244058336875/33554432 11056289798125/33554432 -106735148125/8388608 8894812706875/33554432
2201879493125/8388608 -5537125855625/16777216 -1024144886875/4194304 2780724520625/16777216
-800085503125/16777216 1882352656875/33554432 -9062814909375/33554432 375196449375/4194304
4908571829375/16777216 -56666004375/4194304 -4292754585625/33554432 -10807031781875/33554432
5489711835625/16777216 -5502025488125/16777216 7389810378125/33554432 1000844453125/8388608
1107483391875/4194304 -4014928196875/16777216 -3951988416875/33554432 -1008991363125/4194304
168679365625/33554432 -9214321565625/33554432 2746062285625/8388608 -1530902243125/33554432
-650221939375/4194304 3355077319375/33554432 231818725625/2097152 5467406050625/16777216
-10431023359375/33554432 4388677298125/33554432 -10591991790625/33554432 7568392296875/33554432
-5446132399375/33554432 -4590049586875/33554432 -1001816045625/33554432 -10992836044375/33554432
-11174285480625/33554432 -1338954116875/8388608 -10734514371875/33554432 1296085748125/33554432
3574116645625/16777216 842665743125/16777216 239292010625/4194304 3198109349375/33554432
-5863305535625/33554432 -5618194116875/33554432 -2317145273125/33554432 10845351970625/33554432
1015241200625/8388608 6356185133125/33554432 -1245118196875/4194304 -6767839155625/33554432
1253683073125/8388608 -2138181173125/16777216 737794294375/8388608 -1359067411875/33554432
1978741020625/33554432 9716860966875/33554432 -3202290180625/33554432 -1055291925625/4194304
4554827095625/33554432 -2044146948125/16777216 3553433893125/16777216 526568571875/33554432
4497231053125/33554432 -3988603951875/33554432 9587865476875/33554432 -10951616718125/33554432
2735687886875/33554432 4174611725625/16777216 4729795643125/16777216 2389549165625/8388608
9924149701875/33554432 -9710370600625/33554432 -8005320113125/33554432 -6150288549375/33554432
-8338243756875/33554432 4842902444375/16777216 1450631005625/33554432 9011681884375/33554432
-856320886875/8388608 -4288587736875/16777216 1622876386875/8388608 -2303603051875/16777216
8530100763125/33554432 -77817043125/33554432 8655609425625/33554432 7125785630625/33554432
-364156925625/4194304 2225537160625/16777216 -10800518741875/33554432 3008733578125/16777216
248131649375/8388608 -3576769899375/16777216 -3524961060625/33554432 -5290658750625/16777216
-800580649375/33554432 2451731914375/8388608 -5134052115625/33554432 11360894480625/33554432
785961201875/4194304 8209772993125/33554432 18113850625/262144 2549357304375/16777216
6173549224375/33554432 -4681685983125/33554432 5044384170625/16777216 -796612105625/33554432
-829850356875/8388608 978992695625/4194304 10686826269375/33554432 -1067739091875/33554432
2778257990625/16777216 1458155056875/8388608 2127740283125/16777216 -9838085735625/33554432
10131613749375/33554432 3883686645625/33554432 -213463485625/8388608 6500148698125/33554432
-5715227099375/33554432 881536646875/4194304 1124206100625/16777216 -1646767464375/16777216
3224725803125/16777216 9230372816875/33554432 -10664121876875/33554432 -3456142744375/16777216
-2198813118125/8388608 5573955208125/33554432 -4758985535625/16777216 -2138874581875/16777216
4515733895625/33554432 1552489841875/8388608 7326250778125/33554432 -5829390195625/33554432
-592940885625/33554432 -6186649934375/33554432 -1723746184375/33554432 3877933378125/16777216
270882558125/16777216 4041388590625/16777216 3972802919375/16777216 4333245568125/16777216
-2585950526875/33554432 2004033301875/8388608 -129022594375/2097152 -2227561180625/16777216
704542103125/2097152 3997216088125/33554432 1453081576875/33554432 -340608504375/2097152
1905152121875/8388608 4747945161875/33554432 5875602379375/33554432 7359141740625/33554432
-1382222198125/16777216 1178250928125/33554432 10333221318125/33554432 -6742338093125/33554432
-8051038659375/33554432 1302998840625/4194304 8790831123125/33554432 2755780654375/16777216
29658380625/8388608 4842718164375/33554432 -1389820560625/4194304 -1498222378125/33554432
