1200
200537885625/2097152 278512408125/8388608 -1285028750625/16777216 138983315625/2097152
1629368484375/16777216 -105702241875/2097152 -1600188579375/16777216 550746748125/8388608
1834093771875/16777216 183448025625/8388608 1021028315625/16777216 -539447690625/16777216
423012256875/16777216 998130931875/16777216 -1863717624375/16777216 8302850625/4194304
149203475625/4194304 816849624375/8388608 -816083461875/16777216 1616576975625/16777216
-78207845625/16777216 71780585625/4194304 315427096875/4194304 -1404796794375/16777216
-150897249375/8388608 286289990625/16777216 -1845688685625/16777216 -188943376875/16777216
1827426358125/16777216 562288239375/16777216 -131432206875/4194304 409929091875/4194304
-589585475625/8388608 -1367327368125/16777216 1409591578125/16777216 -94718686875/1048576
45482683125/8388608 -586521343125/16777216 120106831875/16777216 -37864093125/4194304
-1034744330625/16777216 172062215625/8388608 -87822140625/1048576 -259553593125/16777216
636676535625/16777216 -241349840625/8388608 891087609375/8388608 1915750366875/16777216
-475220420625/4194304 281543015625/8388608 247698046875/4194304 -521229515625/16777216
11683359375/2097152 332017213125/4194304 325246243125/8388608 1515242476875/16777216
845129199375/8388608 -70913623125/16777216 -1473763625625/16777216 1355856099375/16777216
-127826911875/8388608 1142762398125/16777216 602945679375/16777216 1576034236875/16777216
308969023125/8388608 792236480625/16777216 1199489053125/16777216 341057206875/16777216
105228549375/4194304 -1886090375625/16777216 -13263151875/8388608 636208674375/8388608
75028783125/1048576 2009356201875/16777216 1815661618125/16777216 1078877094375/16777216
-199793281875/8388608 132029683125/8388608 -1895151069375/16777216 -1406174259375/16777216
-269987975625/16777216 -219344941875/4194304 -667392965625/8388608 1243384531875/16777216
760545654375/16777216 -207621230625/4194304 -124657378125/8388608 -1053442925625/16777216
-1372063610625/16777216 80501161875/2097152 -485317621875/4194304 -161407284375/16777216
21563146875/524288 -1801709521875/16777216 26630701875/262144 187038324375/2097152
873070370625/8388608 303008803125/8388608 791654911875/8388608 600081538125/16777216
1629273590625/16777216 516471140625/16777216 133377834375/2097152 -1588093044375/16777216
-882905236875/16777216 -57495440625/4194304 172491103125/8388608 -875091226875/16777216
-108649914375/1048576 560411105625/16777216 251621945625/8388608 -93155356875/2097152
-438802550625/8388608 68784133125/4194304 1844820414375/16777216 -243096016875/4194304
419222705625/8388608 94606228125/2097152 397812058125/16777216 -431568534375/4194304
1453397071875/16777216 47996480625/2097152 324855661875/16777216 488339540625/8388608
563689276875/8388608 676819239375/16777216 -450428701875/16777216 -141769895625/4194304
1468774944375/16777216 200600030625/2097152 233305299375/8388608 167782535625/4194304
-1358335381875/16777216 1323271186875/16777216 -757745765625/16777216 312368004375/8388608
38089869375/8388608 1502495199375/16777216 -216563896875/16777216 -160281718125/4194304
965657911875/16777216 191256620625/16777216 -36929338125/524288 287539093125/16777216
-148632485625/16777216 -1100449726875/16777216 -316672104375/4194304 -1801193484375/16777216
-1400198113125/16777216 -510281263125/16777216 -932405750625/16777216 7676821875/262144
-1646415901875/16777216 -1132311684375/16777216 -1176057976875/16777216 -1737542911875/16777216
764825184375/16777216 1598076868125/16777216 -1056383083125/16777216 -1577991729375/16777216
-1817118519375/16777216 403047519375/8388608 390681380625/16777216 -1762180119375/16777216
513688543125/16777216 -540460171875/8388608 116015769375/8388608 -474456729375/16777216
-931693033125/16777216 55975333125/1048576 -424715476875/8388608 681211085625/16777216
-1256131561875/16777216 -1764345523125/16777216 -106955060625/16777216 -359889421875/16777216
-1079876191875/16777216 400476804375/8388608 -256337169375/4194304 -120990868125/16777216
89435105625/1048576 -977838646875/16777216 -569374513125/8388608 -158532279375/16777216
1383041154375/16777216 660743829375/8388608 -267824233125/8388608 351571153125/16777216
801505813125/16777216 -649126640625/8388608 204247816875/8388608 -995363416875/8388608
158094635625/2097152 223672381875/16777216 -1399168055625/16777216 -591707664375/16777216
387480665625/8388608 1419419716875/16777216 355923736875/4194304 412262544375/4194304
57009200625/4194304 -231157310625/8388608 538398898125/16777216 854769669375/16777216
-1966706998125/16777216 154449875625/2097152 1191732748125/16777216 -88969629375/1048576
-689083809375/8388608 80415515625/16777216 90267703125/1048576 -91246449375/8388608
403066048125/8388608 -1711932635625/16777216 1359222444375/16777216 -277167789375/16777216
-293592470625/8388608 11989141875/4194304 -1835481744375/16777216 355351231875/16777216
-1542591751875/16777216 1001884400625/16777216 1094004864375/16777216 -1974672800625/16777216
-276282493125/4194304 928891786875/16777216 786017983125/16777216 61688866875/16777216
-1752254544375/16777216 153582800625/8388608 509108165625/8388608 -376116174375/16777216
722150570625/8388608 132129354375/8388608 -149976496875/4194304 322246779375/8388608
1950825065625/16777216 535738288125/16777216 -666959641875/8388608 -1392925659375/16777216
-901223803125/16777216 -656067343125/16777216 2006650198125/16777216 -1847747780625/16777216
-488655230625/16777216 1389968064375/16777216 1351549940625/16777216 -87264148125/8388608
-1447129299375/16777216 -2006781136875/16777216 1118039251875/16777216 -333869529375/8388608
14198656875/131072 -1639620481875/16777216 118730660625/8388608 -31162809375/2097152
-402417069375/16777216 -694111966875/16777216 -1068470176875/16777216 -1207520113125/16777216
1872605221875/16777216 -1524254023125/16777216 -1565718421875/16777216 -1753527564375/16777216
102235404375/16777216 1173866776875/16777216 832521384375/8388608 -767873911875/8388608
-189471568125/4194304 -127069006875/4194304 -84729976875/4194304 -1913906090625/16777216
-22678404375/2097152 -882175411875/16777216 550838780625/8388608 -451829818125/8388608
-314585649375/4194304 1036413575625/16777216 -697105929375/8388608 269353775625/8388608
-844014170625/16777216 253505308125/16777216 352153228125/8388608 678147481875/8388608
961727806875/16777216 803140948125/8388608 453873219375/16777216 1914042748125/16777216
384422638125/16777216 -464585236875/16777216 -993427194375/8388608 -358685720625/8388608
660512161875/16777216 -383539239375/16777216 -1159775240625/16777216 443644340625/16777216
1133865725625/16777216 111320638125/1048576 37974943125/524288 1432370300625/16777216
978396350625/8388608 -208575208125/4194304 520857256875/8388608 763527320625/16777216
336324721875/16777216 1549777104375/16777216 12521724375/4194304 -333524371875/8388608
-1571268800625/16777216 1792634698125/16777216 -1232922388125/16777216 -296552424375/16777216
1259059111875/16777216 1815792665625/16777216 -604990010625/8388608 -210119049375/8388608
-10664851875/16777216 -13699711875/524288 -110156398125/2097152 283879231875/16777216
38502223125/16777216 704935483125/8388608 1445181631875/16777216 -345890364375/8388608
-525616220625/8388608 -930321583125/16777216 -1833028903125/16777216 19972284375/8388608
-858513804375/16777216 1751363323125/16777216 -170216503125/4194304 -920267098125/16777216
395407989375/8388608 41039743125/4194304 59480049375/524288 -502735723125/8388608
172327693125/16777216 3775426875/32768 -1038553685625/16777216 -625509560625/8388608
-248326303125/8388608 115451101875/8388608 863165938125/16777216 783904801875/8388608
101135506875/1048576 63935848125/2097152 642411028125/16777216 78952164375/1048576
-175309074375/8388608 1008534061875/16777216 -427019968125/4194304 29237135625/262144
1827962068125/16777216 -481321674375/16777216 -584778185625/16777216 489299653125/4194304
493636966875/8388608 -136592765625/4194304 80819011875/8388608 26047959375/8388608
627164945625/16777216 1027668148125/16777216 738344146875/16777216 -585574280625/8388608
249279380625/4194304 817730548125/16777216 -277562713125/4194304 376380628125/8388608
-981978684375/8388608 479578168125/4194304 -95983141875/16777216 314467948125/16777216
-205370191875/8388608 -1074970974375/16777216 163969666875/2097152 922236380625/16777216
251987176875/4194304 -292411081875/8388608 -552521113125/8388608 -910087021875/8388608
-1004672383125/16777216 -1997661901875/16777216 -1826437321875/16777216 1586099806875/16777216
82854331875/8388608 1083359221875/16777216 274971219375/8388608 300576403125/4194304
-432181051875/4194304 100188564375/8388608 498576575625/4194304 870480485625/8388608
396646875/1048576 1282616803125/16777216 -591218533125/8388608 -59324705625/4194304
-1207115773125/16777216 -1870073240625/16777216 -823193825625/16777216 613461290625/8388608
-481362279375/4194304 696934501875/16777216 710910106875/16777216 -78221754375/1048576
-26926839375/1048576 87283966875/8388608 -758575978125/16777216 127311699375/4194304
-1673294750625/16777216 1856744188125/16777216 1821722180625/16777216 281745969375/8388608
447254570625/16777216 -1457527280625/16777216 -278875993125/8388608 -1715014318125/16777216
-254489836875/4194304 -310104474375/16777216 1732834621875/16777216 -609469644375/8388608
28214090625/2097152 25602800625/16777216 -805491054375/8388608 240463648125/16777216
-12872083125/2097152 -1258819288125/16777216 -901911474375/8388608 514430998125/16777216
910250356875/8388608 -1016389284375/16777216 -466162333125/8388608 52923478125/1048576
1025801720625/16777216 -1115611614375/16777216 1877340965625/16777216 1518398559375/16777216
-1023129204375/16777216 -1368144508125/16777216 -1784021128125/16777216 127274578125/4194304
774814820625/8388608 -120621643125/16777216 711619160625/16777216 59476921875/2097152
-1858937608125/16777216 -658264989375/16777216 -1486407110625/16777216 1558320271875/16777216
379077815625/8388608 639860671875/16777216 -1400817388125/16777216 -270344953125/16777216
-1873364968125/16777216 -42461941875/1048576 50442605625/524288 -577493563125/16777216
-272379118125/16777216 -125603983125/16777216 -1964811376875/16777216 67494005625/1048576
949390295625/16777216 207644158125/4194304 1430636506875/16777216 1204521058125/16777216
-42501545625/4194304 -1574433358125/16777216 520226851875/16777216 -494142785625/16777216
-224146201875/2097152 -138491379375/16777216 335589230625/8388608 15345905625/4194304
291190273125/4194304 1952154571875/16777216 19313566875/262144 612978249375/16777216
108652696875/4194304 -1502383310625/16777216 998665813125/8388608 -128291885625/2097152
696426425625/16777216 400413391875/8388608 -350159649375/16777216 236660908125/8388608
-119317678125/2097152 834650004375/16777216 111529501875/2097152 -1748922474375/16777216
-418970716875/8388608 -966098555625/16777216 1682575790625/16777216 -756673569375/8388608
-492592614375/4194304 400682859375/8388608 -286094045625/16777216 21086926875/524288
-43310953125/2097152 951964145625/8388608 571046566875/16777216 -427543003125/16777216
34661319375/4194304 -487873265625/4194304 -180987016875/8388608 976510861875/8388608
-149214620625/16777216 29260880625/1048576 1694758918125/16777216 -1680820224375/16777216
-977107966875/8388608 1459838154375/16777216 -492875431875/8388608 -306943456875/16777216
-872412928125/8388608 -399169415625/4194304 -789549256875/16777216 75812075625/2097152
562992605625/8388608 641291698125/8388608 -82597179375/16777216 527540844375/16777216
-931310904375/16777216 1226877624375/16777216 -1002917101875/16777216 -364151938125/8388608
-24177223125/8388608 815259841875/8388608 -322848834375/16777216 101994879375/8388608
571827136875/8388608 740134805625/8388608 1769946054375/16777216 -1657217023125/16777216
383102120625/4194304 111982726875/2097152 -35203764375/2097152 -1994305738125/16777216
522466089375/8388608 -310494455625/16777216 463704905625/8388608 -1850421553125/16777216
-795982396875/16777216 -587729450625/16777216 -890572321875/16777216 425283073125/8388608
-542628099375/8388608 1961059771875/16777216 87045935625/2097152 1162997075625/16777216
-1794547160625/16777216 19221410625/8388608 -959584291875/8388608 635603761875/8388608
-743978611875/8388608 -1742338873125/16777216 128132630625/4194304 1122665844375/16777216
14940455625/2097152 -39715059375/16777216 -97376293125/1048576 647360184375/8388608
889611286875/16777216 1974059334375/16777216 -678398259375/16777216 1621105408125/16777216
392107734375/4194304 164487699375/2097152 840801178125/16777216 -1244968201875/16777216
566949249375/8388608 502591693125/8388608 -520094270625/16777216 -2240090625/32768
-954403344375/16777216 409111419375/16777216 430197781875/8388608 143557880625/16777216
-463944350625/8388608 438629615625/8388608 -612746833125/8388608 -393833671875/16777216
-305215839375/8388608 -962672529375/16777216 -1854549414375/16777216 614820163125/16777216
247976953125/4194304 923347138125/16777216 23626134375/1048576 1599458240625/16777216
843966875625/8388608 -987723328125/16777216 124307855625/1048576 1103549765625/16777216
12096328125/4194304 -321580419375/4194304 1749010456875/16777216 -100822284375/2097152
-1694774461875/16777216 675718243125/16777216 339776154375/16777216 -815781163125/8388608
1964425378125/16777216 43732524375/8388608 -1531663618125/16777216 839080531875/8388608
-679172263125/8388608 -116615000625/16777216 -606950625/65536 -845681743125/16777216
-901352315625/8388608 207630841875/2097152 -527511290625/16777216 1953218671875/16777216
-1871553200625/16777216 -239834664375/8388608 1018254688125/16777216 -550047230625/16777216
521797648125/16777216 77407396875/2097152 195167911875/4194304 -890301856875/16777216
34194264375/16777216 -1918671354375/16777216 156139228125/4194304 -622174449375/16777216
415794301875/16777216 -174538036875/16777216 832018063125/16777216 -166143125625/8388608
-1033584496875/16777216 966807564375/8388608 662187845625/16777216 -611948461875/8388608
-885033421875/16777216 1890728244375/16777216 83826868125/8388608 855459440625/8388608
1334350670625/16777216 18386281875/262144 321478291875/8388608 -459402519375/16777216
-261290806875/16777216 -217518560625/8388608 588864470625/16777216 1095051148125/16777216
-38859335625/524288 -449325541875/16777216 -1691069855625/16777216 -1506126721875/16777216
-677768094375/16777216 -1364487913125/16777216 -1888118555625/16777216 -1510638718125/16777216
-502826551875/4194304 1957771344375/16777216 1586965254375/16777216 491590156875/16777216
-73160641875/1048576 90024721875/4194304 -1520148560625/16777216 1114288903125/16777216
-181286075625/4194304 768206600625/8388608 289562143125/4194304 -1960766210625/16777216
169340176875/16777216 54277314375/524288 13259788125/262144 -9260615625/131072
-859239185625/16777216 1004313534375/16777216 1542860229375/16777216 -1496069191875/16777216
-148057554375/4194304 -507667794375/16777216 -238780040625/4194304 -20632254375/524288
-1651711265625/16777216 1569089754375/16777216 -440393394375/4194304 295626046875/16777216
-41499148125/4194304 -1998402399375/16777216 169411089375/8388608 -819314949375/16777216
534731326875/16777216 458957968125/4194304 997919600625/8388608 1634440831875/16777216
1257836289375/16777216 -151080069375/2097152 -1071659439375/16777216 -815747214375/8388608
35857171875/1048576 1704434120625/16777216 -534500379375/8388608 -1536727708125/16777216
-459709936875/16777216 -404323228125/8388608 195481779375/16777216 1692384958125/16777216
1769659156875/16777216 282445741875/16777216 22470106875/4194304 1261364203125/16777216
-181917279375/8388608 67910915625/8388608 1559455700625/16777216 -688713946875/16777216
37444925625/524288 -175532023125/4194304 -156460291875/4194304 -176033364375/2097152
979776883125/16777216 -560709853125/8388608 -416113603125/8388608 1243883600625/16777216
1143570643125/16777216 29213619375/4194304 -388261250625/8388608 616401935625/8388608
-298184739375/4194304 -1623696620625/16777216 -43134144375/1048576 821855551875/8388608
370649818125/16777216 109861479375/16777216 778539436875/16777216 1875650593125/16777216
407027979375/4194304 -624760100625/16777216 -118464369375/16777216 -1036682956875/16777216
-875661864375/8388608 -182769196875/8388608 579410964375/8388608 -1974304633125/16777216
-346693985625/8388608 174050461875/4194304 267712966875/16777216 -1818016674375/16777216
-441081474375/16777216 1186817338125/16777216 -744106565625/8388608 -187973994375/16777216
-1950518255625/16777216 -1585947268125/16777216 -147069418125/16777216 -119019804375/16777216
59910305625/8388608 197847478125/2097152 -840803281875/8388608 -987665236875/16777216
80413089375/1048576 219846706875/16777216 -401852619375/4194304 -1561715049375/16777216
-577132734375/16777216 667320369375/8388608 157026943125/16777216 -379126633125/8388608
-1978177284375/16777216 328181491875/16777216 -297911514375/16777216 -322120704375/8388608
390949576875/16777216 1860603916875/16777216 -1896296326875/16777216 -198771429375/4194304
-1647341023125/16777216 46565514375/2097152 250134375/65536 605141938125/8388608
-497081536875/16777216 932543409375/16777216 -25078693125/8388608 -274331795625/16777216
-210338071875/2097152 -6439243125/131072 -808634476875/16777216 -796139484375/8388608
869490406875/8388608 173465034375/16777216 -638461948125/8388608 122584726875/16777216
1906441783125/16777216 1862219630625/16777216 26316721875/524288 721616338125/16777216
1815021909375/16777216 -163013859375/8388608 143402240625/2097152 540222568125/16777216
-56715444375/8388608 -13303171875/4194304 -1759576276875/16777216 -115730255625/16777216
-29843653125/2097152 232586266875/4194304 -1830394745625/16777216 1316070170625/16777216
1356057076875/16777216 -500473820625/16777216 -1438279479375/16777216 -902763305625/8388608
927659218125/16777216 11847706875/1048576 -1854331243125/16777216 1284102005625/16777216
-140195034375/8388608 130914665625/8388608 -92167738125/4194304 -494233006875/8388608
-606171744375/16777216 -283826484375/16777216 369548923125/16777216 -753234973125/16777216
-1252835784375/16777216 1044207020625/16777216 -773787635625/16777216 225619730625/4194304
1366602493125/16777216 215450154375/8388608 246026188125/8388608 -343602178125/8388608
-837644893125/8388608 1342379664375/16777216 -706931214375/8388608 -23793991875/8388608
-502530388125/16777216 -124240471875/1048576 621133558125/8388608 964394896875/16777216
141432013125/16777216 567642065625/16777216 -459935075625/8388608 -356606521875/4194304
11439886875/4194304 -1362500625/65536 -1939621801875/16777216 -172424731875/8388608
-641197948125/16777216 -1282505776875/16777216 386464895625/4194304 -42523318125/16777216
-738134630625/16777216 -1705745953125/16777216 1249319379375/16777216 -29019579375/4194304
-643655435625/8388608 607192599375/8388608 375554150625/16777216 473243278125/8388608
-177700265625/16777216 423936515625/4194304 1053032690625/16777216 337796810625/16777216
-137100628125/4194304 86388215625/8388608 82194965625/16777216 -1501484375625/16777216
-500126458125/8388608 12550951875/4194304 2499526875/2097152 -671828139375/16777216
-591846403125/8388608 -129762178125/8388608 1512909845625/16777216 1578089638125/16777216
-571743583125/16777216 -1199015536875/16777216 -699148093125/16777216 1363254144375/16777216
-406296733125/16777216 221076039375/4194304 -1645962459375/16777216 -103824549375/4194304
154091690625/16777216 1892528525625/16777216 -861502906875/8388608 922089519375/16777216
-22844341875/262144 -417168703125/8388608 480793126875/16777216 -610000115625/8388608
380859001875/16777216 -835246363125/8388608 1396460953125/16777216 800305940625/16777216
-446841294375/4194304 1604837679375/16777216 952146864375/16777216 -751530309375/16777216
280090074375/16777216 -95685279375/2097152 -1817832980625/16777216 309560930625/4194304
415100720625/4194304 -824184748125/16777216 206564848125/4194304 417283378125/16777216
-568171914375/8388608 -340804910625/4194304 738096605625/16777216 -1518822290625/16777216
263063086875/16777216 -226371800625/2097152 265382878125/16777216 -1757422378125/16777216
-769468449375/16777216 -938429353125/8388608 1717563106875/16777216 34382083125/4194304
1237708869375/16777216 -732235340625/8388608 186913539375/8388608 1959598498125/16777216
-398193669375/4194304 -790569421875/16777216 -1963463450625/16777216 -965691091875/16777216
-1277199811875/16777216 30784355625/1048576 -1003283956875/16777216 -411235854375/8388608
602381038125/16777216 1727005798125/16777216 -150320503125/2097152 1105250881875/16777216
485489716875/4194304 13265585625/524288 -945747331875/8388608 -148543348125/2097152
-37617673125/16777216 -521661095625/8388608 -1560231613125/16777216 -1004336146875/8388608
368297938125/4194304 244153261875/4194304 -233495683125/16777216 -751762190625/16777216
-1331955211875/16777216 -935292796875/16777216 -396530630625/4194304 -428888180625/16777216
-25458493125/8388608 -894928130625/8388608 34424521875/2097152 1298802331875/16777216
552466875/2097152 643303250625/8388608 -1177400143125/16777216 862288168125/8388608
818868890625/16777216 487431380625/8388608 -721925435625/16777216 541945370625/8388608
-12517760625/16777216 1423449504375/16777216 -1273998455625/16777216 -235116313125/8388608
197940999375/2097152 1018586188125/16777216 -192136839375/4194304 1184483229375/16777216
-673273741875/16777216 -895726978125/8388608 452150600625/4194304 -1946069124375/16777216
-61219385625/4194304 -307114318125/16777216 428639623125/16777216 -1259321405625/16777216
368942248125/4194304 289038073125/8388608 210359105625/4194304 493316375625/16777216
-569308239375/16777216 -222691201875/2097152 1709157680625/16777216 839540360625/16777216
-884887610625/8388608 177727786875/4194304 -1141604694375/16777216 118927093125/2097152
378254851875/4194304 -78314375625/2097152 -245669784375/2097152 -1063794759375/16777216
-1673136324375/16777216 -563735435625/16777216 -1441536534375/16777216 3174789375/1048576
29798724375/262144 85838476875/2097152 843978714375/8388608 355550536875/16777216
-1266794923125/16777216 -205332643125/4194304 -1089356326875/16777216 52880540625/4194304
-1705208668125/16777216 367128114375/8388608 -412173500625/8388608 -47978806875/524288
783262070625/16777216 -1552726569375/16777216 189470131875/8388608 1582191159375/16777216
926410153125/16777216 1207395309375/16777216 -590545190625/8388608 107149366875/2097152
149216011875/4194304 -720577381875/16777216 -597417425625/16777216 166658904375/4194304
-609342883125/8388608 -274114134375/4194304 29515351875/2097152 789558440625/16777216
-169119425625/2097152 -586323590625/16777216 -13001345625/131072 1163025766875/16777216
3278499375/262144 -549415888125/8388608 -652969603125/8388608 -107867904375/8388608
651504631875/16777216 1955679144375/16777216 999520303125/16777216 36846631875/1048576
247558059375/16777216 1598859748125/16777216 -1534339216875/16777216 59372304375/524288
-230546420625/2097152 -795316160625/8388608 -2433313125/8388608 -1420326091875/16777216
79832311875/4194304 -1409071363125/16777216 -454824099375/16777216 161831120625/8388608
1950469438125/16777216 -1506647210625/16777216 211875185625/8388608 389220215625/4194304
-637168205625/16777216 -1441533046875/16777216 1942580019375/16777216 -587339308125/16777216
172724158125/2097152 -65022958125/1048576 1600796379375/16777216 -1022968891875/16777216
-1407196875/65536 59723154375/8388608 789831286875/16777216 -74305216875/1048576
492327016875/8388608 -27137881875/524288 -1004702671875/16777216 1795041605625/16777216
-1913654143125/16777216 1679889890625/16777216 103477179375/16777216 80518528125/4194304
-28463908125/8388608 -1535980471875/16777216 129149818125/2097152 -14430568125/524288
-429384178125/16777216 860132413125/16777216 1189424218125/16777216 310352221875/16777216
-1067710655625/16777216 -1522248916875/16777216 372085723125/16777216 -292213475625/16777216
1189025701875/16777216 884569378125/16777216 -461598650625/8388608 -277373555625/8388608
-1811502875625/16777216 2003676118125/16777216 966143750625/16777216 -486169441875/8388608
-525454771875/16777216 57512634375/4194304 1020390586875/16777216 1333210239375/16777216
628329448125/8388608 588038143125/16777216 -88274229375/1048576 -369551941875/16777216
-155265616875/2097152 318579118125/4194304 -17003131875/4194304 547555996875/16777216
-963006699375/8388608 -1587380401875/16777216 431892643125/16777216 52529926875/16777216
316759873125/8388608 -332301624375/8388608 1763779164375/16777216 250330651875/8388608
1066911425625/16777216 -327757576875/4194304 1710034786875/16777216 -696833514375/8388608
1742946575625/16777216 -512159960625/16777216 31487446875/2097152 894728195625/16777216
272240956875/8388608 8815280625/8388608 890563531875/16777216 877048156875/8388608
123406543125/8388608 311399994375/8388608 5787376875/262144 882247655625/8388608
-668804788125/16777216 443265418125/4194304 342956240625/4194304 -75624650625/2097152
9830851875/131072 244876876875/2097152 361898953125/8388608 128061481875/2097152
-59508144375/524288 -992445403125/8388608 458765323125/4194304 1526935411875/16777216
-247772386875/16777216 243414388125/16777216 -1496709613125/16777216 -321126759375/4194304
85284740625/4194304 79085274375/8388608 205992155625/4194304 1295406275625/16777216
-1766417896875/16777216 -596757766875/16777216 746567240625/16777216 -794774386875/16777216
-518006844375/8388608 698301845625/8388608 722064815625/8388608 -96914345625/16777216
-162924418125/8388608 -907257980625/16777216 1083732508125/16777216 -26821978125/4194304
-724573100625/8388608 940612696875/16777216 -96921324375/1048576 -618860619375/8388608
927431416875/16777216 527926231875/16777216 1289674194375/16777216 -260016954375/4194304
-93810369375/2097152 -434192761875/16777216 -1799950899375/16777216 -758525135625/16777216
-275145740625/8388608 573079303125/8388608 -378248034375/8388608 -49849389375/16777216
-5486154375/524288 -621891609375/8388608 542548640625/16777216 80409920625/4194304
-2728381875/2097152 166474539375/2097152 -470116370625/4194304 90831864375/16777216
-71976114375/1048576 159953529375/4194304 -318255421875/16777216 -917535016875/8388608
136820885625/4194304 921476656875/8388608 -172852269375/8388608 -17110175625/1048576
61795948125/524288 -1002382906875/16777216 -81697895625/2097152 1050300313125/16777216
897613528125/8388608 -936268501875/16777216 27339061875/1048576 309685880625/16777216
-377433069375/4194304 -230502275625/8388608 438893263125/4194304 -202205143125/8388608
1551598393125/16777216 -437812066875/8388608 729994078125/16777216 770257205625/16777216
1333888610625/16777216 40634739375/16777216 1155920371875/16777216 725832519375/16777216
-1962687845625/16777216 -394512204375/8388608 -1324411599375/16777216 382402006875/16777216
671809970625/16777216 984367644375/16777216 -227515625625/16777216 41108619375/4194304
-358486951875/8388608 1627345550625/16777216 386341006875/4194304 -279931276875/4194304
120988948125/2097152 467151016875/16777216 -989441668125/8388608 -1123043566875/16777216
850324258125/16777216 -1466403024375/16777216 287461820625/4194304 1303730064375/16777216
-1217230696875/16777216 -424521440625/4194304 40445191875/2097152 -45041885625/4194304
-827101741875/8388608 258003403125/16777216 126063433125/4194304 -960230015625/8388608
900044731875/16777216 745777996875/8388608 -118398268125/4194304 -461098730625/8388608
-820834261875/8388608 1002820745625/16777216 824197936875/16777216 -749976294375/16777216
97698253125/16777216 -828141050625/8388608 847502221875/16777216 -1230187096875/16777216
-47259508125/1048576 382685319375/16777216 509498889375/16777216 1342258231875/16777216
203456788125/4194304 72761638125/1048576 1911662210625/16777216 265279291875/4194304
-829986065625/8388608 -74567941875/8388608 -1576407740625/16777216 -1369892289375/16777216
-1998087204375/16777216 -430206676875/16777216 334052060625/16777216 -1924779601875/16777216
-30550794375/1048576 -31214214375/4194304 -877801903125/16777216 105664940625/4194304
-709626230625/16777216 -258400314375/8388608 1934519083125/16777216 -479727834375/4194304
-1660516029375/16777216 1731104671875/16777216 1352920966875/16777216 -1163687589375/16777216
18687800625/524288 -1964547451875/16777216 236876544375/4194304 -1120111381875/16777216
-1799881933125/16777216 1116732601875/16777216 -1405602995625/16777216 -501389244375/8388608
813320263125/8388608 -590652598125/8388608 -1964051765625/16777216 184311575625/2097152
141475468125/8388608 -359987904375/8388608 -33942481875/2097152 -37157938125/2097152
-1793240060625/16777216 1531580109375/16777216 310871570625/4194304 971849019375/8388608
-1032202936875/16777216 -1399424379375/16777216 -371966379375/16777216 474886685625/16777216
12281469375/524288 -376525921875/16777216 -53852694375/1048576 939778306875/8388608
-865111963125/8388608 778807460625/8388608 763295521875/16777216 1307975625/2097152
-538289420625/16777216 445963505625/16777216 -959941595625/16777216 1430436485625/16777216
219703336875/4194304 955033483125/16777216 661581594375/8388608 143710625625/8388608
449674591875/8388608 -57565344375/4194304 160170230625/4194304 -65668929375/16777216
-423551289375/8388608 -265642801875/8388608 -857939446875/8388608 -1734938990625/16777216
147671998125/4194304 -314290145625/4194304 302218651875/4194304 -486442588125/8388608
1621229506875/16777216 381329413125/16777216 -7967263125/4194304 -69688715625/8388608
-771894110625/16777216 28925724375/262144 -694773511875/16777216 -450988689375/8388608
-168314285625/4194304 -854677854375/8388608 759750969375/8388608 164622958125/8388608
104735653125/8388608 263571489375/4194304 190180179375/16777216 710078424375/8388608
-638067838125/8388608 -1444585846875/16777216 1392963958125/16777216 -432162508125/4194304
1908052231875/16777216 -406295881875/8388608 -192395173125/2097152 502678569375/8388608
236201210625/2097152 -1819992099375/16777216 -374933266875/16777216 -1776156639375/16777216
379271353125/8388608 116109556875/1048576 1458746878125/16777216 1087647526875/16777216
1869621485625/16777216 326649375/8388608 -1976419085625/16777216 -1116614626875/16777216
1391260336875/16777216 -505895625/131072 -869726979375/8388608 1542440161875/16777216
361859934375/16777216 1172399341875/16777216 1702969441875/16777216 1660736379375/16777216
-872291458125/8388608 1470742651875/16777216 -79410223125/1048576 -1357612730625/16777216
-1186934566875/16777216 1346037939375/16777216 454904536875/4194304 1990832653125/16777216
82400788125/1048576 163253064375/16777216 872408855625/16777216 564327238125/8388608
-558037438125/8388608 1536318106875/16777216 -1328753863125/16777216 -640643503125/16777216
-994686646875/16777216 789926979375/16777216 52294824375/2097152 278043699375/4194304
-146007511875/4194304 -133392913125/8388608 -104348484375/4194304 -873332240625/8388608
1755786673125/16777216 1603088169375/16777216 125149029375/8388608 620890070625/16777216
819542716875/16777216 -273292044375/16777216 -1771112458125/16777216 -1949186244375/16777216
466593549375/8388608 -373648029375/4194304 -206846458125/16777216 14475395625/262144
283518714375/8388608 681332210625/8388608 472412896875/8388608 -1518544100625/16777216
-1911446626875/16777216 -1598796219375/16777216 177899900625/2097152 416606004375/4194304
888235749375/8388608 -955875778125/16777216 -1111490405625/16777216 -1653467416875/16777216
-977514620625/16777216 286626088125/16777216 -172598559375/4194304 1526237146875/16777216
421045246875/16777216 1106699600625/16777216 322364034375/4194304 3803994375/524288
128458190625/2097152 841457053125/16777216 292397094375/16777216 -3921635625/8388608
-104285930625/2097152 1313269771875/16777216 34693138125/2097152 169058686875/2097152
-1424680505625/16777216 377042015625/16777216 -85781986875/1048576 -3991899375/1048576
