1400
469776216875/33554432 794884890625/33554432 2762164216875/33554432 1413787178125/16777216
-1191322006875/16777216 2355025929375/33554432 233422818125/33554432 -2932736900625/33554432
2143842246875/33554432 275844568125/4194304 2360329960625/33554432 -1705268105625/33554432
1093313143125/33554432 -6649103125/1048576 145845975625/1048576 -2348449761875/33554432
318054235625/33554432 1251118710625/33554432 -554540249375/33554432 154433558125/16777216
1543443243125/16777216 -122523725625/4194304 1081433723125/16777216 -3847344598125/33554432
218326233125/33554432 3680395053125/33554432 -2618676606875/33554432 -3405356241875/33554432
-620234566875/16777216 4227649330625/33554432 562144226875/33554432 -2263229924375/33554432
-925657446875/8388608 459674525625/4194304 -934208130625/33554432 3011285466875/33554432
-682752888125/8388608 -805323684375/16777216 1475890530625/16777216 393079019375/16777216
-1220780141875/16777216 550020625/8388608 804551199375/8388608 -337886189375/16777216
-3256232083125/33554432 822481060625/8388608 3940887295625/33554432 4419740058125/33554432
163115019375/16777216 404997350625/16777216 3424583850625/33554432 -561363499375/4194304
1632506220625/16777216 -832380303125/33554432 -1170072876875/33554432 2697541100625/33554432
4280546020625/33554432 3759420870625/33554432 -3618694821875/33554432 242856070625/16777216
1748012599375/16777216 -197900040625/33554432 -593178735625/33554432 673507428125/16777216
-635494584375/33554432 -1141416381875/8388608 -599718879375/33554432 4415365626875/33554432
-726739339375/33554432 182400194375/8388608 -2261635630625/16777216 66777326875/16777216
1762629973125/33554432 4669695506875/33554432 260548133125/8388608 -2005747576875/33554432
3097649296875/33554432 -4690047595625/33554432 -86094439375/4194304 -187404328125/33554432
-1653230140625/33554432 3869124328125/33554432 -158809433125/4194304 -315440908125/33554432
152308550625/8388608 -3924105635625/33554432 -2117031555625/16777216 -66494378125/2097152
-170476245625/4194304 2094079211875/33554432 -1009986604375/16777216 -3316126489375/33554432
-2246402108125/33554432 580478591875/16777216 1567959868125/16777216 -1077928823125/33554432
224175704375/16777216 46783008125/8388608 1480837185625/16777216 -956892339375/16777216
-1496014559375/16777216 -618708146875/8388608 4183337274375/33554432 1850030371875/16777216
-2855360326875/33554432 -38872789375/33554432 -5799836875/65536 405758819375/16777216
1926088898125/16777216 -580702801875/33554432 -290129660625/2097152 1802493310625/33554432
-999379845625/16777216 2167251996875/33554432 882412689375/8388608 -986198171875/16777216
-842649749375/8388608 -21584898125/262144 -2334325573125/16777216 176691055625/8388608
-3017826634375/33554432 271239381875/33554432 -3182705413125/33554432 2174869134375/33554432
2333421278125/33554432 -310808343125/16777216 -3570445081875/33554432 374043245625/33554432
974075318125/16777216 2109432574375/33554432 4196583103125/33554432 4164835766875/33554432
-1017174676875/16777216 1911965540625/33554432 11924486875/1048576 -790821215625/16777216
3144570620625/33554432 -27112036875/4194304 -259782674375/8388608 -1068998783125/16777216
195555513125/33554432 1160816776875/8388608 -1870280855625/16777216 -3274426054375/33554432
5681930625/262144 -370793688125/16777216 -622429460625/8388608 1337588590625/33554432
1322028203125/33554432 -3101715316875/33554432 2147453039375/16777216 -2194047935625/33554432
-3168940455625/33554432 -681323619375/33554432 -3383774060625/33554432 -1257230848125/16777216
1718329449375/33554432 -3856451256875/33554432 94067124375/8388608 -1273386716875/33554432
1320113755625/16777216 -2525310781875/33554432 357730183125/4194304 4304544076875/33554432
4489104291875/33554432 -4542984333125/33554432 -2971590829375/33554432 981072824375/8388608
3100665920625/33554432 1626494988125/16777216 -1921714983125/33554432 527358881875/33554432
-4624163569375/33554432 -1776910419375/16777216 -262891015625/33554432 4119923766875/33554432
1423270594375/16777216 -1372270773125/16777216 3375384595625/33554432 1039822914375/16777216
1734046286875/16777216 -555928471875/33554432 994016716875/8388608 990947129375/16777216
4464203270625/33554432 -4602676430625/33554432 -654725833125/8388608 564364836875/8388608
-460853290625/8388608 209615275625/4194304 -156518000625/4194304 1456636934375/16777216
609312431875/8388608 1117713253125/8388608 -71712948125/33554432 1437198328125/33554432
-3389831571875/33554432 3906028914375/33554432 1019889014375/8388608 -354416076875/16777216
76041196875/4194304 1928018518125/16777216 2717173720625/33554432 -2093590996875/16777216
3564392006875/33554432 -1123473920625/8388608 -214853226875/33554432 -1887029493125/16777216
899461915625/8388608 4644503189375/33554432 1785242073125/16777216 -3189254044375/33554432
-3001019345625/33554432 -323154505625/16777216 2794030841875/33554432 3517345838125/33554432
43461709375/2097152 1451606244375/16777216 -1159226061875/33554432 -1213080605625/16777216
-2605072666875/33554432 935281869375/16777216 -752102544375/16777216 1112431140625/16777216
1761386064375/33554432 2289975603125/16777216 1505384706875/33554432 -69927659375/33554432
-4424807743125/33554432 342569005625/8388608 -94943533125/8388608 -1236583193125/33554432
-744956480625/16777216 2802716354375/33554432 -1153950739375/33554432 3829926078125/33554432
-411836315625/16777216 516621144375/4194304 3731131061875/33554432 1584559375/65536
-846238920625/33554432 4585057124375/33554432 1763080843125/16777216 1130953744375/16777216
996902808125/16777216 -585065166875/4194304 2125515879375/33554432 -1330470509375/16777216
-534485608125/16777216 -4018224905625/33554432 -4464705100625/33554432 -4068498546875/33554432
345659523125/8388608 -1422088040625/16777216 413457296875/4194304 -302952094375/4194304
3313371534375/33554432 892626336875/33554432 -2793522956875/33554432 -1598935480625/16777216
1832077883125/16777216 -970620223125/16777216 -1844439891875/16777216 -2983384123125/33554432
3439074900625/33554432 -1166086280625/33554432 278798629375/2097152 29509536875/8388608
612064350625/33554432 -2109506984375/16777216 170357989375/2097152 4275025295625/33554432
57593134375/8388608 4391067428125/33554432 -1871842800625/16777216 3797457181875/33554432
310585813125/4194304 218854619375/2097152 -322860111875/8388608 878393359375/16777216
2673777649375/33554432 -65241168125/16777216 2162243225625/16777216 1091326788125/16777216
-910429480625/16777216 -947441271875/33554432 168044235625/4194304 1038137813125/33554432
-1908790288125/16777216 2257262835625/16777216 180552115625/2097152 368967256875/33554432
-1176471375625/16777216 -361589029375/8388608 -3960179216875/33554432 -1710130016875/33554432
-3467809769375/33554432 723204724375/8388608 1343042211875/16777216 -2202569306875/16777216
-3177159111875/33554432 -1541970924375/16777216 847018055625/33554432 -4599450034375/33554432
507377530625/8388608 -3942340311875/33554432 1435443961875/33554432 73042230625/16777216
-2118189040625/16777216 2243673420625/16777216 2317424353125/16777216 -1486712600625/16777216
-76797485625/4194304 -401532656875/33554432 1322131628125/16777216 -2225563256875/33554432
545812369375/8388608 -460109619375/16777216 3007792300625/33554432 -67630303125/1048576
3589411573125/33554432 3745342383125/33554432 3058612388125/33554432 -2753049201875/33554432
-91238415625/1048576 1392331294375/16777216 3734165693125/33554432 -484856693125/16777216
1646459416875/16777216 1302329651875/16777216 -399355613125/33554432 -1779648233125/16777216
-286293126875/8388608 -3526113154375/33554432 -2033526998125/16777216 -792372293125/33554432
-1752746568125/16777216 3395534025625/33554432 -2389264040625/33554432 -1101320093125/8388608
-1016542734375/16777216 -885679641875/16777216 -1704285795625/16777216 3928836419375/33554432
4075508381875/33554432 -926530241875/16777216 -1622815534375/33554432 -623305414375/8388608
4667684949375/33554432 4108463594375/33554432 377017221875/4194304 1205687135625/16777216
-627579281875/16777216 -4204130984375/33554432 719114466875/33554432 902403840625/33554432
2195023061875/16777216 6026470625/8388608 -1259459368125/33554432 476721144375/16777216
96687513125/1048576 4512360873125/33554432 269810611875/33554432 -1322582848125/33554432
-281941655625/8388608 3713911350625/33554432 2112656284375/16777216 502209010625/8388608
3292085348125/33554432 927260525625/16777216 -44136561875/1048576 1917235963125/33554432
-3605611883125/33554432 -3911171131875/33554432 696576164375/33554432 -4187341825625/33554432
623919366875/8388608 -3061813750625/33554432 3195742108125/33554432 1644107119375/33554432
-2933191594375/33554432 -753749775625/33554432 -71632045625/33554432 -995732933125/8388608
835864535625/8388608 -4360646171875/33554432 120114141875/4194304 -1295171679375/33554432
-1113474928125/16777216 739627923125/16777216 2002853689375/16777216 -944797940625/16777216
1076477346875/33554432 3517055171875/33554432 2604394900625/33554432 1015134176875/33554432
38660785625/4194304 2880165850625/33554432 4139244073125/33554432 -60012203125/33554432
-597032699375/16777216 -540891028125/8388608 -3252872958125/33554432 1603943009375/33554432
142949428125/4194304 -582040248125/4194304 1809514643125/16777216 1665530794375/33554432
4134629681875/33554432 2605579344375/33554432 72423780625/8388608 1197212891875/33554432
1723792056875/16777216 -467224471875/33554432 2408834955625/33554432 1058478771875/8388608
-1143189464375/16777216 1978297138125/16777216 244942718125/33554432 127607965625/8388608
2078711954375/16777216 -3705913518125/33554432 826635569375/8388608 -219382646875/16777216
54686296875/16777216 2443594041875/33554432 -470546208125/16777216 -3672966145625/33554432
1967402259375/16777216 604636895625/8388608 138868480625/16777216 -194946583125/8388608
527265081875/8388608 6253183125/524288 -549838891875/16777216 1077732639375/16777216
267587525625/8388608 -972133946875/16777216 -255249491875/16777216 211312093125/8388608
342502426875/4194304 4058734334375/33554432 2024920953125/16777216 689935894375/33554432
-329306674375/16777216 646417279375/16777216 -1005825314375/33554432 -1497595456875/33554432
617002693125/8388608 -60982814375/33554432 -4014353993125/33554432 -4284221930625/33554432
590936005625/16777216 3629750499375/33554432 3953092626875/33554432 924358036875/16777216
4318488125/1048576 -1691811979375/16777216 -4237811930625/33554432 -327785399375/8388608
546208700625/4194304 -411452006875/4194304 -280527743125/16777216 725574495625/33554432
-4099893573125/33554432 385087819375/8388608 -1184282903125/16777216 -1499112619375/33554432
2602794096875/33554432 136587303125/33554432 -658833555625/33554432 527108990625/16777216
-1144564378125/16777216 2299635244375/33554432 443742691875/4194304 -1002673861875/8388608
1137545303125/16777216 -4142587185625/33554432 -137192041875/2097152 -2539654604375/33554432
650391468125/16777216 1411174926875/16777216 -116453771875/8388608 -1152078598125/16777216
-19951684375/2097152 2544920310625/33554432 -2625367093125/33554432 1136114765625/8388608
504605801875/4194304 3756760319375/33554432 371079235625/16777216 3476045435625/33554432
2914745798125/33554432 -440675379375/33554432 1038340139375/16777216 -3255902881875/33554432
-1560522306875/33554432 1782462303125/33554432 784920119375/8388608 1607195095625/16777216
-1769895859375/16777216 1027622203125/33554432 295200171875/4194304 4678278880625/33554432
225507384375/16777216 730355784375/16777216 -2977445533125/33554432 1798841533125/16777216
535318608125/16777216 3557351529375/33554432 3561039628125/33554432 -4232079578125/33554432
-1320191394375/16777216 -3702752589375/33554432 902911751875/16777216 732867349375/33554432
-19553743125/1048576 928597726875/16777216 -130536861875/16777216 320255228125/16777216
-69523969375/4194304 -2614375124375/33554432 4159792704375/33554432 1423570334375/33554432
113807658125/4194304 -602714048125/33554432 -747231244375/33554432 715346638125/33554432
-974445959375/16777216 -764037658125/16777216 -2311678543125/16777216 -950372530625/8388608
379345133125/33554432 464585625/16777216 140101241875/1048576 -2161148145625/33554432
36488956875/33554432 813462925625/8388608 -586776448125/4194304 -323498170625/33554432
285195579375/8388608 878500476875/33554432 -595257971875/33554432 -618044975625/8388608
-1978006585625/33554432 92228863125/33554432 1890944426875/33554432 2119143499375/16777216
-1113113675625/8388608 3777822155625/33554432 1170805208125/16777216 30130489375/1048576
-1890587190625/16777216 -1237999380625/16777216 -4604260749375/33554432 3412126055625/33554432
-2788225698125/33554432 3868210591875/33554432 -326925703125/33554432 -198518831875/8388608
1156320676875/33554432 -4517036759375/33554432 -596086973125/33554432 2209356795625/33554432
-2827320951875/33554432 -766721213125/33554432 -3564872784375/33554432 -687085923125/8388608
4414137013125/33554432 -15252295625/4194304 1037146411875/33554432 -2715992103125/33554432
-239039731875/33554432 -1967736045625/16777216 1529745966875/33554432 -1965529190625/33554432
1381048816875/16777216 -837777749375/33554432 1321304569375/33554432 244509435625/2097152
995411396875/16777216 -1538957310625/16777216 248545136875/4194304 2193790991875/16777216
-3079687454375/33554432 -982268581875/16777216 -3144597745625/33554432 -2212634528125/33554432
4609260079375/33554432 -155559193125/8388608 2674815285625/33554432 4257592355625/33554432
-4642284040625/33554432 -2804216043125/33554432 446969070625/16777216 1995299341875/16777216
-1460188008125/33554432 525528311875/16777216 3111433329375/33554432 955917860625/8388608
-526331071875/33554432 -4500159365625/33554432 2868665953125/33554432 3206598924375/33554432
357568273125/16777216 -2022913563125/16777216 -454578674375/16777216 -839463419375/16777216
-1320894833125/33554432 1529313471875/33554432 4270385581875/33554432 -4026861680625/33554432
330220620625/33554432 -4188732865625/33554432 -89123059375/8388608 4681938436875/33554432
-2047843380625/16777216 -458560256875/8388608 -576940275625/16777216 -2824793374375/33554432
4368086191875/33554432 1773462403125/33554432 1908482611875/16777216 1859554046875/16777216
4074909829375/33554432 842766421875/16777216 701889829375/16777216 2232051609375/16777216
43894983125/33554432 -691693358125/16777216 863276868125/8388608 2566934663125/33554432
2802377003125/33554432 -2997354276875/33554432 -2244726369375/33554432 -570244233125/16777216
1020601264375/33554432 416237976875/4194304 1056418418125/33554432 -225291626875/16777216
-859228269375/33554432 1819789671875/33554432 1925074475625/33554432 -1586333144375/16777216
-1389251635625/16777216 1089076506875/8388608 218879381875/2097152 948357589375/33554432
-470126015625/16777216 -4197351309375/33554432 -2295149548125/16777216 106151066875/4194304
-215307176875/4194304 -718237191875/33554432 -1545771591875/16777216 4103450413125/33554432
1032008875625/16777216 90149591875/2097152 890380920625/8388608 -428611386875/16777216
-935852299375/33554432 -2964116885625/33554432 1651401443125/16777216 4524793284375/33554432
-2383766398125/33554432 1438164931875/33554432 -2388517656875/33554432 963751079375/16777216
2021318079375/16777216 -2154312006875/16777216 1120062129375/33554432 37838784375/2097152
1625819750625/33554432 -4447577526875/33554432 -4195906798125/33554432 -3150788029375/33554432
124592304375/4194304 -4142119323125/33554432 1043063459375/16777216 81689374375/1048576
-2764162401875/33554432 -1711796778125/33554432 2346631791875/16777216 2163303813125/16777216
289165471875/8388608 570047874375/33554432 -476085596875/16777216 3474589794375/33554432
553382851875/33554432 364199250625/33554432 1530892120625/16777216 -1142793290625/8388608
103573238125/1048576 -1850441683125/16777216 -1550848726875/16777216 -1035080099375/33554432
1529501255625/16777216 -971336148125/16777216 1041559535625/16777216 -3247362829375/33554432
-1156933299375/16777216 1336927746875/16777216 558162836875/16777216 570027723125/8388608
957597283125/16777216 17992620625/1048576 1083150298125/33554432 85736984375/8388608
-1000306558125/8388608 -1337125260625/33554432 -2638379069375/33554432 4109962390625/33554432
-4494406875/16777216 1928639496875/33554432 -4188685948125/33554432 2588847139375/33554432
-2043351401875/16777216 1110702289375/16777216 -2266750714375/33554432 981400398125/16777216
780220100625/16777216 -316908466875/4194304 287678479375/8388608 -3290640740625/33554432
1099786568125/16777216 478252044375/4194304 26281259375/33554432 -4120388855625/33554432
59652184375/16777216 17533735625/2097152 -672516166875/16777216 260406794375/4194304
117904565625/16777216 -26544704375/2097152 -3348683349375/33554432 -229074575625/8388608
133236280625/33554432 1370100116875/33554432 -1037213471875/8388608 -91338673125/4194304
1731430194375/16777216 4459208788125/33554432 -62433100625/16777216 -1133086696875/33554432
3521836154375/33554432 200636279375/16777216 -388568604375/33554432 -635630270625/33554432
1540420161875/16777216 3017467534375/33554432 2628935308125/33554432 2467679983125/33554432
-713855235625/33554432 -3791796640625/33554432 4506582600625/33554432 -2157475823125/16777216
174400104375/33554432 -3460028998125/33554432 3061028508125/33554432 -21109375/2097152
440877206875/8388608 -4032033831875/33554432 -1546388003125/16777216 -32030368125/1048576
-452989534375/4194304 3407830549375/33554432 2966212125625/33554432 -383247405625/33554432
2603961591875/33554432 -1058276620625/33554432 2037371520625/33554432 3996492539375/33554432
-2752349779375/33554432 -590218125/16777216 -893751963125/16777216 -2859769399375/33554432
636491734375/16777216 1059070639375/33554432 194993036875/16777216 4652161583125/33554432
-689206336875/33554432 -4159787638125/33554432 -1309843626875/33554432 3414699955625/33554432
-3386474398125/33554432 -2196380186875/33554432 -1967246115625/16777216 4613963309375/33554432
-1210577143125/16777216 -3199201333125/33554432 3238363156875/33554432 -1149987943125/33554432
-1136866801875/8388608 -2213824606875/33554432 658398125/33554432 2101565099375/33554432
-1219849325625/33554432 -447939165625/4194304 4595984763125/33554432 -2279848379375/16777216
-2174710820625/16777216 188107609375/2097152 -3426634045625/33554432 1524733056875/33554432
2963720300625/33554432 -396615349375/16777216 4244135896875/33554432 -1351812415625/33554432
2213264685625/33554432 478414190625/16777216 -514391250625/8388608 -219729111875/4194304
-4599829644375/33554432 -2096205339375/33554432 -841696340625/16777216 2101630916875/16777216
-393222606875/16777216 2981485250625/33554432 -3225235523125/33554432 -483147231875/33554432
445936019375/8388608 759603315625/16777216 1786827695625/33554432 70175249375/524288
971182743125/8388608 -507251469375/33554432 820518951875/16777216 -273004641875/4194304
-992627251875/16777216 960702911875/8388608 4133554368125/33554432 3889427933125/33554432
-3000429385625/33554432 -133402093125/16777216 -673913638125/16777216 1399587520625/33554432
-706043463125/16777216 -946023028125/8388608 -994524706875/8388608 -3934111391875/33554432
-981937910625/16777216 4616791055625/33554432 320320993125/16777216 -668149041875/33554432
20078209375/262144 -2464014704375/33554432 -377516531875/33554432 4036084198125/33554432
-1739219041875/33554432 -2127686465625/33554432 2578089688125/33554432 353330936875/33554432
-1140601555625/33554432 -2845223539375/33554432 -27388449375/524288 1214621463125/16777216
262774246875/8388608 -1534347346875/33554432 -1131010706875/16777216 -112079760625/33554432
-73160845625/16777216 -716115185625/33554432 -4067695620625/33554432 -3309862399375/33554432
2122246896875/16777216 35946693125/4194304 -415492021875/16777216 -392313236875/4194304
-1552148775625/16777216 -1600799606875/33554432 1443091321875/16777216 713829703125/16777216
1162807393125/33554432 2144100398125/33554432 -38807024375/16777216 -2591443894375/33554432
-395187314375/16777216 -279536586875/16777216 -1094938665625/16777216 -855240553125/16777216
-1088371361875/33554432 -1321479928125/33554432 1962544941875/16777216 -99192865625/1048576
-378142008125/16777216 4524074043125/33554432 -262035571875/8388608 -150098204375/4194304
-283916784375/16777216 -2167429096875/16777216 3936857351875/33554432 198736173125/2097152
3285936154375/33554432 -1260788685625/33554432 -3579313775625/33554432 -493530550625/33554432
375378189375/16777216 -2313265994375/33554432 3447911114375/33554432 822867478125/33554432
3071856983125/33554432 -873022285625/33554432 223988288125/4194304 144243859375/4194304
2725886979375/33554432 -306291374375/8388608 855374821875/33554432 -4558481676875/33554432
-3149435314375/33554432 1733336705625/16777216 -1344934294375/33554432 -2294673775625/33554432
-1800154768125/33554432 -569726959375/8388608 106089466875/2097152 4614727123125/33554432
413935834375/16777216 3521525249375/33554432 674220176875/16777216 -3044816473125/33554432
-1015233419375/16777216 -857500301875/33554432 2025186891875/16777216 -1259102166875/16777216
-1271104043125/16777216 -1295931875/65536 155009369375/2097152 214516719375/16777216
610868680625/16777216 -463609094375/16777216 -78978738125/4194304 -2311230245625/33554432
-2241686549375/33554432 1300959585625/16777216 388863181875/4194304 4356733898125/33554432
-1114410880625/16777216 21924765625/16777216 -1328872208125/33554432 -346393455625/8388608
-182348123125/2097152 3939325481875/33554432 -1126894636875/33554432 1713682298125/33554432
-1614977258125/33554432 1488407361875/33554432 4110651881875/33554432 125926985625/4194304
4185071865625/33554432 -974059620625/33554432 -430067456875/16777216 1756868640625/33554432
-1881002851875/33554432 84167741875/4194304 -4041544154375/33554432 830111191875/33554432
-3464051775625/33554432 -393880335625/8388608 3504597324375/33554432 -33039969375/2097152
1100884693125/8388608 -704749845625/33554432 260882129375/33554432 -912695896875/16777216
-3971210866875/33554432 3034510163125/33554432 1782170674375/33554432 2185555010625/16777216
972340403125/8388608 -3651310665625/33554432 -1351557011875/33554432 544018890625/33554432
-455178303125/8388608 -1308806655625/33554432 -3889028486875/33554432 -4241354604375/33554432
2384563470625/33554432 1763894855625/33554432 1096331158125/33554432 740371953125/8388608
-1858156969375/16777216 -3856129213125/33554432 2625834500625/33554432 631827669375/16777216
656734036875/8388608 -1018278716875/8388608 -4185479755625/33554432 -2081397040625/33554432
4110839674375/33554432 4126825049375/33554432 1791859374375/33554432 183167280625/4194304
-260758465625/4194304 2776611919375/33554432 -1418864304375/33554432 1157380984375/8388608
-435953730625/16777216 80717564375/1048576 -2138390323125/16777216 715787200625/8388608
399722281875/8388608 -3607295706875/33554432 -835791823125/8388608 414983918125/33554432
1803585284375/33554432 -12556324375/16777216 -490126398125/16777216 200373875625/33554432
2860392163125/33554432 -754552448125/16777216 -2571616674375/33554432 354380683125/16777216
2288264199375/33554432 3042157304375/33554432 -775722600625/8388608 -2921236294375/33554432
931068368125/16777216 488463775625/16777216 2144085724375/16777216 -1424950454375/16777216
-132754094375/2097152 -2683403296875/33554432 1110770749375/33554432 2528150305625/33554432
1579712159375/16777216 -522263958125/8388608 -539876841875/16777216 -1766889263125/33554432
579663196875/8388608 3460581849375/33554432 -743361084375/16777216 -6008121875/1048576
-2974811328125/33554432 2629488631875/33554432 2876078428125/33554432 -1084655875625/16777216
1840044714375/16777216 2589921508125/33554432 -1102041539375/16777216 1699394046875/16777216
1542875945625/33554432 -748062590625/16777216 -4194551536875/33554432 -2427605980625/33554432
-1293567069375/16777216 1240902569375/33554432 -3500798861875/33554432 1308257111875/33554432
2796189353125/33554432 1353463488125/33554432 1977879028125/16777216 1616927921875/16777216
-1699499090625/16777216 906524408125/16777216 646803049375/16777216 2638708148125/33554432
-835419755625/16777216 -1732825189375/16777216 -174599744375/16777216 30657116875/262144
2618080889375/33554432 2520034103125/33554432 -1622339359375/16777216 -1174663275625/33554432
838457160625/33554432 674789215625/16777216 -369267303125/4194304 1709317903125/33554432
2099581526875/33554432 1921937346875/16777216 1435520156875/16777216 -3230101975625/33554432
-1025342530625/8388608 -47851566875/2097152 2255207889375/16777216 2362048005625/33554432
-3020328478125/33554432 -472682328125/33554432 -1551832786875/16777216 -1323217284375/16777216
-3057690269375/33554432 4549726943125/33554432 -2155402151875/33554432 -2712858334375/33554432
-1962819831875/16777216 425450825625/4194304 -47733774375/4194304 253440954375/16777216
-2969443885625/33554432 -854530149375/8388608 -222490865625/4194304 -1909545308125/16777216
383023178125/16777216 1916966043125/16777216 1040568265625/16777216 -133532590625/1048576
1864316068125/16777216 1129832641875/33554432 -4359051073125/33554432 -1773348189375/33554432
595729658125/8388608 -3126151013125/33554432 382965244375/33554432 -99660964375/2097152
413164495625/4194304 269284316875/4194304 -438135761875/4194304 -3439116568125/33554432
1665700841875/33554432 1224495138125/33554432 2328258489375/16777216 2214033653125/16777216
-2969483024375/33554432 -2028898309375/33554432 101300941875/33554432 -942056040625/33554432
-2964323919375/33554432 -1938159164375/33554432 -2109846519375/33554432 -1460801488125/33554432
1463354545625/33554432 -4593474274375/33554432 -2166399396875/33554432 -1580670231875/16777216
2383449009375/33554432 2676173959375/33554432 47906901875/33554432 3242838641875/33554432
2620667538125/33554432 -646301858125/33554432 -3582947195625/33554432 795762883125/16777216
3124699274375/33554432 2847042401875/33554432 1782392513125/16777216 3501817414375/33554432
4165970624375/33554432 622743909375/8388608 304980668125/16777216 -785941786875/8388608
-3588613520625/33554432 -1116350510625/33554432 2876569863125/33554432 -122155928125/33554432
-1006663931875/8388608 2024841993125/16777216 4460970469375/33554432 3129432149375/33554432
72300624375/1048576 325325275625/16777216 270042941875/16777216 2233336135625/33554432
1348921188125/16777216 -680924724375/8388608 -1502119653125/16777216 -4094412870625/33554432
844257264375/8388608 -1041053663125/33554432 -270380989375/33554432 213192406875/2097152
61314894375/33554432 1036222324375/8388608 430030505625/4194304 -676468559375/33554432
2351877539375/33554432 1579605286875/33554432 42174269375/524288 -524707028125/33554432
1659024478125/33554432 -1527614808125/33554432 -3786001209375/33554432 -2626004320625/33554432
-2826688711875/33554432 -536518486875/8388608 175277003125/8388608 -1160917288125/8388608
-1893303829375/16777216 113940640625/1048576 1392456795625/16777216 504689731875/33554432
389578791875/16777216 4660218434375/33554432 1286463521875/33554432 -255100496875/16777216
3671542293125/33554432 -2257158413125/33554432 1121907731875/33554432 1830409065625/16777216
-2454160961875/33554432 49718020625/524288 -2187658930625/33554432 -1584470435625/16777216
-31099490625/33554432 -2104998931875/16777216 155496236875/8388608 3275487368125/33554432
-1042962160625/33554432 3684671956875/33554432 -1537314235625/33554432 -4283653670625/33554432
-4303316075625/33554432 -1985063994375/33554432 663654796875/16777216 -387329341875/8388608
-1170147488125/33554432 2196831949375/33554432 2240173788125/16777216 3280200363125/33554432
-2293428571875/16777216 -839298971875/8388608 1062200916875/33554432 120983751875/33554432
-179514400625/33554432 2860874515625/33554432 1695553496875/16777216 -1911189126875/33554432
937581579375/33554432 1984545854375/33554432 511652544375/33554432 -4094253130625/33554432
948062224375/33554432 3950905170625/33554432 2092915750625/33554432 91620379375/2097152
-789064215625/33554432 1638496969375/33554432 -3757591201875/33554432 -1259281419375/16777216
1494630090625/16777216 -1982260100625/16777216 -2539104561875/33554432 -402556354375/4194304
-489582944375/16777216 -1158870260625/33554432 -1141695393125/8388608 -2717154628125/33554432
2044075158125/16777216 2293032520625/16777216 -915920735625/16777216 -1848529624375/33554432
469656105625/16777216 -1821469269375/16777216 1686581693125/16777216 3873460381875/33554432
387095121875/4194304 4480294100625/33554432 1967149305625/16777216 -1261159939375/33554432
-2222420151875/33554432 -203637511875/16777216 -3419876989375/33554432 -1041677345625/33554432
1064737148125/8388608 653670145625/16777216 -1938943313125/16777216 285693349375/2097152
-4624861101875/33554432 952137816875/8388608 -920507783125/8388608 -756993873125/8388608
912261791875/33554432 1368481734375/16777216 747817459375/33554432 350946395625/4194304
-368239195625/4194304 -1705314830625/33554432 2040449936875/16777216 -1311126394375/33554432
-1444703964375/33554432 -3874945633125/33554432 -1048119270625/8388608 -560530683125/4194304
903645106875/33554432 3210580585625/33554432 510765215625/8388608 142973193125/8388608
1258763226875/33554432 -4200244951875/33554432 -65209020625/16777216 349288069375/16777216
925614370625/16777216 724083259375/33554432 2250012655625/33554432 29777496875/2097152
-943845643125/16777216 -2337916161875/16777216 -3245281624375/33554432 1079168873125/33554432
2675172163125/33554432 920192651875/8388608 -4357963378125/33554432 -2555548638125/33554432
-3606288625625/33554432 -707036780625/8388608 -1672475660625/16777216 1180690258125/33554432
1810267799375/16777216 -2060172576875/33554432 1617780259375/16777216 2907350446875/33554432
2607242754375/33554432 1373867665625/16777216 1136857666875/8388608 978908258125/16777216
1316290075625/33554432 -4118854184375/33554432 1216781969375/16777216 3344901875/32768
-4183726264375/33554432 -2699271325625/33554432 1300118701875/33554432 -349797608125/4194304
-757824090625/16777216 -4136957558125/33554432 19365758125/4194304 1270107540625/16777216
-3140701309375/33554432 -778764818125/8388608 3955735616875/33554432 3366653119375/33554432
-210824315625/16777216 4456542339375/33554432 3302965098125/33554432 4642458725625/33554432
-1745415275625/16777216 87392046875/8388608 3808124665625/33554432 -259765568125/4194304
1054130433125/16777216 -3360971429375/33554432 1469060936875/33554432 1103066531875/16777216
1910557709375/33554432 2323867730625/33554432 -1564163619375/33554432 -1188491950625/16777216
-4432511881875/33554432 -200815120625/2097152 -1164340681875/8388608 -17021116875/2097152
-855467283125/16777216 9930615625/262144 333026378125/33554432 1277555409375/33554432
719982773125/16777216 1332778995625/33554432 1051071966875/33554432 -898039655625/8388608
-848264186875/33554432 1015988001875/16777216 1488119408125/33554432 4197849779375/33554432
-731600200625/33554432 551694390625/33554432 -932472891875/16777216 -3302843814375/33554432
895590101875/16777216 1556406446875/33554432 -465929043125/8388608 3486992446875/33554432
-2325126601875/16777216 1457715415625/33554432 2967837648125/33554432 -1687458941875/16777216
-1132649555625/16777216 262632444375/2097152 -190832656875/16777216 1753602160625/33554432
3502337330625/33554432 3173671020625/33554432 990982348125/33554432 1154589498125/16777216
-1039965338125/16777216 805175205625/33554432 1733859080625/33554432 -1907085306875/33554432
-99666730625/1048576 492191319375/8388608 1642157925625/16777216 469472618125/16777216
1748109111875/16777216 -735442754375/8388608 -1049329780625/16777216 -2651604598125/33554432
3985494533125/33554432 1268154864375/16777216 -749432298125/33554432 1788211341875/33554432
238018554375/16777216 -1963154799375/33554432 927850214375/33554432 -4403397070625/33554432
