2200
-36022160625/262144 3136405971875/16777216 -4651437360625/33554432 3536870583125/16777216
-119870664375/1048576 1799170800625/16777216 6510615849375/33554432 366005399375/33554432
1979480559375/33554432 5088123761875/33554432 873776344375/4194304 264530743125/2097152
-6654153543125/33554432 -5336050273125/33554432 -4489830159375/33554432 73743993125/524288
-5933753574375/33554432 189449803125/33554432 83598191875/1048576 -2693663891875/16777216
1551095995625/16777216 -75759798125/2097152 1038390216875/16777216 1653133948125/16777216
898484888125/16777216 -2283522635625/33554432 1559431933125/8388608 -5086601788125/33554432
214402148125/16777216 -4828253258125/33554432 1588549950625/16777216 269527561875/4194304
-222321625625/16777216 -6799405559375/33554432 -879533345625/33554432 2560971084375/33554432
-3273861545625/16777216 -3138422766875/16777216 -7025387716875/33554432 269858469375/33554432
-2437161285625/33554432 -209956113125/4194304 -4020612371875/33554432 1038771366875/8388608
2391202336875/33554432 -380129825625/8388608 3219357631875/16777216 -1947653145625/16777216
-2658404375/4194304 -4439552473125/33554432 5310111008125/33554432 1550219611875/8388608
7099732000625/33554432 -492312968125/33554432 2340658395625/33554432 -2420400901875/33554432
-1069116420625/33554432 -622424488125/4194304 534627864375/4194304 2620473191875/16777216
-689585496875/8388608 915396026875/4194304 2506403975625/16777216 -1250189964375/8388608
-5890863570625/33554432 -5148291616875/33554432 5476833594375/33554432 4578926749375/33554432
1201277900625/8388608 -3284091779375/16777216 -6689903941875/33554432 1981435809375/16777216
-2548608926875/16777216 -1445510391875/33554432 -1024565980625/33554432 70539679375/16777216
-657319196875/33554432 66672340625/16777216 1624069514375/8388608 -6683390085625/33554432
537109863125/8388608 3980838125/2097152 -5451222871875/33554432 297204923125/16777216
3104537528125/16777216 711507424375/4194304 -822258325625/16777216 -1634283729375/33554432
-216076623125/33554432 -6956546925625/33554432 1601058916875/8388608 -1431378526875/33554432
-460303820625/4194304 -5919630701875/33554432 -3313138125/8388608 -2426611034375/33554432
-1574764090625/16777216 254062648125/4194304 2565963599375/16777216 385001931875/16777216
-168693834375/2097152 1373780959375/33554432 1677862649375/33554432 -2079962685625/16777216
3943777564375/33554432 -4451769911875/33554432 -8620665625/16777216 4655306748125/33554432
-91786811875/33554432 -156079914375/16777216 -2603430823125/16777216 -1006141461875/8388608
976540351875/8388608 -2876117578125/16777216 -2457052791875/16777216 -60012019375/16777216
-3077614409375/16777216 6004545270625/33554432 -192675126875/8388608 396382628125/16777216
1039575521875/16777216 -5832689603125/33554432 -3832041393125/33554432 -3687633791875/33554432
1713236751875/8388608 -1841931884375/16777216 -1761291090625/33554432 -1824609180625/16777216
-1218833611875/33554432 5258107820625/33554432 1077141181875/8388608 -4394155844375/33554432
-2180614418125/33554432 1940729553125/16777216 1667294413125/8388608 4374019395625/33554432
-2554506123125/16777216 3293228805625/16777216 2382754790625/16777216 -2813191624375/16777216
-906226701875/16777216 1566454016875/8388608 -1316334958125/33554432 -670621840625/16777216
-111574698125/8388608 6063425369375/33554432 -4587156358125/33554432 3034475984375/16777216
-5312188880625/33554432 857034674375/4194304 -819333370625/8388608 -487717374375/4194304
-3001713240625/33554432 1782687300625/8388608 378685388125/16777216 288775416875/2097152
-1487428628125/33554432 -2510640405625/33554432 -5151824101875/33554432 -7208166425625/33554432
295483808125/16777216 546502955625/8388608 52025964375/1048576 -7335021010625/33554432
2389784560625/33554432 -430205070625/16777216 -633667794375/4194304 958271221875/33554432
-1580377541875/8388608 -512573263125/33554432 311676041875/8388608 4743805625625/33554432
2143641603125/33554432 211672374375/2097152 54318171875/2097152 -1688837734375/16777216
-1068556603125/16777216 1905372816875/33554432 204008660625/8388608 1463926014375/33554432
1695817591875/33554432 2288133794375/16777216 1402055703125/16777216 -3149997118125/16777216
-1426646560625/16777216 -1686912280625/8388608 823250594375/8388608 1739209965625/8388608
1253361553125/8388608 6253841006875/33554432 6955174304375/33554432 -1427237411875/8388608
-308165873125/16777216 377731440625/2097152 274976975625/16777216 -1671229003125/8388608
1489902693125/16777216 -3198081321875/33554432 -1771647123125/16777216 -6874983355625/33554432
-1370286108125/16777216 5230138065625/33554432 607283785625/4194304 5167783919375/33554432
-65202369375/4194304 -2170619928125/16777216 -44911315625/524288 1362604986875/8388608
1259125071875/8388608 1728901989375/16777216 1816705130625/33554432 682936093125/4194304
2487449889375/33554432 -2463489923125/33554432 975709095625/33554432 2965033025625/33554432
1127392894375/8388608 -31352206875/33554432 1188795966875/16777216 -573166378125/33554432
-2241906885625/33554432 -1441882413125/33554432 1493926850625/8388608 -2620426538125/16777216
107511696875/8388608 1328752376875/16777216 -1390831206875/8388608 -5377844539375/33554432
-660169626875/16777216 6892557849375/33554432 333774753125/2097152 451770391875/33554432
3520183033125/33554432 -3287664125625/33554432 -2692365396875/16777216 2219845560625/33554432
5094168358125/33554432 2151971366875/33554432 -4194188205625/33554432 -682087663125/16777216
3931732495625/33554432 -1071156989375/8388608 6013091569375/33554432 -5519443070625/33554432
-2145370583125/33554432 -789925049375/16777216 -2249637988125/16777216 3701427186875/33554432
2396757749375/33554432 -2455764320625/16777216 -3151901658125/16777216 -3262606606875/33554432
522180841875/8388608 -560516694375/4194304 -907953426875/8388608 424741879375/16777216
-1062853336875/8388608 -1816152339375/8388608 3490610509375/16777216 -7077817663125/33554432
-479818535625/16777216 -1285877539375/16777216 795266484375/8388608 -5927874693125/33554432
-5129804233125/33554432 1723883060625/33554432 1612922403125/16777216 3596280730625/16777216
5068263275625/33554432 3622600581875/33554432 4031770551875/33554432 1773157216875/8388608
-6807055564375/33554432 -6379997256875/33554432 13261551875/131072 488482754375/16777216
2442281524375/33554432 102258866875/33554432 3411587238125/33554432 86358710625/8388608
1893477471875/16777216 -3172916704375/33554432 -6582128856875/33554432 -2604065990625/16777216
-7306482541875/33554432 -581199210625/33554432 -1620400643125/8388608 -3979599861875/33554432
1809162595625/33554432 -6724397576875/33554432 -4192519189375/33554432 4998532818125/33554432
2036599131875/33554432 -835613920625/16777216 -103224226875/524288 3863362009375/33554432
-3342432561875/16777216 4902709783125/33554432 313686635625/16777216 3439046359375/33554432
-2222730406875/16777216 1836513408125/16777216 -4932080278125/33554432 1260769888125/33554432
-2035852080625/16777216 1028779516875/33554432 -115361530625/33554432 2609609853125/33554432
-1058630684375/16777216 606474075625/33554432 -6793858809375/33554432 7029910669375/33554432
40928270625/4194304 2353012908125/33554432 3393292038125/33554432 2074673638125/16777216
-4305136873125/33554432 452893533125/16777216 7039798294375/33554432 -590977193125/4194304
-3168507945625/33554432 1031883263125/8388608 -5388351024375/33554432 157083265625/2097152
3492104309375/33554432 189375209375/33554432 1119322909375/33554432 -1645733491875/8388608
4092139115625/33554432 1907071670625/16777216 33218769375/16777216 -1799566498125/33554432
459270549375/16777216 -447402773125/4194304 3927655991875/33554432 -463379599375/4194304
-3443107050625/33554432 6552320300625/33554432 -1886296108125/33554432 -5056061415625/33554432
835957863125/4194304 666313635625/16777216 412313103125/4194304 1080641258125/16777216
-2048352755625/16777216 -3419258968125/33554432 -6679564038125/33554432 -172017360625/1048576
-361173800625/33554432 2145644153125/16777216 -1386158516875/33554432 -4968377541875/33554432
7013524560625/33554432 46907238125/4194304 -1055447545625/16777216 -1740592280625/8388608
384830386875/4194304 3976203556875/33554432 6672684033125/33554432 291038048125/8388608
-18063505625/131072 791435871875/8388608 230306401875/1048576 -2794861018125/33554432
1677670658125/8388608 121438576875/16777216 -1231527405625/16777216 -230374285625/4194304
210695409375/4194304 6906190630625/33554432 672680944375/8388608 2620920451875/33554432
-11091389375/4194304 -3464809596875/16777216 -230326284375/4194304 1265656033125/8388608
-4957214865625/33554432 5719295058125/33554432 -275586128125/8388608 6400964618125/33554432
-590838620625/16777216 -658221196875/33554432 -3033249333125/33554432 -2983048179375/16777216
7012674879375/33554432 3111224758125/33554432 5037788394375/33554432 3013440601875/33554432
-5306481393125/33554432 -1480657426875/16777216 -3299348476875/33554432 3261249825625/16777216
4439298510625/33554432 664800241875/8388608 -1265122643125/8388608 6971509813125/33554432
-2614306550625/33554432 1323104138125/33554432 4870466734375/33554432 -523027401875/33554432
4802029945625/33554432 -363894829375/2097152 -3035845608125/33554432 -2087950844375/33554432
-85182645625/33554432 -418633070625/4194304 -2598701235625/16777216 747204693125/4194304
1060735781875/33554432 788103724375/16777216 -1271350251875/16777216 818959054375/4194304
-379619425625/16777216 6842578840625/33554432 -5365495829375/33554432 -3056251776875/16777216
-3236792700625/33554432 3622653698125/33554432 -430466183125/16777216 2001708328125/16777216
7079144799375/33554432 6131055390625/33554432 -1724956330625/33554432 115444649375/1048576
607638535625/16777216 203134421875/1048576 2175112534375/16777216 4544922848125/33554432
-6977439088125/33554432 -4422478616875/33554432 -356291189375/4194304 -1386205528125/8388608
-2702710663125/33554432 1734584671875/8388608 -189565220625/16777216 -5461896790625/33554432
-1811876364375/16777216 -3390057116875/16777216 -114009878125/16777216 334688990625/16777216
-5963517209375/33554432 -5679656613125/33554432 6763692093125/33554432 2882608788125/33554432
-120061060625/33554432 1961060619375/16777216 440460370625/4194304 507699933125/16777216
-2104532024375/16777216 1251327350625/16777216 -5478545813125/33554432 2568019155625/33554432
-4655001566875/33554432 -3218663435625/33554432 -7168615458125/33554432 -630468925625/33554432
2910446460625/16777216 3562282054375/16777216 727278124375/16777216 -156311766875/33554432
4761256506875/33554432 -5687305586875/33554432 1153819170625/16777216 4795231478125/33554432
-2068581535625/16777216 2995354470625/33554432 -5339995065625/33554432 -5959461083125/33554432
-6321171374375/33554432 -6831874176875/33554432 -1724031945625/33554432 -3505357081875/33554432
6448239070625/33554432 -847918190625/16777216 -44058540625/262144 -2412007943125/33554432
-3574746154375/16777216 7287541573125/33554432 891180819375/4194304 -1420714411875/33554432
1702130725625/33554432 -3684182734375/16777216 -7287914940625/33554432 -4502593046875/33554432
995063774375/33554432 1812421895625/8388608 1982418975625/16777216 324132813125/4194304
2581752971875/33554432 -6290816970625/33554432 -2714311455625/33554432 -554236464375/4194304
-958451154375/16777216 4505512061875/33554432 -5727221465625/33554432 -1360387510625/8388608
-108634989375/2097152 -776722148125/33554432 7043232508125/33554432 2270362070625/16777216
-3266079430625/16777216 2519591215625/33554432 2520874888125/16777216 146625469375/16777216
-2709002800625/33554432 6048316264375/33554432 5953116998125/33554432 -1608250331875/8388608
-5604941340625/33554432 -1983029365625/33554432 -3033175179375/33554432 6910633021875/33554432
-4402845789375/33554432 2150695614375/33554432 -811071971875/4194304 1649125988125/16777216
2045133371875/33554432 -156167666875/33554432 -1738920789375/33554432 -149922829375/1048576
3517734859375/16777216 -2511615844375/33554432 752463889375/8388608 18905294375/131072
83695926875/4194304 890365664375/8388608 -4226710558125/33554432 -4763081571875/33554432
-1749124650625/33554432 -174482048125/4194304 -6375309015625/33554432 2370278920625/16777216
-2309138913125/16777216 -6809324273125/33554432 -5264965688125/33554432 2661600844375/16777216
349439110625/16777216 6036639819375/33554432 -3425049698125/33554432 3163033108125/33554432
-5449065180625/33554432 -618868215625/16777216 417737175625/4194304 -4774814515625/33554432
6194352883125/33554432 6475868856875/33554432 -1343018221875/8388608 1716655455625/33554432
1113403135625/33554432 -3672663781875/33554432 -177809740625/2097152 -2796755369375/16777216
5788346045625/33554432 -998674826875/8388608 1715908019375/16777216 435238065625/4194304
3989195354375/33554432 -3629509901875/16777216 220545510625/16777216 6106596643125/33554432
3444361916875/16777216 -6545808671875/33554432 386225736875/33554432 -2284363269375/16777216
2695913323125/16777216 20736890625/262144 -1080069409375/33554432 -2326513468125/33554432
-1151541070625/8388608 3175879733125/16777216 1576295606875/33554432 3411527260625/33554432
-959458823125/33554432 -609634609375/8388608 113994835625/8388608 -7148882778125/33554432
-7373664945625/33554432 76429368125/524288 3181333766875/16777216 524778918125/16777216
-342637123125/16777216 3660812698125/33554432 2719878596875/33554432 -4381550119375/33554432
386516549375/33554432 -1235867551875/33554432 -3422585216875/16777216 -1352527900625/16777216
-299761900625/4194304 -3214902755625/16777216 4066554545625/33554432 -4300170469375/33554432
1320532379375/16777216 6442019423125/33554432 -615413541875/16777216 116668426875/16777216
2977453716875/33554432 1994657616875/33554432 -40275145625/8388608 1048055146875/16777216
546692293125/4194304 -1708894378125/8388608 -247414811875/4194304 -4862997211875/33554432
-1171298253125/33554432 1379381471875/16777216 69654591875/524288 1208865865625/33554432
-4750805200625/33554432 6582908564375/33554432 1316210878125/8388608 1096112868125/8388608
2620082898125/33554432 1429638313125/16777216 3137865685625/33554432 -5284107296875/33554432
-3320366534375/16777216 -3438130471875/33554432 2465913704375/16777216 5542784781875/33554432
-5033014023125/33554432 -1456548066875/16777216 -6823200209375/33554432 -5210704791875/33554432
-137435698125/8388608 829256429375/4194304 1324977685625/33554432 6446076841875/33554432
-1038214739375/16777216 -613563836875/4194304 -6499583839375/33554432 2925143285625/16777216
517918740625/33554432 -1551627226875/16777216 -2726759248125/33554432 1172632731875/33554432
-4150746895625/33554432 -223718213125/1048576 -1017454480625/8388608 3964270069375/33554432
400148230625/2097152 1218496035625/16777216 -1246190075625/33554432 -375889820625/8388608
-773319848125/4194304 3124502500625/33554432 -3210540348125/16777216 1177650038125/16777216
-7252544371875/33554432 -5980604045625/33554432 544495125625/33554432 -564301313125/16777216
1440678545625/33554432 44564623125/524288 2410384123125/33554432 5956860160625/33554432
2933534690625/16777216 301228021875/33554432 -3473407939375/33554432 6642276636875/33554432
-3811900984375/33554432 -7062037283125/33554432 1080293603125/8388608 583773389375/4194304
-742168150625/16777216 -73058734375/16777216 -203563669375/16777216 427407193125/33554432
796416341875/33554432 1142152708125/8388608 -294613281875/2097152 2264943704375/33554432
5096239218125/33554432 954197316875/16777216 -2998873274375/33554432 3763788620625/33554432
-325811591875/16777216 7207500664375/33554432 -1642241885625/33554432 -2454918420625/33554432
6323325023125/33554432 7308281784375/33554432 -1828470029375/8388608 4306939168125/33554432
-7113919415625/33554432 -5344381439375/33554432 6448321928125/33554432 -2171486178125/33554432
-924176570625/8388608 1696858219375/8388608 -5522873888125/33554432 -4737845866875/33554432
-660016919375/33554432 -1340740204375/33554432 7363268391875/33554432 4777801785625/33554432
-3072069171875/16777216 -1221368520625/8388608 2135716446875/16777216 -3421261504375/33554432
-2142144998125/33554432 111015719375/4194304 -1136501884375/33554432 -3134125396875/33554432
-819209675625/4194304 6834093138125/33554432 719654546875/8388608 1146111525625/8388608
-2907968215625/33554432 277005485625/4194304 -6180138256875/33554432 1314614681875/8388608
3010982995625/16777216 -3990370181875/33554432 2918223405625/16777216 -7081144956875/33554432
-609925848125/16777216 -3291542381875/33554432 -7013645161875/33554432 -2940016770625/16777216
5400478648125/33554432 -465934624375/4194304 -244011274375/4194304 -2054212620625/16777216
5750164633125/33554432 3293939708125/16777216 605253144375/8388608 1575901834375/8388608
137267081875/16777216 503607465625/16777216 1122405576875/33554432 -777909295625/16777216
5612504913125/33554432 699891066875/16777216 -1014764884375/8388608 3661352674375/16777216
255342511875/8388608 -3638473238125/33554432 -1318544335625/33554432 -6707667594375/33554432
-102571074375/2097152 316206900625/33554432 -1023236479375/33554432 -3339083996875/16777216
-3632811043125/33554432 687416049375/8388608 4401850179375/33554432 -1449276118125/16777216
1711739431875/8388608 -290437915625/4194304 3443230993125/33554432 6009917533125/33554432
-163190383125/33554432 -889874115625/4194304 808223549375/33554432 -185458535625/8388608
-1125077889375/33554432 479666708125/16777216 504943168125/16777216 1015124116875/8388608
5286745756875/33554432 2743350465625/16777216 -920899203125/8388608 467075104375/8388608
3380550311875/16777216 -5454586493125/33554432 -1596258475625/33554432 -750066095625/33554432
145168821875/16777216 3817047334375/33554432 -5993443025625/33554432 672016269375/33554432
-252956584375/2097152 1264123705625/33554432 1283485905625/8388608 305269435625/8388608
-2200345695625/33554432 -1247136900625/16777216 4833646063125/33554432 4720365491875/33554432
120524256875/33554432 -3441763648125/33554432 -531544124375/33554432 -36369746875/4194304
5993643404375/33554432 5136848206875/33554432 -594645981875/8388608 -5388857354375/33554432
-4742887524375/33554432 6893090304375/33554432 -2329762881875/33554432 2108167125625/16777216
-2144814533125/16777216 -4215140593125/33554432 -1922409314375/33554432 2953332944375/33554432
656328110625/33554432 -649671969375/33554432 3102959028125/33554432 2618917943125/33554432
4014997298125/33554432 53160930625/8388608 315918590625/16777216 6442043114375/33554432
5676662385625/33554432 5891024418125/33554432 -1298842304375/16777216 1574794546875/16777216
5043280116875/33554432 3292043019375/33554432 -5955796323125/33554432 169322896875/4194304
-2976446089375/16777216 766797246875/16777216 -1135526830625/16777216 -749408350625/33554432
5873723865625/33554432 -6844382153125/33554432 -7284797691875/33554432 37219469375/4194304
-788496823125/16777216 -309341195625/33554432 -3187708748125/16777216 -6945516875/524288
2169790926875/33554432 -7310712041875/33554432 -7195904216875/33554432 -1464849375/8192
-2578676560625/16777216 -1629928320625/33554432 -1718921098125/33554432 2530484611875/16777216
-5487265045625/33554432 1759405484375/8388608 -1678624165625/16777216 -6007436895625/33554432
581977543125/16777216 5478030325625/33554432 -829958174375/16777216 -919092288125/16777216
4723871480625/33554432 261318261875/16777216 7111861893125/33554432 -1531453075625/8388608
-3773121763125/33554432 3213556011875/16777216 1255010796875/8388608 4188468178125/33554432
4200354008125/33554432 2789543824375/16777216 39970376875/33554432 -339782705625/16777216
776971215625/4194304 -257238678125/2097152 887019959375/33554432 -6831040596875/33554432
-1614325068125/8388608 5313592755625/33554432 -379202828125/16777216 3302674065625/33554432
4273603351875/33554432 -5264210675625/33554432 756884500625/8388608 1840786921875/8388608
-679420891875/4194304 260934306875/33554432 1886940488125/33554432 -400504149375/8388608
-3578380458125/33554432 3650467170625/33554432 846913505625/8388608 2971548463125/16777216
-5562596290625/33554432 1307531781875/16777216 -655271945625/8388608 818675708125/33554432
-2215337334375/16777216 -3147907338125/33554432 -4344117380625/33554432 -3429845409375/33554432
6258300076875/33554432 -7085934700625/33554432 -7247874431875/33554432 6745779184375/33554432
5096141875/4194304 -198291328125/2097152 805821259375/8388608 -1542967380625/8388608
-5025128150625/33554432 217956028125/1048576 2143548185625/33554432 6459962829375/33554432
3271248701875/16777216 -677132685625/33554432 2628801896875/33554432 -1056864318125/8388608
2865831010625/16777216 912134801875/33554432 62661080625/33554432 740500096875/4194304
53963559375/262144 4436599138125/33554432 -2654112938125/33554432 -1246324358125/8388608
6453193415625/33554432 451959853125/2097152 2975784810625/33554432 -2032807734375/16777216
2369219606875/33554432 2778260918125/33554432 -6524320446875/33554432 970737728125/16777216
-2309727921875/33554432 4632822225625/33554432 -623309548125/8388608 1215389690625/33554432
1400928863125/8388608 -604028060625/4194304 -1683306068125/33554432 1772540584375/33554432
-182628428125/4194304 3578305190625/16777216 49803331875/4194304 -3204326585625/16777216
2246217675625/33554432 -2586805299375/33554432 97864270625/33554432 -2297524755625/33554432
94752948125/8388608 -1191212611875/16777216 -2826608063125/33554432 -3089431626875/33554432
-6703304609375/33554432 -5080908119375/33554432 -3985484848125/33554432 -825374309375/8388608
4602654395625/33554432 2046289293125/33554432 2673151408125/33554432 -1218024809375/8388608
-1968387499375/33554432 -1916769834375/33554432 4617490109375/33554432 217391081875/2097152
-1836922704375/16777216 2122050693125/33554432 -3325177714375/33554432 2736827149375/33554432
-308890731875/33554432 -6856645736875/33554432 2949105809375/16777216 6842965518125/33554432
7116390345625/33554432 -534137401875/33554432 -7085044085625/33554432 -59212718125/8388608
-4807175044375/33554432 3354322915625/16777216 4935829641875/33554432 -766295798125/16777216
5232843309375/33554432 -4638638860625/33554432 -193365858125/1048576 -2425543649375/33554432
-4005949949375/33554432 -2291918454375/33554432 214427668125/33554432 -1214190250625/8388608
4664714126875/33554432 -4405882064375/33554432 -123399299375/2097152 -921087564375/16777216
3443313520625/33554432 -4499803213125/33554432 -2469774140625/16777216 3364825083125/33554432
-82373946875/16777216 -3302046886875/16777216 5511600964375/33554432 777527623125/8388608
4656916171875/33554432 -1464131893125/16777216 -6646143521875/33554432 5636850016875/33554432
1475356458125/8388608 4907340191875/33554432 1020454579375/8388608 469958809375/16777216
3913092088125/33554432 -638493851875/16777216 -664761934375/8388608 577084550625/4194304
-276425070625/33554432 -6881637324375/33554432 1926787039375/16777216 4400736071875/33554432
919127515625/33554432 1531355560625/33554432 -1123618093125/33554432 -3302047959375/16777216
1614137848125/8388608 -2940735950625/16777216 1502082291875/8388608 2946471364375/33554432
-1303740425625/8388608 4127556379375/33554432 4828789796875/33554432 -919703640625/16777216
-3214040245625/16777216 -6648642611875/33554432 58013003125/524288 -2108515921875/33554432
6003171150625/33554432 -3166569786875/16777216 -431132109375/16777216 -1027468000625/8388608
3328746994375/16777216 -5518123648125/33554432 -6049587603125/33554432 -3046023633125/16777216
3510274233125/16777216 -2104744585625/33554432 2813724375/65536 -1137745200625/8388608
-3117301543125/16777216 -5053369041875/33554432 -110733459375/2097152 -1609499299375/8388608
198192891875/16777216 759223306875/16777216 78436084375/524288 -138747668125/33554432
6912020493125/33554432 -1271724911875/33554432 134654774375/8388608 155505411875/4194304
2108248168125/16777216 -1919513096875/33554432 1089480858125/33554432 553411986875/4194304
1567907075625/16777216 -2698646066875/33554432 -3011660031875/16777216 7050577386875/33554432
196446944375/1048576 -4319149993125/33554432 -1780651626875/16777216 6894229375/131072
3640263116875/16777216 -4267794898125/33554432 706986108125/4194304 1871893271875/33554432
-215859441875/16777216 186924753125/8388608 2790304845625/16777216 4851257516875/33554432
2862657386875/33554432 -153378603125/16777216 96623429375/16777216 -2911404368125/33554432
-6220619219375/33554432 3092444485625/33554432 -3811737936875/33554432 -5418316770625/33554432
3668169635625/16777216 -4139240139375/33554432 -19656484375/4194304 -2771852826875/16777216
2147158646875/16777216 2924825949375/16777216 -1818858394375/16777216 939931650625/16777216
-7372115623125/33554432 -1439382181875/8388608 1440559786875/33554432 4667130304375/33554432
6854110181875/33554432 -2263067791875/33554432 -2084230204375/16777216 -2503976495625/16777216
-6482693449375/33554432 -5836996886875/33554432 3692037655625/33554432 -3115061448125/16777216
3141508101875/33554432 -4305899214375/33554432 -1397601761875/33554432 -5293554138125/33554432
3348136983125/16777216 1165187931875/16777216 1941898206875/33554432 -3446734891875/16777216
-2202789469375/33554432 -3234225218125/16777216 1083341318125/16777216 -4819173830625/33554432
-1802302555625/16777216 62238130625/2097152 118233245625/2097152 2902827186875/33554432
-2301934256875/33554432 3363596108125/33554432 833754893125/8388608 -1513665663125/8388608
4841454591875/33554432 -272275375625/16777216 67803580625/8388608 1395761695625/16777216
-1120561179375/8388608 -6074864351875/33554432 -3629023138125/16777216 4481567110625/33554432
3212666125625/16777216 2348088551875/16777216 781754290625/4194304 3531093726875/16777216
3385559244375/16777216 -2627867075625/16777216 2880456514375/33554432 -896885776875/33554432
2343999040625/33554432 5998645283125/33554432 -1682716138125/8388608 649916719375/4194304
73930016875/4194304 2191722740625/33554432 2744465659375/16777216 407599754375/33554432
-315669660625/16777216 3532013120625/33554432 5178901715625/33554432 1033112650625/16777216
662299873125/8388608 2468695625/262144 542361331875/4194304 1468769561875/8388608
-4255783970625/33554432 2979957646875/16777216 -1887643800625/16777216 -314336886875/16777216
5892526110625/33554432 -495268228125/16777216 2206186516875/16777216 -1459026834375/8388608
277308494375/33554432 1000415549375/16777216 1886137680625/33554432 -618851921875/16777216
5464364489375/33554432 -834693701875/33554432 1607836071875/8388608 2142685373125/33554432
4083000741875/33554432 1550989433125/8388608 3114271153125/16777216 3131350193125/33554432
-1681720239375/8388608 -1795111113125/16777216 -1460145740625/8388608 -854642449375/8388608
5611667043125/33554432 6047130299375/33554432 -1183478731875/16777216 801177898125/33554432
-3177300011875/33554432 -2573351708125/16777216 -3512024291875/16777216 423934231875/4194304
-1489698533125/8388608 -2308315521875/16777216 -5357198061875/33554432 -5290431238125/33554432
2800601588125/33554432 -3193729488125/16777216 -772680761875/16777216 -1841711801875/16777216
5571222463125/33554432 -1752952664375/8388608 2372837080625/33554432 -3231911780625/33554432
1958542554375/33554432 5449503695625/33554432 -5228754086875/33554432 -86146424375/33554432
1745355170625/8388608 83965963125/16777216 -175974459375/8388608 -68966541875/33554432
-4390880525625/33554432 577910513125/16777216 -4866295465625/33554432 -4173665395625/33554432
-1097207258125/16777216 -1123334870625/33554432 -339481470625/16777216 1229278648125/33554432
287838354375/33554432 -3133219959375/16777216 6373297211875/33554432 6870929333125/33554432
-407769979375/33554432 1144800696875/16777216 -4324278289375/33554432 1016885216875/8388608
-3622889895625/16777216 -693501029375/16777216 -1088084834375/33554432 1648129566875/33554432
-1618941974375/8388608 -1774651181875/33554432 -5044740449375/33554432 -3151724393125/33554432
4868566456875/33554432 -1033254096875/33554432 1038894938125/16777216 -1806886750625/33554432
4469080653125/33554432 -104356278125/16777216 -208692158125/16777216 1975950164375/16777216
-1751273569375/8388608 3115728515625/16777216 -6917393099375/33554432 2517108611875/33554432
5842509440625/33554432 4580016189375/33554432 844593303125/33554432 1711667079375/33554432
375571040625/8388608 1374156100625/33554432 -293789326875/4194304 4737719724375/33554432
-1185817909375/33554432 1986082759375/33554432 6124163381875/33554432 -6003910680625/33554432
-3103371431875/33554432 -79883739375/1048576 -231568239375/8388608 -7243044964375/33554432
2433584099375/16777216 811600274375/33554432 -2116524210625/33554432 245275724375/4194304
-1185837063125/33554432 531587354375/33554432 -1608035116875/8388608 -660676781875/16777216
-1044608599375/16777216 -453136206875/2097152 1762636541875/8388608 -607262060625/33554432
-187289403125/1048576 3058631723125/16777216 6535525665625/33554432 -6043493658125/33554432
-268349764375/2097152 -3277886266875/33554432 -2782754761875/33554432 68164971875/1048576
-1579023235625/33554432 -2787285771875/33554432 1185552988125/8388608 -2699632546875/33554432
470195350625/4194304 5658376274375/33554432 1138080906875/8388608 2915204978125/16777216
-86377575625/2097152 -2254606385625/33554432 -6562142296875/33554432 714000106875/16777216
-2572143825625/16777216 2664632911875/33554432 4244081991875/33554432 -995639019375/16777216
-7232388466875/33554432 1426305230625/8388608 3101471223125/33554432 -685090608125/33554432
903591844375/16777216 -5164983525625/33554432 415471244375/4194304 1270435711875/8388608
-2398372893125/33554432 -1009617791875/8388608 -2278589809375/33554432 -4724390488125/33554432
-1900150429375/16777216 2555536864375/16777216 852585504375/4194304 192285534375/4194304
242843459375/4194304 1796645558125/16777216 6285211288125/33554432 720441761875/33554432
4132821020625/33554432 -183278858125/4194304 705418594375/4194304 -1061031970625/33554432
3146735728125/16777216 372756855625/33554432 -1388442460625/33554432 3301747384375/33554432
2735451283125/16777216 3624937284375/16777216 3021388143125/33554432 -640499495625/16777216
-4035548419375/33554432 418244193125/4194304 -818690558125/4194304 415550251875/4194304
3405560338125/16777216 12645909375/8388608 1224324963125/16777216 1085813031875/33554432
1421522733125/16777216 1097275966875/8388608 6948987670625/33554432 -5974996836875/33554432
-6466533156875/33554432 -876903066875/16777216 5496161529375/33554432 3543111075625/33554432
-3817682048125/33554432 -667014143125/8388608 84952319375/4194304 -51322005625/33554432
-275470724375/2097152 -7249238541875/33554432 -99300980625/8388608 -1780212974375/33554432
-2495751328125/33554432 1220000821875/16777216 3390454794375/33554432 -1846859760625/33554432
-4904544088125/33554432 -512389233125/16777216 575189223125/8388608 3625336790625/16777216
-2659553978125/33554432 -2397858423125/33554432 -1402409009375/33554432 -3068739843125/33554432
-2606709799375/16777216 3354058984375/33554432 -1574647669375/16777216 1733224288125/33554432
661747989375/8388608 -2334608354375/16777216 1964823994375/16777216 577440689375/8388608
4186140193125/33554432 395003461875/4194304 -802555675625/4194304 -784613204375/8388608
-3185529290625/16777216 -4504100816875/33554432 -3443570425625/16777216 -5082671914375/33554432
1512010190625/33554432 1590553091875/8388608 -4659724664375/33554432 -3257822871875/16777216
1098784135625/8388608 -324238935625/16777216 2648038243125/33554432 860483160625/8388608
-220818640625/16777216 748225479375/33554432 1765216055625/8388608 -541925786875/33554432
