2000
1254752384375/16777216 183893121875/8388608 -1242933203125/16777216 604931153125/16777216
-2830949190625/16777216 187518284375/16777216 3078515734375/16777216 -2383690928125/16777216
1012287803125/8388608 147746309375/2097152 34935715625/2097152 -209156484375/1048576
-824644534375/16777216 2898056728125/16777216 88839121875/1048576 3063831421875/16777216
344322303125/16777216 2434749671875/16777216 1110206665625/16777216 -197321496875/2097152
2958027546875/16777216 698834934375/8388608 278837365625/2097152 -2685424709375/16777216
-897489615625/8388608 -403462846875/2097152 -389708021875/16777216 1381520478125/16777216
-3193389621875/16777216 711583615625/16777216 213485946875/2097152 -465680659375/8388608
228201871875/4194304 -2652498109375/16777216 -1261073790625/8388608 -3003595003125/16777216
646541721875/8388608 -2854805778125/16777216 -666263546875/16777216 3285315865625/16777216
-190457603125/4194304 2147275734375/16777216 -363805228125/8388608 2031154209375/16777216
1444773978125/16777216 -337421771875/16777216 -2100355809375/16777216 -2002348815625/16777216
21101803125/131072 -2512057328125/16777216 -2385535734375/16777216 -879531021875/16777216
82237215625/16777216 448714740625/4194304 2405021959375/16777216 -837966515625/16777216
2789785928125/16777216 328000009375/8388608 48587078125/524288 -497500371875/4194304
614576184375/4194304 -1916859246875/16777216 -3124735328125/16777216 -2998622721875/16777216
-415738690625/4194304 101492403125/2097152 657990896875/16777216 2053371528125/16777216
1442217740625/8388608 147918603125/16777216 -45917221875/524288 -1230603353125/8388608
-1584869253125/16777216 30537340625/1048576 -337067278125/2097152 387766340625/2097152
-360843871875/4194304 1867408465625/16777216 794289890625/16777216 -1697955446875/16777216
298813521875/16777216 -206897065625/8388608 -198940859375/8388608 619021728125/16777216
17184215625/524288 -100420959375/16777216 1617827628125/8388608 -323055684375/8388608
1417111546875/8388608 2454351490625/16777216 50310728125/524288 -2147854903125/16777216
-1630553434375/16777216 -2279161296875/16777216 -948373178125/8388608 227649709375/8388608
-3018673515625/16777216 -2791676428125/16777216 99785915625/16777216 -2163766590625/16777216
276957478125/16777216 -1173576384375/16777216 -715224559375/8388608 -1173587346875/16777216
-1691753140625/16777216 -252367934375/4194304 -332784228125/2097152 -1441915221875/16777216
-2345932496875/16777216 2206368240625/16777216 2669214603125/16777216 -1636899521875/8388608
695485965625/16777216 -99302984375/524288 -2124438071875/16777216 -2793380746875/16777216
394817071875/2097152 889995178125/16777216 655347271875/4194304 -2146706578125/16777216
648164859375/16777216 1726494859375/16777216 976863453125/8388608 209707321875/8388608
2723687990625/16777216 -1169524559375/16777216 567130465625/8388608 38426671875/16777216
-940072265625/8388608 -134420871875/16777216 -462102690625/8388608 -2038673009375/16777216
-1744570328125/16777216 1150606953125/16777216 628523415625/4194304 74720440625/524288
2406173053125/16777216 197119771875/4194304 -2507684759375/16777216 2354261459375/16777216
-758915440625/16777216 460082596875/8388608 1858100321875/16777216 -2524443478125/16777216
-25282721875/8388608 -1048335815625/8388608 -311962546875/2097152 3030239278125/16777216
563971728125/8388608 1894254940625/16777216 -3242001071875/16777216 -972185684375/8388608
1137363446875/8388608 543742478125/8388608 -2188169928125/16777216 -341065359375/8388608
784098346875/4194304 -3078410553125/16777216 -305177134375/4194304 23742021875/8388608
651987365625/16777216 -1198510465625/8388608 1626093371875/8388608 -1574135365625/8388608
44074009375/2097152 -1318462009375/8388608 604477309375/4194304 1485537709375/16777216
1122902234375/16777216 3238715178125/16777216 -713441115625/8388608 -2263765815625/16777216
1958281990625/16777216 -1002660671875/16777216 -3128586234375/16777216 284795353125/16777216
186686078125/16777216 526520646875/8388608 -564213209375/4194304 -276002465625/8388608
100001965625/524288 948224065625/8388608 284292078125/4194304 -299102178125/16777216
2521984346875/16777216 2583162259375/16777216 -598936165625/4194304 39453940625/1048576
1317762478125/16777216 -158417553125/16777216 1382024109375/16777216 1346542459375/16777216
945935715625/16777216 -2232138990625/16777216 -323552553125/2097152 -1748472521875/16777216
2478727428125/16777216 -1343040121875/16777216 154107203125/16777216 318371396875/16777216
-40149815625/524288 25912859375/1048576 677974009375/4194304 -451256165625/8388608
1102664715625/16777216 -1430744909375/8388608 939183840625/16777216 -315806984375/8388608
-813117128125/4194304 -2285936653125/16777216 153186684375/2097152 2699068621875/16777216
974365071875/8388608 -1204947871875/16777216 1468380653125/8388608 2502505228125/16777216
1521718934375/8388608 1179514665625/8388608 687069503125/8388608 68261315625/524288
1752999059375/16777216 207365940625/4194304 2404310384375/16777216 -1070849759375/8388608
2662674246875/16777216 -1666298778125/8388608 59548934375/16777216 311194984375/2097152
458360421875/4194304 1153561284375/8388608 -1996083590625/16777216 -3147503609375/16777216
-207826634375/16777216 2921516034375/16777216 -570515059375/4194304 -854833459375/16777216
295904696875/8388608 1087573540625/16777216 -348477684375/16777216 468028928125/4194304
1452486465625/8388608 77811334375/524288 5889315625/32768 -1647700940625/16777216
-2726665196875/16777216 -1983090759375/16777216 715353371875/16777216 2856576853125/16777216
3045022834375/16777216 -1189823915625/16777216 -2121739296875/16777216 168835009375/2097152
-205547334375/2097152 1412073721875/8388608 81080234375/2097152 2032817978125/16777216
-967211715625/16777216 948555384375/16777216 -177599871875/16777216 -500745328125/8388608
2897325365625/16777216 2757112478125/16777216 432541853125/16777216 2172575946875/16777216
1497156565625/16777216 -1015277478125/16777216 -2495167128125/16777216 -563920221875/4194304
335649528125/16777216 2672823809375/16777216 1014703040625/8388608 -2440054990625/16777216
-1394963815625/8388608 -1167360528125/16777216 -706779984375/4194304 1421823021875/16777216
-935190196875/16777216 960788821875/8388608 160625590625/1048576 15399390625/4194304
1187372478125/8388608 -38914334375/262144 -113386390625/1048576 384699115625/16777216
-952652709375/8388608 226539178125/2097152 -2265530259375/16777216 166299059375/4194304
-224182728125/2097152 -89270984375/16777216 2675814934375/16777216 -1266784615625/16777216
2025927628125/16777216 -481987334375/4194304 123916790625/2097152 1747419215625/16777216
-24727334375/524288 47652140625/262144 582233740625/8388608 9769671875/131072
2492762196875/16777216 469425940625/16777216 -2663341371875/16777216 -1371784296875/16777216
-2779151809375/16777216 2442924765625/16777216 3086124628125/16777216 -778710065625/8388608
74453609375/524288 -240846478125/16777216 -3018613990625/16777216 468050584375/16777216
225311578125/4194304 727276896875/4194304 -554589428125/8388608 -81701771875/1048576
3300434353125/16777216 -2160704934375/16777216 -1570618315625/8388608 160768578125/1048576
10366459375/524288 -303806878125/16777216 -3073385440625/16777216 42745453125/8388608
-2675633559375/16777216 -304007428125/2097152 47290496875/16777216 -3210245234375/16777216
539359221875/16777216 869068503125/8388608 16700665625/1048576 699649546875/8388608
-568636215625/8388608 267127821875/2097152 799362153125/8388608 -2321044784375/16777216
1932390228125/16777216 -1596512940625/8388608 2920479290625/16777216 3314603259375/16777216
715987946875/4194304 -24174590625/8388608 -864745434375/8388608 -1577403009375/16777216
1090741753125/16777216 -729392790625/8388608 -2698494903125/16777216 86490146875/4194304
-3029516071875/16777216 -128692259375/8388608 389249840625/16777216 12977846875/262144
102002053125/8388608 -208291553125/1048576 -2462396590625/16777216 194536878125/2097152
-258660534375/16777216 -1400983509375/8388608 1352939371875/16777216 -1492124746875/16777216
410728740625/8388608 414608265625/16777216 -12534403125/1048576 1003721365625/16777216
-42974778125/16777216 1433948396875/16777216 2862372996875/16777216 399141140625/2097152
375150696875/4194304 -246540565625/4194304 -385526496875/4194304 -249801640625/16777216
-227604521875/2097152 -974867828125/16777216 -531422515625/8388608 4495621875/32768
1751861721875/16777216 658429790625/8388608 -406807278125/8388608 843060153125/8388608
2386895053125/16777216 -244348846875/8388608 522654215625/16777216 360006846875/2097152
-2167118890625/16777216 1728390034375/16777216 -134951140625/16777216 1600272528125/8388608
647777946875/4194304 1359847865625/8388608 -2834738428125/16777216 -1483391334375/8388608
-2224460465625/16777216 314741534375/16777216 -56160146875/16777216 1089505328125/8388608
589766428125/8388608 -976965921875/16777216 1331172396875/8388608 -1318178378125/8388608
2805930859375/16777216 2700825153125/16777216 -516066271875/16777216 948498315625/8388608
-919489846875/16777216 748961134375/8388608 508274215625/16777216 -20899765625/8388608
-680870828125/4194304 1020120159375/8388608 -293203153125/2097152 -81135384375/4194304
-1747816934375/16777216 125399003125/2097152 -97172228125/2097152 33816440625/16777216
5005640625/2097152 -2931134740625/16777216 -1326455884375/8388608 25549540625/524288
654533228125/16777216 -2848669315625/16777216 -1781616209375/16777216 150005565625/8388608
-2419714846875/16777216 -1266550546875/16777216 30210959375/2097152 182552334375/2097152
-2720902178125/16777216 2582292603125/16777216 -17650584375/1048576 663998228125/4194304
640168184375/4194304 -1635562940625/16777216 2336090478125/16777216 1189807309375/8388608
505010703125/4194304 544807578125/16777216 1382374190625/16777216 -835957809375/8388608
626548371875/8388608 184688665625/16777216 -767804384375/8388608 1543306565625/16777216
-2498410790625/16777216 -375206478125/16777216 -261081284375/16777216 1360452940625/16777216
1006532240625/8388608 -425773928125/4194304 -1554714928125/8388608 -3124975353125/16777216
208832240625/8388608 22433728125/8388608 1735686871875/16777216 1266708165625/16777216
-1527611934375/16777216 1629302484375/8388608 -248328109375/4194304 522150296875/4194304
1191583034375/16777216 1070075234375/16777216 -170826734375/4194304 -469719321875/4194304
2336941434375/16777216 -1787660446875/16777216 278965203125/16777216 -584169621875/8388608
-3333686134375/16777216 -1096383896875/16777216 1808456878125/16777216 41764696875/1048576
2113728040625/16777216 -1484618046875/8388608 375635253125/16777216 1485798584375/16777216
1250847071875/8388608 2293442021875/16777216 -2387380396875/16777216 -5355096875/65536
566077759375/4194304 233718009375/16777216 -875492453125/8388608 -1664561315625/8388608
-358784790625/16777216 -1963919634375/16777216 1679778671875/16777216 416514453125/2097152
-182603253125/1048576 1528608603125/16777216 -123865571875/1048576 -2165388584375/16777216
883726484375/16777216 -49544434375/1048576 -1487494865625/16777216 -481263471875/16777216
-1234472290625/16777216 -75467209375/8388608 1770421509375/16777216 -1212828253125/16777216
7673909375/16777216 511919478125/4194304 -2322381378125/16777216 457285678125/4194304
1261973203125/16777216 2513950603125/16777216 -189420815625/8388608 301311984375/4194304
-880905315625/16777216 -1059837365625/16777216 2466777246875/16777216 -394037096875/8388608
-478204396875/16777216 282632990625/16777216 830350015625/8388608 1741738303125/16777216
1548995484375/8388608 982828290625/8388608 -451552534375/8388608 268182659375/16777216
-89900090625/2097152 -1731773115625/16777216 -1197464178125/8388608 -360278578125/16777216
-1490606421875/16777216 -793563921875/16777216 -180637296875/1048576 104795059375/2097152
1208615084375/16777216 1505331390625/8388608 -521005890625/8388608 -424206315625/8388608
-22451371875/262144 704038453125/8388608 -245602553125/4194304 1950355809375/16777216
892583871875/8388608 -1290984940625/16777216 -1921720859375/16777216 -323796678125/4194304
1484906246875/8388608 -12713940625/524288 2803130565625/16777216 551520778125/4194304
1382572165625/16777216 651982728125/4194304 1493939053125/8388608 165676915625/4194304
111680146875/16777216 180074128125/8388608 -3124271846875/16777216 1279409878125/16777216
-679067896875/16777216 -674556503125/4194304 1035846371875/16777216 750641078125/4194304
1012749515625/8388608 -88299671875/1048576 1421850934375/16777216 -623127559375/4194304
-1718523540625/16777216 2709567740625/16777216 1379718759375/16777216 -2408753940625/16777216
-1062660015625/8388608 2536087334375/16777216 -1434051190625/8388608 -1233515253125/8388608
798857840625/8388608 -2519328659375/16777216 -2524979240625/16777216 -1218824634375/8388608
22084953125/2097152 319522815625/2097152 203278715625/4194304 -255788940625/8388608
-164780309375/16777216 3233968809375/16777216 -833852584375/4194304 -1233932890625/8388608
128774103125/1048576 -1074955659375/8388608 90510778125/1048576 1888632446875/16777216
-716681540625/8388608 1611546875/4194304 -1276426640625/16777216 1546173228125/16777216
-109266396875/8388608 -981542628125/8388608 -370179759375/2097152 112636103125/4194304
-307867559375/2097152 -1679899790625/16777216 -1984918271875/16777216 -1728851478125/16777216
1604754871875/8388608 620131159375/16777216 -600206878125/16777216 -47945784375/16777216
755939565625/16777216 -694054265625/16777216 831240146875/4194304 2262271875/131072
2593484828125/16777216 -1112453059375/16777216 981117284375/16777216 -188869109375/8388608
196759978125/8388608 -2314427871875/16777216 -239905103125/4194304 2553490490625/16777216
-31463259375/1048576 -695412378125/16777216 3247715634375/16777216 -1007604021875/16777216
-165549759375/16777216 948702946875/8388608 313748409375/16777216 585718884375/4194304
-89212384375/16777216 -360884409375/2097152 121553803125/1048576 -63275965625/4194304
837262603125/16777216 -928341709375/8388608 906900253125/16777216 -1420265103125/16777216
2588128259375/16777216 145976446875/4194304 153914540625/2097152 -556951078125/16777216
323403296875/16777216 -839715609375/16777216 80942534375/1048576 983265625/1048576
1391227865625/16777216 721932834375/16777216 713961896875/16777216 15155309375/524288
-290604715625/8388608 -1328936246875/16777216 1356964290625/16777216 -24644053125/1048576
1927583484375/16777216 573030134375/8388608 2991232071875/16777216 2139685228125/16777216
-2606647753125/16777216 -1616767096875/16777216 -3256888446875/16777216 174131078125/2097152
-2445267140625/16777216 -464195278125/4194304 1827526284375/16777216 -1371886359375/16777216
-587325990625/4194304 -1140718346875/8388608 1282416965625/16777216 -434870015625/16777216
82816946875/4194304 3028171821875/16777216 -3343792840625/16777216 1144799746875/16777216
1617545865625/8388608 -220188959375/4194304 330694740625/8388608 136064646875/16777216
-1344707878125/8388608 1901746296875/16777216 -37923778125/1048576 -4612771875/32768
-402637221875/16777216 1111414134375/8388608 -1177895728125/16777216 301341053125/4194304
902646984375/16777216 2012564971875/16777216 707580090625/4194304 -529028021875/16777216
-1768143609375/16777216 -1865658759375/16777216 3042893034375/16777216 -12811709375/524288
295850265625/2097152 -967926796875/16777216 3139156221875/16777216 1463219553125/8388608
704327015625/8388608 1152360746875/16777216 2797766171875/16777216 2997570009375/16777216
-2791675353125/16777216 1626696803125/16777216 -3055885296875/16777216 -1554592246875/8388608
-1397402484375/16777216 736272246875/16777216 680797521875/16777216 -1042916109375/8388608
408094959375/8388608 310469484375/8388608 1010470478125/8388608 -207958946875/16777216
-1715090303125/16777216 -504099153125/4194304 1321495084375/16777216 -843380171875/16777216
-2909924209375/16777216 672210590625/16777216 156454596875/16777216 2521306946875/16777216
787385753125/4194304 1389673590625/16777216 2397588065625/16777216 -245321603125/2097152
3038088721875/16777216 796125934375/8388608 -874702453125/16777216 94126996875/524288
656410034375/8388608 2468905434375/16777216 -2274703584375/16777216 -1359391278125/8388608
869521265625/8388608 -50258615625/1048576 268764078125/16777216 507876196875/4194304
31702046875/524288 2253342640625/16777216 -1479810346875/16777216 869107840625/16777216
-265805946875/2097152 -2864569221875/16777216 -649051128125/8388608 -170928415625/4194304
821583659375/8388608 -224080603125/16777216 -647725221875/4194304 -91076128125/16777216
113224634375/8388608 -2894232159375/16777216 -505998290625/4194304 229992759375/2097152
1208601684375/8388608 -1339408234375/16777216 -952302596875/8388608 830624315625/4194304
-1774950015625/16777216 -1112211965625/16777216 287971353125/8388608 1286877053125/16777216
-699576321875/4194304 -628405459375/8388608 1713311459375/16777216 -135889128125/2097152
1735499015625/16777216 1438921853125/8388608 924635653125/8388608 11934165625/1048576
2830235553125/16777216 2200007771875/16777216 2443434496875/16777216 198834603125/4194304
-497617703125/4194304 -3188074509375/16777216 -723704634375/8388608 468822990625/4194304
-425159028125/8388608 -1660180584375/16777216 1590638128125/16777216 1336561946875/16777216
-535575559375/16777216 -695203284375/8388608 11575796875/2097152 2273331215625/16777216
-2517106746875/16777216 102268990625/2097152 -587316478125/16777216 2347300578125/16777216
-2248217996875/16777216 329394140625/4194304 202914384375/8388608 -1695643034375/16777216
741124121875/8388608 -1867847940625/16777216 213208609375/4194304 -718856921875/4194304
-3137313515625/16777216 -1169259459375/8388608 -1556311315625/8388608 1760793321875/16777216
-257088453125/4194304 -51295915625/1048576 -866127065625/8388608 14921484375/16777216
-518364340625/4194304 3265608653125/16777216 -1491132096875/8388608 -1054430728125/8388608
401675596875/4194304 -1130848190625/8388608 231186834375/2097152 -2616702228125/16777216
508359121875/4194304 -775857646875/4194304 -195122246875/4194304 -2270097165625/16777216
1834833796875/16777216 -1709361765625/16777216 1302462884375/8388608 1677715921875/16777216
-197381228125/8388608 362385384375/8388608 415282896875/16777216 -2522332909375/16777216
349673759375/2097152 3102828021875/16777216 -1517795165625/16777216 -966347821875/16777216
621604253125/16777216 1680298196875/16777216 -2135289709375/16777216 -2018480721875/16777216
-20068515625/8388608 -1120903796875/8388608 1060366746875/16777216 -392728746875/2097152
-35611740625/1048576 -231916034375/8388608 -2793830215625/16777216 -45338946875/524288
3279028209375/16777216 -66782553125/524288 421187909375/8388608 2945343571875/16777216
161709409375/2097152 -1028980684375/16777216 -589683221875/4194304 -873360053125/8388608
1329537109375/16777216 1259943703125/16777216 -95718059375/16777216 -2337390721875/16777216
1234235153125/16777216 -1074570440625/16777216 1484562309375/8388608 -1328338759375/16777216
1797101359375/16777216 -1783313846875/16777216 -3331611746875/16777216 2569076309375/16777216
626512534375/8388608 -99307365625/16777216 981412809375/16777216 -63685053125/1048576
-1205722653125/16777216 461731034375/4194304 3011895640625/16777216 -2946148615625/16777216
396366165625/8388608 592555059375/16777216 2893126671875/16777216 780774546875/16777216
1354849115625/16777216 1465779296875/16777216 231908034375/4194304 2328582484375/16777216
8558834375/2097152 30416434375/524288 588993421875/4194304 -727938059375/4194304
609207884375/16777216 1514923034375/16777216 -658565540625/16777216 3085032015625/16777216
313704146875/8388608 2851205378125/16777216 -1283840696875/16777216 559041665625/16777216
1145403621875/16777216 -920753790625/16777216 -360749528125/2097152 -3046372565625/16777216
-1273585571875/8388608 2639308171875/16777216 383832953125/2097152 -1318236796875/8388608
-305104465625/8388608 424550359375/16777216 -3068496634375/16777216 142761071875/4194304
1614461771875/16777216 1864959778125/16777216 -908495421875/8388608 2442371003125/16777216
337178803125/16777216 182169165625/1048576 1961399871875/16777216 2999799734375/16777216
897162540625/8388608 1585200896875/16777216 -418735984375/4194304 1654836496875/16777216
-1313152690625/8388608 556602728125/8388608 -129306271875/16777216 -1399617265625/8388608
-62931496875/1048576 -915597121875/8388608 804917209375/16777216 -250726909375/4194304
-259470178125/2097152 380534796875/2097152 -652751128125/8388608 -515718359375/8388608
538711609375/16777216 -2605443071875/16777216 -86307728125/4194304 1442333665625/16777216
-235957453125/4194304 -888678465625/16777216 -617985146875/4194304 2675452628125/16777216
-171333465625/4194304 -269135453125/4194304 -2347312753125/16777216 273880265625/4194304
-1572162421875/8388608 250412809375/4194304 2612286303125/16777216 131362365625/1048576
1274267765625/8388608 1627081953125/16777216 -2970244471875/16777216 -2995479265625/16777216
-3260663959375/16777216 -1184974021875/16777216 372084453125/8388608 676044984375/4194304
-2285442140625/16777216 1096522840625/16777216 -909014628125/16777216 1488731553125/16777216
3041695934375/16777216 1435327084375/16777216 536209521875/16777216 -67472359375/4194304
-1193647634375/8388608 2236924709375/16777216 -2391728334375/16777216 -812854234375/16777216
3245183903125/16777216 -409617246875/2097152 -1171420896875/16777216 1288240065625/16777216
-426349746875/8388608 -906853859375/8388608 2531880965625/16777216 2160667703125/16777216
-58890165625/8388608 524063021875/16777216 831167978125/4194304 1917739834375/16777216
1639602215625/16777216 -409700028125/16777216 231013915625/8388608 -3104746003125/16777216
-2922990084375/16777216 -558144084375/8388608 928077740625/8388608 2729273678125/16777216
422968053125/4194304 -1491673040625/16777216 -522350665625/8388608 773522496875/8388608
-110428584375/8388608 95744521875/4194304 649616315625/4194304 -2259654615625/16777216
-1665608859375/16777216 1380293153125/16777216 4946334375/32768 -320650321875/16777216
-344333521875/8388608 -282858765625/4194304 223625746875/2097152 1359193409375/16777216
1061638871875/16777216 -2961828903125/16777216 -1171328190625/16777216 -1445583421875/16777216
-2177103921875/16777216 2160706496875/16777216 1340562171875/16777216 79612446875/2097152
-540319746875/4194304 593015259375/16777216 -1200779965625/16777216 -200673628125/2097152
-1806180528125/16777216 -1528205546875/8388608 2359576428125/16777216 -663356090625/16777216
-727921103125/8388608 -15526740625/1048576 191270559375/2097152 159704428125/8388608
1849069253125/16777216 -2217388915625/16777216 -1384918159375/8388608 693083003125/4194304
-1762522603125/16777216 93395471875/16777216 62589490625/8388608 -232845103125/4194304
-790669765625/8388608 2931805359375/16777216 -685069265625/4194304 -1399420590625/8388608
345744240625/8388608 1056563928125/8388608 2485224609375/16777216 -112362746875/8388608
289604840625/4194304 -17196184375/2097152 -235655578125/4194304 524136459375/4194304
131105590625/16777216 1919576871875/16777216 513552984375/16777216 -59305071875/2097152
-809332978125/16777216 752844203125/16777216 18046446875/4194304 1016936984375/16777216
-54207109375/8388608 3112278496875/16777216 2789507353125/16777216 1348324315625/8388608
123363559375/4194304 -3176290040625/16777216 -163998071875/2097152 -55896696875/524288
-2568678190625/16777216 -1578207003125/16777216 809234315625/8388608 196062596875/8388608
-772511653125/16777216 -1090197190625/8388608 974502528125/8388608 23073478125/131072
-10533565625/4194304 1600979509375/16777216 -1347714490625/8388608 294779984375/8388608
188784496875/2097152 2868460584375/16777216 2369055578125/16777216 2492919840625/16777216
1059996734375/16777216 3224508346875/16777216 -83135228125/2097152 -612551784375/4194304
2335785178125/16777216 -383108365625/2097152 575083315625/8388608 3027993803125/16777216
-2961331815625/16777216 2600541703125/16777216 -758963890625/16777216 406773303125/4194304
87701103125/524288 -312522678125/8388608 702547615625/8388608 -2165918153125/16777216
1021984971875/16777216 2154471715625/16777216 -1336782128125/8388608 351432803125/8388608
-5355771875/4194304 1709619703125/16777216 -509550903125/16777216 158221396875/8388608
-286956340625/8388608 1829318278125/16777216 165009640625/4194304 -2568371875/65536
2517100059375/16777216 429587753125/4194304 -16995321875/1048576 -411087559375/8388608
-288141928125/16777216 -1756896134375/16777216 1886918628125/16777216 -2436777540625/16777216
-308563965625/8388608 1015944834375/8388608 137733228125/2097152 -11711071875/65536
-951356928125/8388608 -21786509375/262144 -1387586971875/8388608 34310465625/262144
2689383465625/16777216 -99180390625/1048576 2575326109375/16777216 3218614821875/16777216
1970729065625/16777216 -3272217971875/16777216 -827794809375/8388608 -2962016765625/16777216
278931453125/8388608 -214824784375/2097152 2196178321875/16777216 158002571875/16777216
16805528125/4194304 3108196875/32768 465802115625/16777216 -456809228125/4194304
177349665625/16777216 201510853125/16777216 -550856321875/8388608 -2247204109375/16777216
-3300710628125/16777216 -161502821875/16777216 1199507359375/16777216 -3002874265625/16777216
2680172959375/16777216 -1836710628125/16777216 2482184009375/16777216 -2932646265625/16777216
628686165625/4194304 37368359375/8388608 -3142553903125/16777216 -1290496409375/16777216
927292665625/16777216 1255926603125/8388608 -2043294896875/16777216 442701171875/8388608
-319128409375/16777216 -1069563959375/8388608 2969802321875/16777216 -2162049528125/16777216
-2284336078125/16777216 -589118809375/4194304 -1141591959375/16777216 542958509375/4194304
1952710315625/16777216 2282140478125/16777216 22063321875/2097152 -291123946875/16777216
802871765625/16777216 -127344709375/16777216 1065754371875/16777216 -3089704534375/16777216
-253568028125/4194304 966656078125/8388608 -2652445365625/16777216 105007221875/8388608
-778630928125/16777216 -62013146875/1048576 2317169559375/16777216 -1270775309375/16777216
-49240171875/4194304 1451295015625/16777216 347964446875/4194304 150430259375/16777216
613657784375/8388608 3339222515625/16777216 138575265625/4194304 -128782665625/8388608
-320264615625/2097152 2667536309375/16777216 -1668522828125/8388608 95157215625/16777216
1486408209375/8388608 204942084375/16777216 1323800784375/16777216 1138031796875/16777216
-350406715625/8388608 -247741846875/4194304 936882315625/16777216 373942840625/4194304
-2270890315625/16777216 2845208309375/16777216 589613990625/4194304 -214999140625/4194304
-1698993546875/16777216 506640271875/8388608 -843796771875/8388608 1471267640625/8388608
3099752003125/16777216 1370611053125/8388608 3353357353125/16777216 659885665625/4194304
-35259528125/2097152 -1242692978125/16777216 -377243203125/16777216 -1353836559375/8388608
-408291796875/16777216 34389665625/262144 1244549003125/8388608 43001584375/262144
-1055650003125/8388608 -2625114409375/16777216 637714671875/4194304 -640965634375/8388608
3209344134375/16777216 -2597345178125/16777216 2677475071875/16777216 730247784375/16777216
1623711859375/16777216 -1714908440625/16777216 -1655606528125/16777216 1235736809375/16777216
1506356103125/16777216 834291715625/16777216 -590861253125/16777216 673946434375/8388608
-121383346875/2097152 319202721875/4194304 -392734890625/8388608 -756307915625/8388608
-339468253125/16777216 -2911489103125/16777216 567206171875/8388608 -14428521875/8388608
-55402665625/4194304 765935996875/16777216 -242556803125/4194304 -2776641203125/16777216
-284297915625/8388608 -124716596875/2097152 -920243553125/8388608 198674334375/8388608
90251903125/524288 -770178909375/8388608 -1391300078125/16777216 -2199548434375/16777216
775047659375/8388608 578306790625/16777216 804158946875/4194304 1149776228125/16777216
-1493548946875/16777216 -1363567346875/16777216 1270347503125/8388608 632877103125/4194304
241492921875/4194304 196756603125/16777216 714929434375/8388608 -1829264340625/16777216
5650421875/2097152 589927971875/4194304 1438655584375/16777216 56000553125/16777216
1409514353125/8388608 -2082529590625/16777216 3175413934375/16777216 899285890625/8388608
841121409375/8388608 1894848453125/16777216 162153440625/8388608 -1380910284375/16777216
-155038746875/1048576 1758012465625/16777216 6326959375/262144 -732479515625/4194304
2792902528125/16777216 -3164711740625/16777216 -380961384375/16777216 596238459375/4194304
1104099965625/8388608 -656873128125/8388608 -1920599465625/16777216 -2367728534375/16777216
87594203125/4194304 1096370178125/16777216 -209970234375/16777216 -832963896875/16777216
-3268894690625/16777216 -483638103125/4194304 1603596171875/16777216 451727328125/16777216
-1276151384375/8388608 369113134375/4194304 15793959375/1048576 338524821875/4194304
1092448909375/16777216 -2066572321875/16777216 -2496738871875/16777216 1545680221875/8388608
2929411696875/16777216 -171313084375/16777216 -2118047671875/16777216 -401777721875/2097152
-1775215146875/16777216 -576342665625/16777216 1342822878125/16777216 -3338096021875/16777216
-263500409375/2097152 259452109375/2097152 460717353125/4194304 -1667473640625/8388608
-730515678125/4194304 548487953125/4194304 -339608190625/8388608 1004250059375/8388608
-2574076896875/16777216 -2783041515625/16777216 -3121008840625/16777216 3294699828125/16777216
1211979853125/16777216 -2952322553125/16777216 -1418883821875/8388608 -917072990625/16777216
513108790625/8388608 -95743915625/2097152 -3351472084375/16777216 -1622990253125/16777216
-578712753125/16777216 -930914778125/8388608 1414540059375/8388608 1235765940625/16777216
-1678172384375/16777216 566745059375/16777216 823659965625/16777216 -626508946875/16777216
1336822303125/8388608 -1067147565625/16777216 273261865625/2097152 1865015284375/16777216
1473465278125/8388608 -504781478125/4194304 125156771875/4194304 40272771875/1048576
1497515021875/8388608 844484578125/8388608 221258409375/16777216 -861301096875/16777216
-1600205271875/16777216 1401002178125/8388608 571641715625/8388608 29463209375/4194304
-69705821875/1048576 310323640625/4194304 137288090625/4194304 -1082050553125/16777216
839327503125/8388608 1087855921875/16777216 -10428415625/1048576 -1185315496875/16777216
1822432265625/16777216 -1414248009375/16777216 2356397446875/16777216 279397771875/8388608
-382371921875/4194304 -30849671875/1048576 -1755036296875/16777216 -1160400203125/8388608
1624775790625/16777216 1240356603125/16777216 -2059848846875/16777216 101820828125/8388608
-194085565625/16777216 -380837721875/4194304 256481378125/2097152 -212738171875/4194304
7891590625/1048576 -3150470403125/16777216 -1261305090625/16777216 -758337496875/4194304
667066409375/4194304 584611634375/4194304 1018538159375/8388608 -3038008615625/16777216
-500455459375/8388608 -2035112815625/16777216 3188132928125/16777216 -2640137403125/16777216
-1083539009375/8388608 366565709375/8388608 3196226271875/16777216 271386803125/2097152
12867553125/4194304 -3078959209375/16777216 1520468984375/8388608 -388959890625/8388608
369902840625/2097152 -54586121875/524288 1008241978125/16777216 1064816190625/8388608
784005146875/16777216 -193332428125/8388608 -498715315625/8388608 1134216196875/16777216
3264383040625/16777216 -727505084375/4194304 -490273159375/8388608 582273734375/4194304
-523630928125/8388608 -117925065625/8388608 1808939721875/16777216 -736956271875/4194304
1275694221875/8388608 534526440625/8388608 -3288229865625/16777216 853002009375/16777216
-24935996875/4194304 1492940621875/8388608 -833646421875/8388608 107543803125/8388608
