1000
1300765553125/16777216 762230053125/8388608 -2497860696875/33554432 -571617940625/8388608
1366260134375/16777216 -944564196875/33554432 3340430259375/33554432 152778265625/16777216
-3230841421875/33554432 -144200059375/2097152 -2619104228125/33554432 697519053125/16777216
1340244971875/33554432 -930512309375/16777216 -792425096875/16777216 49157471875/2097152
2449218659375/33554432 128696065625/2097152 2459459396875/33554432 1302500440625/16777216
-36221571875/524288 848934865625/16777216 1956898778125/33554432 1606091596875/33554432
-1338586303125/16777216 84707034375/16777216 494815653125/16777216 711226871875/8388608
2345083759375/33554432 -2366186965625/33554432 1421698884375/33554432 -1660012471875/16777216
-64847246875/8388608 156644953125/4194304 -200336696875/33554432 -728368778125/8388608
41906665625/16777216 -262950671875/8388608 847588378125/16777216 -171149228125/8388608
-402874284375/33554432 -87826396875/4194304 -374127409375/16777216 -83022284375/1048576
1242915078125/33554432 -16348334375/524288 1752955453125/33554432 1021774896875/33554432
-399274615625/4194304 -1230154365625/16777216 -24834390625/8388608 293630915625/4194304
1807084284375/33554432 -1453444240625/33554432 -443233096875/16777216 -156992003125/16777216
-2555172290625/33554432 -2894811640625/33554432 57330953125/8388608 1293008996875/16777216
-1573139140625/16777216 1440340740625/33554432 1257066934375/16777216 1615516715625/33554432
2389678153125/33554432 1446582915625/33554432 -484745909375/8388608 -466464321875/33554432
1278743865625/16777216 -2093013803125/33554432 -1595880246875/33554432 61353696875/8388608
-1670204115625/33554432 -137697378125/8388608 3184474565625/33554432 764170803125/8388608
1024581084375/16777216 138817228125/8388608 982598696875/16777216 -161005821875/16777216
539362915625/16777216 -1378108046875/33554432 344496771875/16777216 -1298556646875/16777216
342106084375/33554432 -1256133503125/33554432 1467111840625/16777216 623665709375/33554432
-260828965625/8388608 1195894746875/33554432 262447721875/8388608 2344212971875/33554432
2880948990625/33554432 -3216608171875/33554432 1445683446875/16777216 -1077505484375/33554432
-37972996875/2097152 1049374546875/16777216 -1130912590625/16777216 3261602315625/33554432
-560231021875/16777216 217810334375/33554432 1025598453125/16777216 -146729153125/4194304
-95699096875/16777216 403740553125/8388608 -2715133290625/33554432 -372505953125/4194304
1043015165625/33554432 336802715625/4194304 -2742399740625/33554432 -328773959375/4194304
-108082571875/8388608 -50213915625/33554432 -897591128125/16777216 -3322699459375/33554432
818711003125/33554432 91846140625/1048576 2007359021875/33554432 2939175915625/33554432
112726871875/8388608 838399715625/33554432 2221387328125/33554432 397620284375/33554432
656273315625/8388608 2775166884375/33554432 649316040625/16777216 -2462958534375/33554432
-3343974878125/33554432 -1625014115625/33554432 1539576228125/33554432 1421740884375/33554432
1129838396875/16777216 1559285415625/16777216 3260809428125/33554432 -1810613103125/33554432
-778138071875/16777216 1940922140625/33554432 177015003125/8388608 -524201684375/33554432
-1661051840625/33554432 501167403125/16777216 -1446895959375/33554432 -632393584375/16777216
-790407109375/16777216 -3008088765625/33554432 55940865625/8388608 193065584375/16777216
347138303125/8388608 137886390625/33554432 -3053795640625/33554432 -912793496875/33554432
-2748161746875/33554432 3111886315625/33554432 503966921875/16777216 1607310565625/33554432
398676084375/16777216 439103296875/8388608 59508690625/8388608 -222432234375/4194304
84085196875/8388608 2936166903125/33554432 1108185865625/16777216 182926296875/2097152
1967868090625/33554432 -524928728125/8388608 2227882590625/33554432 799923484375/8388608
3035629890625/33554432 -950045028125/33554432 1379340446875/16777216 -2813508303125/33554432
149517409375/2097152 533467584375/16777216 1501385390625/16777216 20236246875/4194304
880553021875/33554432 87317146875/33554432 -735180321875/8388608 -416742346875/33554432
-1068912396875/16777216 1074082759375/16777216 -967022565625/33554432 -100256403125/1048576
30794609375/16777216 -23295434375/16777216 186635728125/16777216 -898577534375/16777216
-2713927384375/33554432 2584516796875/33554432 2092267371875/33554432 2355700621875/33554432
1485727915625/33554432 -266520396875/8388608 2483506659375/33554432 -1341087140625/33554432
1071677878125/33554432 -450103065625/16777216 3226427821875/33554432 -1055582884375/16777216
3229574296875/33554432 398684459375/16777216 2634540178125/33554432 103269409375/16777216
-2271128125/262144 1937288334375/33554432 -587312359375/16777216 3310439921875/33554432
1063448396875/33554432 662801421875/8388608 532231021875/8388608 -352809890625/33554432
561443346875/33554432 -1553506684375/16777216 -680116959375/16777216 -786504153125/16777216
104079234375/8388608 1157113021875/16777216 -2503992915625/33554432 -2467010096875/33554432
-704231453125/33554432 1424510503125/16777216 2293438140625/33554432 738931078125/33554432
1249841653125/33554432 -3164513915625/33554432 1360348959375/16777216 656083434375/16777216
-797169815625/8388608 203096446875/4194304 590583990625/33554432 306690484375/4194304
289643321875/16777216 198196484375/4194304 -805959315625/33554432 -176762440625/2097152
2236696965625/33554432 -90134103125/8388608 254079171875/4194304 670609740625/33554432
583572815625/8388608 -1320073159375/33554432 -847862721875/16777216 -17866384375/33554432
256797253125/8388608 -208818128125/16777216 2415031528125/33554432 -150824353125/33554432
154368971875/2097152 -580277196875/33554432 -1002672840625/33554432 1095260559375/16777216
3037958671875/33554432 -1246947990625/16777216 691930990625/33554432 -384180396875/8388608
782059346875/16777216 1564687390625/33554432 601352646875/8388608 2502628265625/33554432
-341992234375/4194304 -266656296875/33554432 862692953125/16777216 159053634375/2097152
-61363921875/8388608 -1190254203125/16777216 -681393590625/8388608 578832409375/8388608
1285784221875/16777216 -1003667965625/16777216 -87414959375/2097152 -302238984375/33554432
1003876640625/33554432 93681765625/2097152 74570478125/2097152 799722471875/16777216
-2149055071875/33554432 -34188596875/16777216 -1637856553125/16777216 -1479734840625/16777216
-770009740625/8388608 -2119063190625/33554432 618082596875/8388608 498793365625/8388608
118886509375/16777216 -18811621875/4194304 -1734556165625/33554432 -25004303125/4194304
1211237296875/33554432 -82231253125/2097152 1972284909375/33554432 230110540625/16777216
396757959375/16777216 -251654659375/4194304 -2260330384375/33554432 1603716071875/16777216
7356521875/2097152 -108598309375/2097152 -2854402553125/33554432 215051815625/16777216
-481373078125/33554432 2729103228125/33554432 31633509375/33554432 568645365625/8388608
-201765021875/2097152 -1669943996875/33554432 146849059375/4194304 -763231884375/8388608
1386012359375/16777216 -202023009375/16777216 974171434375/16777216 720263240625/16777216
-2594114128125/33554432 795152053125/33554432 -264695628125/4194304 1811390378125/33554432
324603465625/33554432 -99234059375/2097152 -2009957946875/33554432 -931743621875/16777216
2694512546875/33554432 -192312490625/33554432 -1016521959375/16777216 2620643409375/33554432
-258072353125/4194304 33536796875/2097152 -523457378125/8388608 -1612659428125/33554432
3134768903125/33554432 773967103125/16777216 -163725103125/33554432 -392176703125/16777216
-3328793478125/33554432 1111703446875/16777216 1310805490625/33554432 42142953125/33554432
153031346875/2097152 -2197687003125/33554432 973253078125/33554432 -145029190625/4194304
-32259153125/33554432 -3192025709375/33554432 3169181428125/33554432 1862169740625/33554432
-48168346875/2097152 178036928125/8388608 4772040625/524288 -1827351609375/33554432
-187435296875/33554432 -2171901359375/33554432 -915802396875/16777216 1283774209375/33554432
-701944409375/33554432 1563562953125/16777216 603102715625/8388608 -985070671875/33554432
-1055013940625/33554432 -7180690625/524288 -385148471875/8388608 2539667984375/33554432
-2194209321875/33554432 -2636913009375/33554432 -981634021875/16777216 347273809375/8388608
-1157484434375/16777216 -1341835928125/16777216 1590885946875/33554432 45119840625/4194304
1977678190625/33554432 -1894196296875/33554432 27789165625/8388608 -1142566840625/16777216
1184668484375/16777216 14786378125/8388608 27602046875/1048576 77852046875/2097152
1671956934375/33554432 -1371135446875/16777216 317555603125/8388608 280536015625/33554432
-2493560834375/33554432 -2299784465625/33554432 707419259375/16777216 -1333265734375/33554432
1449524084375/33554432 2019392240625/33554432 -671882246875/33554432 -1032397978125/33554432
-713881303125/16777216 708366115625/8388608 -1235542403125/33554432 554707796875/33554432
-886904834375/33554432 625041528125/16777216 -374817659375/8388608 1428455421875/33554432
300043759375/33554432 -553871709375/16777216 5948271875/2097152 3225316615625/33554432
2059871640625/33554432 1606168271875/16777216 513007690625/16777216 1670192146875/16777216
1325017059375/33554432 32548028125/33554432 2687999890625/33554432 565383659375/8388608
-1805272084375/33554432 -1134732534375/33554432 2609973434375/33554432 2766695890625/33554432
-1250791015625/16777216 -987186646875/16777216 221405396875/4194304 404771365625/33554432
1265771034375/33554432 227585421875/16777216 785290790625/33554432 3138131690625/33554432
-1714668996875/33554432 -1211536709375/16777216 2659606053125/33554432 -73918659375/1048576
-1605844146875/16777216 -435453221875/16777216 897095509375/16777216 -27953715625/33554432
178562584375/4194304 624000196875/16777216 -300279115625/16777216 1641864259375/33554432
545211453125/33554432 162643090625/2097152 -538398171875/8388608 1768295184375/33554432
206366121875/4194304 -3194006896875/33554432 -3239661453125/33554432 1388276209375/16777216
1392911715625/16777216 2288874109375/33554432 1369265340625/33554432 -3153301115625/33554432
-209846065625/4194304 -3130004328125/33554432 -2336198990625/33554432 -1608117771875/16777216
739934421875/16777216 -778968753125/33554432 1956386153125/33554432 -375738115625/4194304
-183586471875/2097152 -2536231690625/33554432 748926696875/33554432 -3312692915625/33554432
1308341853125/16777216 1841966509375/33554432 -1500920421875/33554432 1309098178125/16777216
164580590625/8388608 147049221875/33554432 -1587460015625/33554432 161631165625/16777216
885488746875/16777216 -601019078125/16777216 175264484375/4194304 2403047371875/33554432
-3333904015625/33554432 3223009546875/33554432 -203758515625/4194304 -786046784375/33554432
777205228125/33554432 46258715625/524288 544089671875/33554432 2200928621875/33554432
303290953125/8388608 2649905321875/33554432 226988903125/8388608 355124915625/16777216
-2462728246875/33554432 68615634375/2097152 750282971875/16777216 306978171875/4194304
63459396875/33554432 -91533409375/16777216 -861860259375/33554432 -825313534375/33554432
1191463453125/16777216 69956371875/4194304 -119933746875/2097152 577393921875/8388608
784768509375/8388608 2438601034375/33554432 -82286321875/16777216 1764272146875/33554432
-596313103125/8388608 -679253903125/16777216 3348668403125/33554432 77087371875/2097152
2664480315625/33554432 2411096790625/33554432 714110015625/33554432 -1707317521875/33554432
9126290625/524288 -674785078125/33554432 1436942303125/16777216 2656729203125/33554432
674832259375/8388608 -1282101790625/16777216 -51509696875/16777216 -2808032465625/33554432
-1231939315625/33554432 -2175215415625/33554432 1431228384375/33554432 -528517315625/16777216
2829175128125/33554432 119507396875/16777216 -23645115625/33554432 2812367278125/33554432
-187969184375/33554432 3157226803125/33554432 413493846875/8388608 2092691953125/33554432
150521978125/4194304 -966254703125/16777216 -188066003125/2097152 1117543640625/16777216
1235173784375/16777216 1391924996875/16777216 -492856621875/16777216 153792659375/33554432
-1414080496875/33554432 204953146875/33554432 -187620715625/2097152 -1863350203125/33554432
-837959284375/16777216 -3101190746875/33554432 152240565625/33554432 -2695748690625/33554432
741238034375/16777216 2057007640625/33554432 159636621875/2097152 432597746875/8388608
884921690625/33554432 2590236296875/33554432 1207663009375/16777216 2509310928125/33554432
3233874909375/33554432 1957169446875/33554432 -129872646875/8388608 -347610671875/33554432
682479278125/16777216 978876034375/33554432 -1632785915625/33554432 3066681778125/33554432
-917184759375/16777216 206919840625/4194304 -2297575003125/33554432 -2201287596875/33554432
2170616515625/33554432 -2937401871875/33554432 486954553125/16777216 -592250953125/8388608
-131827659375/4194304 -534987778125/8388608 -623564653125/8388608 -495246865625/33554432
-242733690625/8388608 -1669093878125/33554432 -687920346875/8388608 915820740625/33554432
-668655584375/16777216 312639459375/4194304 766102634375/33554432 367998203125/33554432
2398473990625/33554432 2457743296875/33554432 801477971875/8388608 499647340625/33554432
-1609066078125/33554432 -85789178125/16777216 -207198059375/16777216 -87715509375/16777216
27210109375/1048576 457410234375/33554432 -730909959375/8388608 -3015793134375/33554432
-1336728065625/33554432 714174396875/8388608 -873578790625/33554432 1664834640625/16777216
-5248596875/65536 -1244887984375/16777216 822231728125/33554432 62853353125/1048576
2995597553125/33554432 -1314185546875/16777216 2408471265625/33554432 -258014821875/4194304
-546036346875/8388608 -1702096615625/33554432 430588415625/16777216 -1608994678125/33554432
-1815637590625/33554432 -1659649165625/16777216 3031647371875/33554432 -850508990625/33554432
330743409375/16777216 -2692670153125/33554432 -170470990625/2097152 504335228125/33554432
378005403125/8388608 94828584375/8388608 -1582259771875/33554432 -613621296875/16777216
406248140625/4194304 136653271875/8388608 1659672778125/33554432 926576246875/16777216
-2478671746875/33554432 -981242465625/33554432 -2594159321875/33554432 731271003125/16777216
2661520134375/33554432 -1181577921875/33554432 667950996875/16777216 -118005178125/2097152
2438446296875/33554432 189651846875/8388608 202242634375/33554432 -2704294784375/33554432
-783699859375/16777216 -316837203125/16777216 54771984375/8388608 140320515625/16777216
344810378125/33554432 -423779946875/16777216 388770421875/8388608 -402362634375/8388608
-145295465625/16777216 -739698590625/16777216 2776905846875/33554432 -323027684375/8388608
481081609375/8388608 -2474297584375/33554432 -462671353125/33554432 -1305372421875/33554432
-137058346875/2097152 -479786059375/8388608 1802833796875/33554432 1612946059375/33554432
-1208010521875/16777216 -1079618809375/33554432 608985284375/8388608 -361523396875/33554432
737884375/131072 2649597528125/33554432 1602270571875/33554432 -2466981190625/33554432
821267184375/8388608 -28353959375/16777216 679007278125/16777216 -628066765625/16777216
-3152195078125/33554432 202872565625/33554432 1025060028125/16777216 -1399132946875/16777216
-988456653125/33554432 2054570865625/33554432 1407469415625/33554432 -2252560128125/33554432
2492411734375/33554432 1815533659375/33554432 1061144759375/16777216 2544266484375/33554432
105123796875/33554432 2335159753125/33554432 -344479378125/8388608 -1571530553125/16777216
-3344346115625/33554432 665031459375/33554432 -1891793396875/33554432 2166737178125/33554432
3312114790625/33554432 1293186359375/16777216 797346875/1048576 2156310265625/33554432
-2355882290625/33554432 2962593715625/33554432 -406245390625/16777216 -259234503125/4194304
-2890593509375/33554432 218350540625/8388608 1098651196875/33554432 -616790609375/16777216
175063628125/4194304 2128790346875/33554432 838355128125/33554432 -883202815625/16777216
2619335521875/33554432 639013428125/8388608 2494911003125/33554432 -623481296875/8388608
-492506446875/33554432 895271571875/33554432 577010246875/8388608 284989034375/33554432
228355990625/33554432 -209881653125/16777216 -2213002040625/33554432 677478653125/8388608
913801865625/33554432 759839903125/8388608 -275653278125/8388608 539333809375/33554432
-804184953125/33554432 1449040346875/16777216 2217939709375/33554432 2284483759375/33554432
302193421875/16777216 4778309375/131072 -1779105828125/33554432 398490896875/33554432
367996915625/4194304 3098488509375/33554432 -1583360634375/16777216 492705209375/33554432
1214066340625/33554432 -1523758615625/33554432 -1534543103125/33554432 -49341215625/2097152
-76203896875/4194304 1024280171875/16777216 1291321290625/16777216 225307371875/16777216
-1568028671875/16777216 -1905255328125/33554432 145293546875/2097152 2694846846875/33554432
519880878125/16777216 -3002821875/8388608 -79111946875/8388608 -1980669553125/33554432
-697901690625/33554432 -771996584375/16777216 -2738970553125/33554432 -819501609375/16777216
2764302521875/33554432 -92593921875/16777216 -107767734375/33554432 1209365625/2097152
-2134847909375/33554432 186537284375/2097152 2507191140625/33554432 -125819328125/8388608
1104748365625/16777216 84061090625/8388608 -355449790625/33554432 -1004648753125/16777216
1090437653125/16777216 2469784296875/33554432 83436240625/1048576 -3257378125/32768
663428128125/16777216 -576214784375/8388608 -1489140059375/16777216 562094809375/8388608
1812080603125/33554432 -1510445015625/16777216 -1105676221875/33554432 2693458790625/33554432
1327307415625/33554432 614678690625/33554432 1559828640625/33554432 794452009375/33554432
922076221875/16777216 1240834340625/16777216 -73367459375/8388608 5641946875/1048576
-1363206353125/33554432 851115746875/16777216 42943278125/1048576 -3096567090625/33554432
648161246875/16777216 -1258884096875/33554432 800905353125/16777216 -24520796875/2097152
-111042559375/33554432 8485834375/131072 -275645159375/16777216 345591915625/8388608
-587623090625/33554432 -1390391978125/16777216 1212635034375/16777216 458464703125/8388608
-2784316371875/33554432 -8934540625/33554432 -2526468284375/33554432 584770190625/33554432
-1323962371875/33554432 2362468121875/33554432 1941863309375/33554432 483474646875/8388608
3315278009375/33554432 -579192815625/16777216 2005281365625/33554432 1137568203125/33554432
1045264265625/33554432 -2316722946875/33554432 -1359447190625/16777216 -249489128125/33554432
-182671346875/33554432 -2888742290625/33554432 -1317047559375/16777216 -2314856240625/33554432
83582296875/33554432 1835827734375/33554432 -1649813096875/33554432 1029303590625/33554432
2015344996875/33554432 1628627503125/16777216 365456134375/4194304 1943966253125/33554432
-218277340625/16777216 389635440625/16777216 -1249954871875/33554432 123151184375/8388608
1637389253125/16777216 280164634375/16777216 335057884375/4194304 -51287365625/33554432
483215546875/16777216 -1900516984375/33554432 -2909186965625/33554432 -2498772890625/33554432
184974378125/2097152 6508240625/33554432 -2875413065625/33554432 1804215059375/33554432
3311976378125/33554432 -74104659375/4194304 -2738875334375/33554432 -217988871875/4194304
281793821875/8388608 1605680884375/33554432 -51293784375/1048576 -2215160740625/33554432
1497388890625/16777216 2538682028125/33554432 -2490265765625/33554432 724748071875/16777216
-368348728125/33554432 -792712659375/33554432 -1688110915625/33554432 121523784375/2097152
-351996678125/33554432 1007400078125/16777216 -51617315625/16777216 1023305853125/16777216
-1546800028125/33554432 -354856090625/8388608 -214074321875/4194304 533532184375/16777216
597279959375/16777216 -2597018671875/33554432 -1700976296875/33554432 755302321875/33554432
358687471875/33554432 -171752203125/33554432 -102443096875/4194304 127675378125/16777216
-1364810171875/33554432 362707084375/8388608 1346930821875/16777216 -1658968890625/16777216
-385460909375/16777216 72532515625/2097152 -2396659434375/33554432 -2877150846875/33554432
-3312391084375/33554432 -1185346946875/33554432 -474397753125/33554432 -1683299721875/33554432
-586367184375/16777216 -2536822396875/33554432 -873055559375/16777216 193052321875/4194304
1506601696875/16777216 -3203984753125/33554432 475980265625/33554432 313850971875/16777216
129184484375/8388608 14235940625/524288 -1520005303125/16777216 625107590625/16777216
-1909817765625/33554432 642796103125/33554432 256028528125/8388608 485431496875/8388608
-82545103125/2097152 2514061809375/33554432 -2409186078125/33554432 2253168228125/33554432
-2987303240625/33554432 793648940625/8388608 -2751381646875/33554432 1191769890625/16777216
-1398585509375/16777216 -3033434375/8388608 1793856303125/33554432 -37627684375/8388608
-647218296875/16777216 307889715625/33554432 -183196334375/4194304 1448352715625/16777216
-1509417965625/16777216 -2561759375/1048576 3198065390625/33554432 -385657109375/4194304
-830282821875/8388608 358792878125/16777216 -50756634375/2097152 -528787103125/33554432
-140075484375/33554432 -2139987459375/33554432 276361684375/4194304 194140221875/16777216
-106531778125/33554432 -1089978446875/16777216 3125314090625/33554432 1607652396875/16777216
877526878125/33554432 -19639384375/524288 2877921815625/33554432 -719134609375/33554432
2124179459375/33554432 585153965625/8388608 265944465625/33554432 -1784885796875/33554432
2425206896875/33554432 262897859375/33554432 503342009375/8388608 -2380289271875/33554432
637699359375/16777216 -303428915625/8388608 -81452009375/1048576 -110756090625/16777216
-132408028125/16777216 1276228328125/33554432 1494274196875/33554432 640081196875/8388608
-1634272978125/33554432 2445375259375/33554432 2340810328125/33554432 -391427853125/33554432
858575746875/33554432 855162534375/16777216 -1200568096875/33554432 980301959375/33554432
2203048153125/33554432 -717013296875/8388608 -1553419690625/33554432 433811465625/33554432
-493570559375/16777216 -975828653125/16777216 1520679853125/16777216 -123170890625/2097152
723312146875/8388608 2213051878125/33554432 461588553125/16777216 -2380226721875/33554432
1538123234375/33554432 -3304798665625/33554432 92377046875/1048576 -2676510784375/33554432
186364559375/2097152 21009115625/16777216 -316293946875/4194304 2162510353125/33554432
-3162916459375/33554432 -1510323978125/33554432 -1782143965625/33554432 441511078125/16777216
923925265625/33554432 494818871875/8388608 -597204178125/16777216 -2085251678125/33554432
-73337015625/2097152 804762271875/8388608 1777637778125/33554432 669203590625/8388608
-204352271875/2097152 -2462051240625/33554432 40275015625/8388608 -63773328125/8388608
1899225778125/33554432 2960037909375/33554432 -10249759375/16777216 1111413521875/16777216
-1565723684375/16777216 2429938778125/33554432 36613528125/2097152 -736002990625/33554432
-712823109375/8388608 140670903125/8388608 2452545715625/33554432 1025426134375/33554432
-95992353125/33554432 -1547273171875/16777216 -400522403125/8388608 -1133996315625/16777216
-2657659375/131072 3301483840625/33554432 -71004890625/4194304 -388718746875/33554432
-2882245359375/33554432 143640646875/16777216 83341871875/1048576 343826615625/16777216
927923634375/16777216 -1060003771875/16777216 373799165625/4194304 2236359546875/33554432
1352570653125/16777216 -352364078125/33554432 -287520465625/16777216 3299457015625/33554432
1492930915625/33554432 -155502596875/8388608 -95541296875/4194304 -167647484375/16777216
-144586590625/2097152 -1663040684375/16777216 -1129425884375/33554432 979730534375/33554432
1519140234375/33554432 -76421903125/1048576 54517415625/1048576 -66886334375/8388608
-2632280534375/33554432 2354106596875/33554432 -1975092315625/33554432 1160092534375/33554432
345021665625/33554432 -255301496875/4194304 -258216384375/16777216 2689632540625/33554432
-352899946875/4194304 -2983043184375/33554432 -83123865625/8388608 -1736658434375/33554432
1585495103125/16777216 -760089771875/16777216 2475572209375/33554432 -1593625321875/33554432
-582507253125/33554432 930281340625/16777216 454549828125/16777216 17705003125/8388608
61426490625/4194304 402442546875/8388608 2535728125/1048576 -2751325865625/33554432
693369303125/8388608 -1679063215625/33554432 629368784375/16777216 33557859375/8388608
141156140625/33554432 919566184375/33554432 -429748815625/8388608 45134240625/8388608
697753553125/8388608 2739484321875/33554432 1591787315625/16777216 3308421171875/33554432
-3032786771875/33554432 2355888271875/33554432 -2790016159375/33554432 81634696875/2097152
1422841434375/33554432 -1761296875/2097152 2521601534375/33554432 -357932740625/8388608
249871378125/33554432 2106202278125/33554432 1503982628125/33554432 1592773815625/33554432
-81957334375/33554432 539552796875/16777216 1094958171875/33554432 -1467506928125/16777216
1096438246875/33554432 -1549025090625/33554432 -3032132753125/33554432 658391246875/33554432
189580040625/33554432 -2364921971875/33554432 -73911671875/1048576 258101134375/4194304
627770053125/33554432 -255932165625/16777216 -1397785646875/16777216 -336233303125/16777216
-1324773515625/33554432 943243759375/33554432 86800971875/16777216 -1773549821875/33554432
15900609375/4194304 1594657203125/16777216 3270950571875/33554432 478109071875/8388608
-1098809734375/33554432 2054707415625/33554432 2304688596875/33554432 -108648690625/4194304
-191662259375/2097152 -1586365665625/16777216 -1912063203125/33554432 -117488865625/33554432
6414609375/4194304 787310953125/33554432 587095578125/16777216 3038108715625/33554432
-204720909375/33554432 3239374615625/33554432 -359386959375/16777216 198819571875/2097152
-23797134375/33554432 -705759909375/8388608 -72551946875/4194304 -3296616109375/33554432
694153171875/33554432 1568088059375/33554432 -161139015625/8388608 -3084773853125/33554432
-300204971875/8388608 409080234375/4194304 -365210965625/8388608 769061946875/33554432
-3117234578125/33554432 587606259375/8388608 1295463653125/16777216 3167417871875/33554432
528662584375/8388608 -510818471875/33554432 2304516353125/33554432 -64038834375/33554432
-518239028125/8388608 151702403125/8388608 18360528125/2097152 -561493765625/8388608
2552259140625/33554432 -292372303125/4194304 1571447153125/33554432 147334890625/16777216
1752724971875/33554432 651048365625/33554432 -409604128125/4194304 -328242228125/16777216
16916509375/2097152 -1611816021875/16777216 -701292828125/8388608 413143884375/8388608
2797478459375/33554432 -2988693159375/33554432 -2046452465625/33554432 110049078125/2097152
-1470061296875/16777216 1482147809375/16777216 995167865625/16777216 -164395859375/16777216
-1898366134375/33554432 331844321875/16777216 -2950816365625/33554432 2282007134375/33554432
-829417534375/16777216 -3831528125/4194304 9817821875/2097152 -914690121875/16777216
693915771875/8388608 -11200428125/131072 -181726309375/4194304 -307589890625/4194304
1349838428125/33554432 -1345757253125/33554432 17304421875/8388608 190068459375/4194304
957010228125/16777216 828795228125/8388608 -441134159375/8388608 2101850453125/33554432
